lifetime, velocity, clife, cof, face, fripscore
166.0,1,30.0,150.0,0,0.00925564
166.0,3,30.0,150.0,0,0.00864896
500.0,0.33,30.0,150.0,0,0.00925913
500.0,1,30.0,150.0,0,0.00821701
500.0,3,30.0,150.0,0,0.00786059
1500.0,0.33,30.0,3.0,0,0.00973198
1500.0,1,30.0,3.0,0,0.01081173
1500.0,3,30.0,3.0,0,0.01146106
166.0,0.33,30.0,3.0,0,0.00948604
166.0,1,30.0,3.0,0,0.0094744
166.0,3,30.0,3.0,0,0.01131962
500.0,0.33,30.0,3.0,0,0.00907487
500.0,1,30.0,3.0,0,0.00962094
500.0,3,30.0,3.0,0,0.00815878
1500.0,0.33,10.0,1.0,1.0,0.43891553
1500.0,1,10.0,1.0,1.0,0.66049774
1500.0,3,10.0,1.0,1.0,0.79401356
166.0,0.33,10.0,1.0,1.0,0.090213
166.0,1,10.0,1.0,1.0,0.22375471
166.0,3,10.0,1.0,1.0,0.4414475
500.0,0.33,10.0,1.0,1.0,0.22029262
500.0,1,10.0,1.0,1.0,0.45285816
500.0,3,10.0,1.0,1.0,0.65825907
1500.0,0.33,10.0,150.0,1.0,0.43446099
1500.0,1,10.0,150.0,1.0,0.67653964
1500.0,3,10.0,150.0,1.0,0.8141209
166.0,0.33,10.0,150.0,1.0,0.08962583
166.0,1,10.0,150.0,1.0,0.22150692
166.0,3,10.0,150.0,1.0,0.44602789
500.0,0.33,10.0,150.0,1.0,0.22500175
500.0,1,10.0,150.0,1.0,0.44288985
500.0,3,10.0,150.0,1.0,0.67607751
1500.0,0.33,10.0,3.0,1.0,0.44191552
1500.0,1,10.0,3.0,1.0,0.66484686
1500.0,3,10.0,3.0,1.0,0.80681228
166.0,0.33,10.0,3.0,1.0,0.09061645
166.0,1,10.0,3.0,1.0,0.22847907
166.0,3,10.0,3.0,1.0,0.45780724
500.0,0.33,10.0,3.0,1.0,0.22483838
500.0,1,10.0,3.0,1.0,0.44655749
500.0,3,10.0,3.0,1.0,0.67765743
1500.0,0.33,1500.0,1.0,1.0,0.43773324
1500.0,1,1500.0,1.0,1.0,0.67938667
1500.0,3,1500.0,1.0,1.0,0.80318666
166.0,0.33,1500.0,1.0,1.0,0.09129312
166.0,1,1500.0,1.0,1.0,0.22225579
166.0,3,1500.0,1.0,1.0,0.44650401
500.0,0.33,1500.0,1.0,1.0,0.22187141
500.0,1,1500.0,1.0,1.0,0.45058966
500.0,3,1500.0,1.0,1.0,0.67359173
1500.0,0.33,1500.0,150.0,1.0,0.43982741
1500.0,1,1500.0,150.0,1.0,0.67391677
1500.0,3,1500.0,150.0,1.0,0.78269981
166.0,0.33,1500.0,150.0,1.0,0.09049739
166.0,1,1500.0,150.0,1.0,0.22528225
166.0,3,1500.0,150.0,1.0,0.44219215
500.0,0.33,1500.0,150.0,1.0,0.2195064
500.0,1,1500.0,150.0,1.0,0.45309352
500.0,3,1500.0,150.0,1.0,0.681176
1500.0,0.33,1500.0,3.0,1.0,0.44313804
1500.0,1,1500.0,3.0,1.0,0.66853907
1500.0,3,1500.0,3.0,1.0,0.7995059
166.0,0.33,1500.0,3.0,1.0,0.09327536
166.0,1,1500.0,3.0,1.0,0.22310915
166.0,3,1500.0,3.0,1.0,0.44875821
500.0,0.33,1500.0,3.0,1.0,0.2216211
500.0,1,1500.0,3.0,1.0,0.44610778
500.0,3,1500.0,3.0,1.0,0.66112992
1500.0,0.33,30.0,1.0,1.0,0.44222872
1500.0,1,30.0,1.0,1.0,0.665289
1500.0,3,30.0,1.0,1.0,0.81184919
166.0,0.33,30.0,1.0,1.0,0.09145977
166.0,1,30.0,1.0,1.0,0.22106533
166.0,3,30.0,1.0,1.0,0.44538554
500.0,0.33,30.0,1.0,1.0,0.22845831
500.0,1,30.0,1.0,1.0,0.44302252
500.0,3,30.0,1.0,1.0,0.65572172
1500.0,0.33,30.0,150.0,1.0,0.44611958
1500.0,1,30.0,150.0,1.0,0.66269563
1500.0,3,30.0,150.0,1.0,0.81510701
166.0,0.33,30.0,150.0,1.0,0.08980629
166.0,1,30.0,150.0,1.0,0.22356589
166.0,3,30.0,150.0,1.0,0.45103529
500.0,0.33,30.0,150.0,1.0,0.22023402
500.0,1,30.0,150.0,1.0,0.43807891
500.0,3,30.0,150.0,1.0,0.67293495
1500.0,0.33,30.0,3.0,1.0,0.43859217
1500.0,1,30.0,3.0,1.0,0.66935822
1500.0,3,30.0,3.0,1.0,0.80619972
166.0,0.33,30.0,3.0,1.0,0.09126804
166.0,1,30.0,3.0,1.0,0.22520403
166.0,3,30.0,3.0,1.0,0.43720097
500.0,0.33,30.0,3.0,1.0,0.22024285
500.0,1,30.0,3.0,1.0,0.44965254
500.0,3,30.0,3.0,1.0,0.66929974
