lifetime, velocity, clife, cof,sep, fripscore
1000.0,1,100.0,129.0,100,0.06330067
1500.0,1,100.0,129.0,100,0.06527828
500.0,1,100.0,129.0,100,0.06376287
1000.0,1,100.0,13.0,100,0.11925109
1500.0,1,100.0,13.0,100,0.12903845
500.0,1,100.0,13.0,100,0.11564736
1000.0,1,100.0,133.0,100,0.06400307
1500.0,1,100.0,133.0,100,0.07162558
500.0,1,100.0,133.0,100,0.06033421
1000.0,1,100.0,1333.0,100,0.01968903
1500.0,1,100.0,1333.0,100,0.0180459
500.0,1,100.0,1333.0,100,0.01782645
1000.0,1,100.0,15.0,100,0.11880997
1500.0,1,100.0,15.0,100,0.12983837
500.0,1,100.0,15.0,100,0.11357359
1000.0,1,100.0,150.0,100,0.05668928
1500.0,1,100.0,150.0,100,0.05940012
500.0,1,100.0,150.0,100,0.05751369
1000.0,1,100.0,1500.0,100,0.01649
1500.0,1,100.0,1500.0,100,0.01881471
500.0,1,100.0,1500.0,100,0.01887017
1000.0,1,100.0,15000.0,100,0.01052694
1500.0,1,100.0,15000.0,100,0.00825329
500.0,1,100.0,15000.0,100,0.01095951
1000.0,1,100.0,160.0,100,0.06234216
1500.0,1,100.0,160.0,100,0.0559529
500.0,1,100.0,160.0,100,0.05812732
1000.0,1,100.0,1600.0,100,0.01706377
1500.0,1,100.0,1600.0,100,0.01625506
500.0,1,100.0,1600.0,100,0.0192924
1000.0,1,100.0,16000.0,100,0.01000198
1500.0,1,100.0,16000.0,100,0.01001603
500.0,1,100.0,16000.0,100,0.01002585
1000.0,1,100.0,17.0,100,0.12583165
1500.0,1,100.0,17.0,100,0.1269398
500.0,1,100.0,17.0,100,0.10933396
1000.0,1,100.0,171.0,100,0.05643853
1500.0,1,100.0,171.0,100,0.05532578
500.0,1,100.0,171.0,100,0.05466058
1000.0,1,100.0,1714.0,100,0.01604972
1500.0,1,100.0,1714.0,100,0.01836098
500.0,1,100.0,1714.0,100,0.01607397
1000.0,1,100.0,180.0,100,0.05644438
1500.0,1,100.0,180.0,100,0.05904881
500.0,1,100.0,180.0,100,0.05386579
1000.0,1,100.0,1800.0,100,0.01398412
1500.0,1,100.0,1800.0,100,0.02079714
500.0,1,100.0,1800.0,100,0.01681289
1000.0,1,100.0,18000.0,100,0.01015814
1500.0,1,100.0,18000.0,100,0.00753316
500.0,1,100.0,18000.0,100,0.00974006
1000.0,1,100.0,2.0,100,0.1713428
1500.0,1,100.0,2.0,100,0.17920552
500.0,1,100.0,2.0,100,0.1571596
1000.0,1,100.0,20.0,100,0.11239217
1500.0,1,100.0,20.0,100,0.12513898
500.0,1,100.0,20.0,100,0.10926376
1000.0,1,100.0,200.0,100,0.05480867
1500.0,1,100.0,200.0,100,0.05560349
500.0,1,100.0,200.0,100,0.05022579
1000.0,1,100.0,2000.0,100,0.01757473
1500.0,1,100.0,2000.0,100,0.01743634
500.0,1,100.0,2000.0,100,0.0149528
1000.0,1,100.0,20000.0,100,0.0095576
1500.0,1,100.0,20000.0,100,0.00945789
500.0,1,100.0,20000.0,100,0.01073268
1000.0,1,100.0,21.0,100,0.1134225
1500.0,1,100.0,21.0,100,0.11501722
500.0,1,100.0,21.0,100,0.10720892
1000.0,1,100.0,214.0,100,0.05172124
1500.0,1,100.0,214.0,100,0.05019118
500.0,1,100.0,214.0,100,0.04847143
1000.0,1,100.0,2143.0,100,0.0138312
1500.0,1,100.0,2143.0,100,0.01634924
500.0,1,100.0,2143.0,100,0.01535607
1000.0,1,100.0,22.0,100,0.10981411
1500.0,1,100.0,22.0,100,0.11169775
500.0,1,100.0,22.0,100,0.11213019
1000.0,1,100.0,222.0,100,0.04656028
1500.0,1,100.0,222.0,100,0.04910553
500.0,1,100.0,222.0,100,0.04755053
1000.0,1,100.0,23.0,100,0.11347769
1500.0,1,100.0,23.0,100,0.10801919
500.0,1,100.0,23.0,100,0.10676008
1000.0,1,100.0,233.0,100,0.04714178
1500.0,1,100.0,233.0,100,0.04779237
500.0,1,100.0,233.0,100,0.04892809
1000.0,1,100.0,2333.0,100,0.01521599
1500.0,1,100.0,2333.0,100,0.01506457
500.0,1,100.0,2333.0,100,0.01432016
1000.0,1,100.0,23333.0,100,0.0108672
1500.0,1,100.0,23333.0,100,0.0103131
500.0,1,100.0,23333.0,100,0.00999043
1000.0,1,100.0,25.0,100,0.10905757
1500.0,1,100.0,25.0,100,0.10502414
500.0,1,100.0,25.0,100,0.10917623
1000.0,1,100.0,250.0,100,0.04387407
1500.0,1,100.0,250.0,100,0.05072432
500.0,1,100.0,250.0,100,0.04465729
1000.0,1,100.0,2500.0,100,0.01354713
1500.0,1,100.0,2500.0,100,0.01654111
500.0,1,100.0,2500.0,100,0.01439377
1000.0,1,100.0,2667.0,100,0.01399759
1500.0,1,100.0,2667.0,100,0.0120899
500.0,1,100.0,2667.0,100,0.01357886
1000.0,1,100.0,267.0,100,0.04672455
1500.0,1,100.0,267.0,100,0.05076747
500.0,1,100.0,267.0,100,0.04243117
1000.0,1,100.0,27.0,100,0.11214825
1500.0,1,100.0,27.0,100,0.11480189
500.0,1,100.0,27.0,100,0.10220439
1000.0,1,100.0,270.0,100,0.05072409
1500.0,1,100.0,270.0,100,0.0488989
500.0,1,100.0,270.0,100,0.04162834
1000.0,1,100.0,2700.0,100,0.01166641
1500.0,1,100.0,2700.0,100,0.01203012
500.0,1,100.0,2700.0,100,0.01379028
1000.0,1,100.0,27000.0,100,0.01211263
1500.0,1,100.0,27000.0,100,0.01023344
500.0,1,100.0,27000.0,100,0.00931117
1000.0,1,100.0,3.0,100,0.16119124
1500.0,1,100.0,3.0,100,0.13952268
500.0,1,100.0,3.0,100,0.14742707
1000.0,1,100.0,30.0,100,0.10898552
1500.0,1,100.0,30.0,100,0.10470246
500.0,1,100.0,30.0,100,0.10315204
1000.0,1,100.0,300.0,100,0.0385612
1500.0,1,100.0,300.0,100,0.04678098
500.0,1,100.0,300.0,100,0.04134782
1000.0,1,100.0,3000.0,100,0.0120422
1500.0,1,100.0,3000.0,100,0.01314189
500.0,1,100.0,3000.0,100,0.01364252
1000.0,1,100.0,33.0,100,0.10654657
1500.0,1,100.0,33.0,100,0.09974587
500.0,1,100.0,33.0,100,0.10116776
1000.0,1,100.0,333.0,100,0.04046614
1500.0,1,100.0,333.0,100,0.03826302
500.0,1,100.0,333.0,100,0.03863786
1000.0,1,100.0,3333.0,100,0.01190694
1500.0,1,100.0,3333.0,100,0.0112502
500.0,1,100.0,3333.0,100,0.01303549
1000.0,1,100.0,360.0,100,0.03606395
1500.0,1,100.0,360.0,100,0.03753013
500.0,1,100.0,360.0,100,0.03721182
1000.0,1,100.0,3600.0,100,0.01498252
1500.0,1,100.0,3600.0,100,0.01440217
500.0,1,100.0,3600.0,100,0.01121205
1000.0,1,100.0,36000.0,100,0.0089336
1500.0,1,100.0,36000.0,100,0.00929217
500.0,1,100.0,36000.0,100,0.0114396
1000.0,1,100.0,4.0,100,0.14640977
1500.0,1,100.0,4.0,100,0.14582557
500.0,1,100.0,4.0,100,0.14154488
1000.0,1,100.0,40.0,100,0.10406115
1500.0,1,100.0,40.0,100,0.11741771
500.0,1,100.0,40.0,100,0.09096735
1000.0,1,100.0,400.0,100,0.04151182
1500.0,1,100.0,400.0,100,0.03225512
500.0,1,100.0,400.0,100,0.03332633
1000.0,1,100.0,4000.0,100,0.01255993
1500.0,1,100.0,4000.0,100,0.01235157
500.0,1,100.0,4000.0,100,0.01316781
1000.0,1,100.0,40000.0,100,0.00956358
1500.0,1,100.0,40000.0,100,0.01203446
500.0,1,100.0,40000.0,100,0.00972469
1000.0,1,100.0,4286.0,100,0.0110442
1500.0,1,100.0,4286.0,100,0.01351318
500.0,1,100.0,4286.0,100,0.01320376
1000.0,1,100.0,429.0,100,0.03143405
1500.0,1,100.0,429.0,100,0.03130726
500.0,1,100.0,429.0,100,0.03428596
1000.0,1,100.0,43.0,100,0.09463968
1500.0,1,100.0,43.0,100,0.09778112
500.0,1,100.0,43.0,100,0.09238362
1000.0,1,100.0,44.0,100,0.09343234
1500.0,1,100.0,44.0,100,0.09847503
500.0,1,100.0,44.0,100,0.09107851
1000.0,1,100.0,444.0,100,0.03250767
1500.0,1,100.0,444.0,100,0.03317348
500.0,1,100.0,444.0,100,0.03413758
1000.0,1,100.0,45.0,100,0.09493711
1500.0,1,100.0,45.0,100,0.09329206
500.0,1,100.0,45.0,100,0.0926958
1000.0,1,100.0,450.0,100,0.03422266
1500.0,1,100.0,450.0,100,0.03539635
500.0,1,100.0,450.0,100,0.03088416
1000.0,1,100.0,4500.0,100,0.01255531
1500.0,1,100.0,4500.0,100,0.01128508
500.0,1,100.0,4500.0,100,0.01208717
1000.0,1,100.0,45000.0,100,0.01048384
1500.0,1,100.0,45000.0,100,0.00904126
500.0,1,100.0,45000.0,100,0.01027983
