lifetime, velocity, clife, cof, fripscore
1500.0,0.33,15000.0,5000.0,0.00885083
1500.0,1,15000.0,5000.0,0.0117224
1500.0,3,15000.0,5000.0,0.01368144
166.0,0.33,15000.0,5000.0,0.00961111
166.0,1,15000.0,5000.0,0.00963843
166.0,3,15000.0,5000.0,0.00911677
500.0,0.33,15000.0,5000.0,0.01000109
500.0,1,15000.0,5000.0,0.00944232
500.0,3,15000.0,5000.0,0.00791157
1500.0,0.33,15000.0,50000.0,0.00900184
1500.0,1,15000.0,50000.0,0.00736657
1500.0,3,15000.0,50000.0,0.01147393
166.0,0.33,15000.0,50000.0,0.00962487
166.0,1,15000.0,50000.0,0.00967875
166.0,3,15000.0,50000.0,0.00954306
500.0,0.33,15000.0,50000.0,0.00990708
500.0,1,15000.0,50000.0,0.00938008
500.0,3,15000.0,50000.0,0.00982614
1500.0,0.33,20.0,15000.0,0.00884274
1500.0,1,20.0,15000.0,0.01113196
1500.0,3,20.0,15000.0,0.00608946
166.0,0.33,20.0,15000.0,0.0096469
166.0,1,20.0,15000.0,0.00973425
166.0,3,20.0,15000.0,0.01023286
500.0,0.33,20.0,15000.0,0.00976442
500.0,1,20.0,15000.0,0.00959511
500.0,3,20.0,15000.0,0.00838288
1500.0,0.33,20.0,3000.0,0.01022763
1500.0,1,20.0,3000.0,0.00837549
1500.0,3,20.0,3000.0,0.00958901
166.0,0.33,20.0,3000.0,0.00960196
166.0,1,20.0,3000.0,0.00951265
166.0,3,20.0,3000.0,0.00939875
500.0,0.33,20.0,3000.0,0.00986221
500.0,1,20.0,3000.0,0.01068249
500.0,3,20.0,3000.0,0.0077964
1500.0,0.33,20.0,5000.0,0.00877392
1500.0,1,20.0,5000.0,0.00847512
1500.0,3,20.0,5000.0,0.01154327
166.0,0.33,20.0,5000.0,0.00964449
166.0,1,20.0,5000.0,0.00966479
166.0,3,20.0,5000.0,0.00938563
500.0,0.33,20.0,5000.0,0.00922899
500.0,1,20.0,5000.0,0.01061484
500.0,3,20.0,5000.0,0.01068646
1500.0,0.33,20.0,50000.0,0.00991056
1500.0,1,20.0,50000.0,0.00713679
1500.0,3,20.0,50000.0,0.01247837
166.0,0.33,20.0,50000.0,0.00965823
166.0,1,20.0,50000.0,0.0095942
166.0,3,20.0,50000.0,0.00897986
500.0,0.33,20.0,50000.0,0.00962088
500.0,1,20.0,50000.0,0.00870925
500.0,3,20.0,50000.0,0.00802464
1500.0,0.33,30.0,15000.0,0.00922813
1500.0,1,30.0,15000.0,0.00794602
1500.0,3,30.0,15000.0,0.01141554
166.0,0.33,30.0,15000.0,0.0095385
166.0,1,30.0,15000.0,0.00994161
166.0,3,30.0,15000.0,0.00852337
500.0,0.33,30.0,15000.0,0.00975278
500.0,1,30.0,15000.0,0.00980139
500.0,3,30.0,15000.0,0.00663167
1500.0,0.33,30.0,3000.0,0.00945635
1500.0,1,30.0,3000.0,0.00627831
1500.0,3,30.0,3000.0,0.00377311
166.0,0.33,30.0,3000.0,0.00951121
166.0,1,30.0,3000.0,0.00971576
166.0,3,30.0,3000.0,0.00881852
500.0,0.33,30.0,3000.0,0.00982852
500.0,1,30.0,3000.0,0.00903704
500.0,3,30.0,3000.0,0.01047332
1500.0,0.33,30.0,5000.0,0.00875257
1500.0,1,30.0,5000.0,0.0082143
1500.0,3,30.0,5000.0,0.00709978
166.0,0.33,30.0,5000.0,0.00964164
166.0,1,30.0,5000.0,0.00920835
166.0,3,30.0,5000.0,0.00959806
500.0,0.33,30.0,5000.0,0.00909851
500.0,1,30.0,5000.0,0.00932052
500.0,3,30.0,5000.0,0.00742582
1500.0,0.33,30.0,50000.0,0.0099589
1500.0,1,30.0,50000.0,0.00796749
1500.0,3,30.0,50000.0,0.0091552
166.0,0.33,30.0,50000.0,0.0095739
166.0,1,30.0,50000.0,0.00956008
166.0,3,30.0,50000.0,0.00968404
500.0,0.33,30.0,50000.0,0.00951038
500.0,1,30.0,50000.0,0.01010674
500.0,3,30.0,50000.0,0.01062399
1500.0,0.33,300.0,15000.0,0.00956184
1500.0,1,300.0,15000.0,0.01277275
1500.0,3,300.0,15000.0,0.01024664
166.0,0.33,300.0,15000.0,0.00956853
166.0,1,300.0,15000.0,0.00917774
166.0,3,300.0,15000.0,0.00929253
500.0,0.33,300.0,15000.0,0.00974827
500.0,1,300.0,15000.0,0.0091335
500.0,3,300.0,15000.0,0.01300563
1500.0,0.33,300.0,3000.0,0.00997873
1500.0,1,300.0,3000.0,0.01095408
1500.0,3,300.0,3000.0,0.01313774
166.0,0.33,300.0,3000.0,0.00948658
166.0,1,300.0,3000.0,0.0095428
166.0,3,300.0,3000.0,0.0095109
500.0,0.33,300.0,3000.0,0.0093539
500.0,1,300.0,3000.0,0.00918291
500.0,3,300.0,3000.0,0.01179723
1500.0,0.33,300.0,5000.0,0.00949452
1500.0,1,300.0,5000.0,0.01122583
1500.0,3,300.0,5000.0,0.01374983
166.0,0.33,300.0,5000.0,0.00964104
166.0,1,300.0,5000.0,0.00981652
166.0,3,300.0,5000.0,0.00984314
500.0,0.33,300.0,5000.0,0.00965323
500.0,1,300.0,5000.0,0.00974118
500.0,3,300.0,5000.0,0.00751792
1500.0,0.33,300.0,50000.0,0.00955654
1500.0,1,300.0,50000.0,0.0097281
1500.0,3,300.0,50000.0,0.00971968
166.0,0.33,300.0,50000.0,0.00952903
166.0,1,300.0,50000.0,0.00946709
166.0,3,300.0,50000.0,0.00966215
500.0,0.33,300.0,50000.0,0.00954268
500.0,1,300.0,50000.0,0.01001447
500.0,3,300.0,50000.0,0.0087135
1500.0,0.33,3000.0,15000.0,0.00901146
1500.0,1,3000.0,15000.0,0.00746295
1500.0,3,3000.0,15000.0,0.00621295
166.0,0.33,3000.0,15000.0,0.00952835
166.0,1,3000.0,15000.0,0.00967675
166.0,3,3000.0,15000.0,0.00858646
500.0,0.33,3000.0,15000.0,0.00951713
500.0,1,3000.0,15000.0,0.00993376
500.0,3,3000.0,15000.0,0.0077295
1500.0,0.33,3000.0,3000.0,0.00886076
1500.0,1,3000.0,3000.0,0.00975233
1500.0,3,3000.0,3000.0,0.01282099
166.0,0.33,3000.0,3000.0,0.00968548
166.0,1,3000.0,3000.0,0.00973378
166.0,3,3000.0,3000.0,0.00929683
500.0,0.33,3000.0,3000.0,0.00957349
500.0,1,3000.0,3000.0,0.00906179
500.0,3,3000.0,3000.0,0.00832918
1500.0,0.33,3000.0,5000.0,0.01048214
1500.0,1,3000.0,5000.0,0.01012044
1500.0,3,3000.0,5000.0,0.01013133
166.0,0.33,3000.0,5000.0,0.00961951
166.0,1,3000.0,5000.0,0.00981628
166.0,3,3000.0,5000.0,0.01014466
500.0,0.33,3000.0,5000.0,0.00978639
500.0,1,3000.0,5000.0,0.00916429
500.0,3,3000.0,5000.0,0.00952201
1500.0,0.33,3000.0,50000.0,0.00994182
1500.0,1,3000.0,50000.0,0.009231
1500.0,3,3000.0,50000.0,0.00732028
166.0,0.33,3000.0,50000.0,0.00948284
166.0,1,3000.0,50000.0,0.00966085
166.0,3,3000.0,50000.0,0.00927496
500.0,0.33,3000.0,50000.0,0.00963972
500.0,1,3000.0,50000.0,0.01061479
500.0,3,3000.0,50000.0,0.00736226
1500.0,0.33,50.0,15000.0,0.01001086
1500.0,1,50.0,15000.0,0.009576
1500.0,3,50.0,15000.0,0.01496921
166.0,0.33,50.0,15000.0,0.00946307
166.0,1,50.0,15000.0,0.00934577
166.0,3,50.0,15000.0,0.00939577
500.0,0.33,50.0,15000.0,0.00938513
500.0,1,50.0,15000.0,0.00889805
500.0,3,50.0,15000.0,0.00905591
1500.0,0.33,50.0,3000.0,0.00950752
1500.0,1,50.0,3000.0,0.00747079
1500.0,3,50.0,3000.0,0.0112148
166.0,0.33,50.0,3000.0,0.00946707
166.0,1,50.0,3000.0,0.00986823
166.0,3,50.0,3000.0,0.00907855
500.0,0.33,50.0,3000.0,0.00931119
500.0,1,50.0,3000.0,0.00891867
500.0,3,50.0,3000.0,0.00739359
1500.0,0.33,50.0,5000.0,0.00902204
1500.0,1,50.0,5000.0,0.00786236
1500.0,3,50.0,5000.0,0.00322658
166.0,0.33,50.0,5000.0,0.00948931
166.0,1,50.0,5000.0,0.0095197
166.0,3,50.0,5000.0,0.00901154
500.0,0.33,50.0,5000.0,0.0095771
500.0,1,50.0,5000.0,0.00965596
500.0,3,50.0,5000.0,0.01045755
1500.0,0.33,50.0,50000.0,0.01025178
1500.0,1,50.0,50000.0,0.00738044
1500.0,3,50.0,50000.0,0.01083804
166.0,0.33,50.0,50000.0,0.00950524
166.0,1,50.0,50000.0,0.00933441
166.0,3,50.0,50000.0,0.00888492
500.0,0.33,50.0,50000.0,0.00983862
500.0,1,50.0,50000.0,0.00998402
500.0,3,50.0,50000.0,0.00972504
1500.0,0.33,5000.0,15000.0,0.00953601
1500.0,1,5000.0,15000.0,0.00834671
1500.0,3,5000.0,15000.0,0.00602946
166.0,0.33,5000.0,15000.0,0.00947326
166.0,1,5000.0,15000.0,0.00947311
166.0,3,5000.0,15000.0,0.00947378
500.0,0.33,5000.0,15000.0,0.00972765
500.0,1,5000.0,15000.0,0.01018208
500.0,3,5000.0,15000.0,0.0085422
1500.0,0.33,5000.0,3000.0,0.00962495
1500.0,1,5000.0,3000.0,0.00978619
1500.0,3,5000.0,3000.0,0.00885682
166.0,0.33,5000.0,3000.0,0.00953049
166.0,1,5000.0,3000.0,0.00933241
166.0,3,5000.0,3000.0,0.00888706
500.0,0.33,5000.0,3000.0,0.01001183
500.0,1,5000.0,3000.0,0.00956106
500.0,3,5000.0,3000.0,0.0103713
1500.0,0.33,5000.0,5000.0,0.00934878
1500.0,1,5000.0,5000.0,0.01455533
1500.0,3,5000.0,5000.0,0.01434287
166.0,0.33,5000.0,5000.0,0.00975988
166.0,1,5000.0,5000.0,0.00965064
166.0,3,5000.0,5000.0,0.00932642
500.0,0.33,5000.0,5000.0,0.00930582
500.0,1,5000.0,5000.0,0.00998123
500.0,3,5000.0,5000.0,0.00928606
1500.0,0.33,5000.0,50000.0,0.00970618
1500.0,1,5000.0,50000.0,0.00843098
1500.0,3,5000.0,50000.0,0.00556292
166.0,0.33,5000.0,50000.0,0.00964569
166.0,1,5000.0,50000.0,0.00974477
166.0,3,5000.0,50000.0,0.01011995
500.0,0.33,5000.0,50000.0,0.00952046
500.0,1,5000.0,50000.0,0.01026186
500.0,3,5000.0,50000.0,0.00807263
1500.0,0.33,50000.0,15000.0,0.00872884
1500.0,1,50000.0,15000.0,0.00619096
1500.0,3,50000.0,15000.0,0.01028173
166.0,0.33,50000.0,15000.0,0.00953953
166.0,1,50000.0,15000.0,0.0093894
166.0,3,50000.0,15000.0,0.0093615
500.0,0.33,50000.0,15000.0,0.01022531
500.0,1,50000.0,15000.0,0.00921708
500.0,3,50000.0,15000.0,0.00801219
1500.0,0.33,50000.0,3000.0,0.01040532
1500.0,1,50000.0,3000.0,0.00785646
1500.0,3,50000.0,3000.0,0.01876001
166.0,0.33,50000.0,3000.0,0.00973794
166.0,1,50000.0,3000.0,0.00933917
166.0,3,50000.0,3000.0,0.00930043
500.0,0.33,50000.0,3000.0,0.00946063
500.0,1,50000.0,3000.0,0.00868161
500.0,3,50000.0,3000.0,0.00874798
1500.0,0.33,50000.0,5000.0,0.00998938
1500.0,1,50000.0,5000.0,0.00924118
1500.0,3,50000.0,5000.0,0.01065658
166.0,0.33,50000.0,5000.0,0.00965059
166.0,1,50000.0,5000.0,0.00981491
166.0,3,50000.0,5000.0,0.00994586
500.0,0.33,50000.0,5000.0,0.0096399
500.0,1,50000.0,5000.0,0.00946195
500.0,3,50000.0,5000.0,0.00984458
1500.0,0.33,50000.0,50000.0,0.00947976
1500.0,1,50000.0,50000.0,0.01009012
1500.0,3,50000.0,50000.0,0.00263026
166.0,0.33,50000.0,50000.0,0.00957666
166.0,1,50000.0,50000.0,0.00935513
166.0,3,50000.0,50000.0,0.01050169
500.0,0.33,50000.0,50000.0,0.00969309
500.0,1,50000.0,50000.0,0.01133832
500.0,3,50000.0,50000.0,0.00715428
1500.0,0.33,75.0,15000.0,0.0095888
1500.0,1,75.0,15000.0,0.01027087
1500.0,3,75.0,15000.0,0.01454633
166.0,0.33,75.0,15000.0,0.00967857
166.0,1,75.0,15000.0,0.00963522
166.0,3,75.0,15000.0,0.01015565
500.0,0.33,75.0,15000.0,0.00957204
500.0,1,75.0,15000.0,0.00988741
500.0,3,75.0,15000.0,0.0090837
1500.0,0.33,75.0,3000.0,0.00966118
1500.0,1,75.0,3000.0,0.00963342
1500.0,3,75.0,3000.0,0.00739417
166.0,0.33,75.0,3000.0,0.00970281
166.0,1,75.0,3000.0,0.00925888
166.0,3,75.0,3000.0,0.00978884
500.0,0.33,75.0,3000.0,0.00958685
500.0,1,75.0,3000.0,0.00950007
500.0,3,75.0,3000.0,0.00962108
1500.0,0.33,75.0,5000.0,0.00915515
1500.0,1,75.0,5000.0,0.01044755
1500.0,3,75.0,5000.0,0.01860458
166.0,0.33,75.0,5000.0,0.00963753
166.0,1,75.0,5000.0,0.00975733
166.0,3,75.0,5000.0,0.01082567
500.0,0.33,75.0,5000.0,0.00985366
500.0,1,75.0,5000.0,0.00962271
500.0,3,75.0,5000.0,0.01098494
1500.0,0.33,75.0,50000.0,0.00935286
1500.0,1,75.0,50000.0,0.00925094
1500.0,3,75.0,50000.0,0.00767582
166.0,0.33,75.0,50000.0,0.00959541
166.0,1,75.0,50000.0,0.00944489
166.0,3,75.0,50000.0,0.00940814
500.0,0.33,75.0,50000.0,0.00971611
500.0,1,75.0,50000.0,0.00980697
500.0,3,75.0,50000.0,0.01061339
1500.0,0.33,1.0,0.1,0.44251782
1500.0,1,1.0,0.1,0.66824155
1500.0,3,1.0,0.1,0.0415361
166.0,0.33,1.0,0.1,0.09007358
166.0,1,1.0,0.1,0.22113418
166.0,3,1.0,0.1,0.03674503
500.0,0.33,1.0,0.1,0.219159
500.0,1,1.0,0.1,0.44610415
500.0,3,1.0,0.1,0.03408163
1500.0,0.33,1.0,0.2,0.45486087
1500.0,1,1.0,0.2,0.02748526
1500.0,3,1.0,0.2,0.02495884
166.0,0.33,1.0,0.2,0.09153068
166.0,1,1.0,0.2,0.02526476
166.0,3,1.0,0.2,0.023723
500.0,0.33,1.0,0.2,0.22343754
500.0,1,1.0,0.2,0.02642442
500.0,3,1.0,0.2,0.0205373
1500.0,0.33,1.0,0.3,0.43657185
1500.0,1,1.0,0.3,0.02244718
1500.0,3,1.0,0.3,0.01018879
166.0,0.33,1.0,0.3,0.08984424
166.0,1,1.0,0.3,0.01869367
166.0,3,1.0,0.3,0.01921017
500.0,0.33,1.0,0.3,0.22181907
500.0,1,1.0,0.3,0.01804723
500.0,3,1.0,0.3,0.02039476
1500.0,0.33,1.0,0.5,0.01759318
1500.0,1,1.0,0.5,0.01372629
1500.0,3,1.0,0.5,0.01217693
166.0,0.33,1.0,0.5,0.01668766
166.0,1,1.0,0.5,0.01394384
166.0,3,1.0,0.5,0.01575677
500.0,0.33,1.0,0.5,0.01744586
500.0,1,1.0,0.5,0.01345743
500.0,3,1.0,0.5,0.01807305
1500.0,0.33,1.0,0.75,0.01377021
1500.0,1,1.0,0.75,0.01024731
1500.0,3,1.0,0.75,0.01629388
166.0,0.33,1.0,0.75,0.01311779
166.0,1,1.0,0.75,0.01320576
166.0,3,1.0,0.75,0.01479212
500.0,0.33,1.0,0.75,0.01318468
500.0,1,1.0,0.75,0.01277768
500.0,3,1.0,0.75,0.01391116
1500.0,0.33,1.0,1.0,0.01256183
1500.0,1,1.0,1.0,0.01010713
1500.0,3,1.0,1.0,0.0174334
166.0,0.33,1.0,1.0,0.01199976
166.0,1,1.0,1.0,0.01221795
166.0,3,1.0,1.0,0.01296613
500.0,0.33,1.0,1.0,0.01187555
500.0,1,1.0,1.0,0.01184644
500.0,3,1.0,1.0,0.0134852
1500.0,0.33,1.0,1.25,0.01087186
1500.0,1,1.0,1.25,0.00995049
1500.0,3,1.0,1.25,0.0168741
166.0,0.33,1.0,1.25,0.01158375
166.0,1,1.0,1.25,0.01134364
166.0,3,1.0,1.25,0.01280624
500.0,0.33,1.0,1.25,0.01170635
500.0,1,1.0,1.25,0.01122292
500.0,3,1.0,1.25,0.01195177
1500.0,0.33,1.0,1.5,0.01024995
1500.0,1,1.0,1.5,0.01183597
1500.0,3,1.0,1.5,0.00545437
166.0,0.33,1.0,1.5,0.01082771
166.0,1,1.0,1.5,0.01087581
166.0,3,1.0,1.5,0.01305578
500.0,0.33,1.0,1.5,0.01122644
500.0,1,1.0,1.5,0.01153034
500.0,3,1.0,1.5,0.0137223
1500.0,0.33,1.0,10.0,0.00970673
1500.0,1,1.0,10.0,0.00853725
1500.0,3,1.0,10.0,0.0097381
166.0,0.33,1.0,10.0,0.00987999
166.0,1,1.0,10.0,0.01026263
166.0,3,1.0,10.0,0.01102266
500.0,0.33,1.0,10.0,0.00963874
500.0,1,1.0,10.0,0.00995922
500.0,3,1.0,10.0,0.01018292
1500.0,0.33,1.0,15.0,0.00993144
1500.0,1,1.0,15.0,0.01219207
1500.0,3,1.0,15.0,0.00705334
166.0,0.33,1.0,15.0,0.00969291
166.0,1,1.0,15.0,0.00972668
166.0,3,1.0,15.0,0.01051606
500.0,0.33,1.0,15.0,0.00978983
500.0,1,1.0,15.0,0.00973331
