lifetime, velocity, clife, cof, fripscore
500.0,3,1.0,15.0,0.01089396
1500.0,0.33,1.0,150.0,0.00967187
1500.0,1,1.0,150.0,0.00993208
1500.0,3,1.0,150.0,0.01492676
166.0,0.33,1.0,150.0,0.00965561
166.0,1,1.0,150.0,0.0095964
166.0,3,1.0,150.0,0.00916987
500.0,0.33,1.0,150.0,0.00956963
500.0,1,1.0,150.0,0.00954848
500.0,3,1.0,150.0,0.00828686
1500.0,0.33,1.0,3.0,0.01068709
1500.0,1,1.0,3.0,0.00963408
1500.0,3,1.0,3.0,0.02592878
166.0,0.33,1.0,3.0,0.01020319
166.0,1,1.0,3.0,0.01086847
166.0,3,1.0,3.0,0.01195306
500.0,0.33,1.0,3.0,0.01001638
500.0,1,1.0,3.0,0.01005168
500.0,3,1.0,3.0,0.01149054
1500.0,0.33,1.0,30.0,0.00925977
1500.0,1,1.0,30.0,0.01027057
1500.0,3,1.0,30.0,0.01681174
166.0,0.33,1.0,30.0,0.0097494
166.0,1,1.0,30.0,0.0094899
166.0,3,1.0,30.0,0.00986676
500.0,0.33,1.0,30.0,0.00957117
500.0,1,1.0,30.0,0.01028233
500.0,3,1.0,30.0,0.01120177
1500.0,0.33,10.0,0.1,0.43813754
1500.0,1,10.0,0.1,0.65741749
1500.0,3,10.0,0.1,0.19296225
166.0,0.33,10.0,0.1,0.09094819
166.0,1,10.0,0.1,0.22066873
166.0,3,10.0,0.1,0.18721847
500.0,0.33,10.0,0.1,0.22230566
500.0,1,10.0,0.1,0.44049771
500.0,3,10.0,0.1,0.20525129
1500.0,0.33,10.0,0.2,0.4476067
1500.0,1,10.0,0.2,0.14464178
1500.0,3,10.0,0.2,0.11014181
166.0,0.33,10.0,0.2,0.09036289
166.0,1,10.0,0.2,0.1067458
166.0,3,10.0,0.2,0.11711264
500.0,0.33,10.0,0.2,0.22298269
500.0,1,10.0,0.2,0.13715508
500.0,3,10.0,0.2,0.11368358
1500.0,0.33,10.0,0.3,0.43979425
1500.0,1,10.0,0.3,0.10031443
1500.0,3,10.0,0.3,0.08631462
166.0,0.33,10.0,0.3,0.08900822
166.0,1,10.0,0.3,0.07564754
166.0,3,10.0,0.3,0.09075488
500.0,0.33,10.0,0.3,0.21946823
500.0,1,10.0,0.3,0.08662755
500.0,3,10.0,0.3,0.09869847
1500.0,0.33,10.0,0.5,0.08095204
1500.0,1,10.0,0.5,0.05081208
1500.0,3,10.0,0.5,0.06911416
166.0,0.33,10.0,0.5,0.05009597
166.0,1,10.0,0.5,0.05245707
166.0,3,10.0,0.5,0.07586312
500.0,0.33,10.0,0.5,0.06956954
500.0,1,10.0,0.5,0.05827115
500.0,3,10.0,0.5,0.0804737
1500.0,0.33,10.0,0.75,0.04374701
1500.0,1,10.0,0.75,0.04584713
1500.0,3,10.0,0.75,0.06056355
166.0,0.33,10.0,0.75,0.03642319
166.0,1,10.0,0.75,0.04293567
166.0,3,10.0,0.75,0.0656357
500.0,0.33,10.0,0.75,0.04432978
500.0,1,10.0,0.75,0.04294171
500.0,3,10.0,0.75,0.06697072
1500.0,0.33,10.0,1.0,0.03734953
1500.0,1,10.0,1.0,0.03716708
1500.0,3,10.0,1.0,0.05674194
166.0,0.33,10.0,1.0,0.02933728
166.0,1,10.0,1.0,0.03640835
166.0,3,10.0,1.0,0.06163327
500.0,0.33,10.0,1.0,0.033794
500.0,1,10.0,1.0,0.03786673
500.0,3,10.0,1.0,0.05652849
1500.0,0.33,10.0,1.25,0.02997332
1500.0,1,10.0,1.25,0.03192358
1500.0,3,10.0,1.25,0.0557928
166.0,0.33,10.0,1.25,0.02593947
166.0,1,10.0,1.25,0.0337207
166.0,3,10.0,1.25,0.05524995
500.0,0.33,10.0,1.25,0.02908387
500.0,1,10.0,1.25,0.03428469
500.0,3,10.0,1.25,0.05692844
1500.0,0.33,10.0,1.5,0.02785151
1500.0,1,10.0,1.5,0.03558966
1500.0,3,10.0,1.5,0.04768312
166.0,0.33,10.0,1.5,0.0238179
166.0,1,10.0,1.5,0.03168534
166.0,3,10.0,1.5,0.05407313
500.0,0.33,10.0,1.5,0.02560018
500.0,1,10.0,1.5,0.03271505
500.0,3,10.0,1.5,0.05352032
1500.0,0.33,10.0,10.0,0.0125583
1500.0,1,10.0,10.0,0.0176243
1500.0,3,10.0,10.0,0.03171267
166.0,0.33,10.0,10.0,0.01339452
166.0,1,10.0,10.0,0.0188778
166.0,3,10.0,10.0,0.0322891
500.0,0.33,10.0,10.0,0.0130765
500.0,1,10.0,10.0,0.01871613
500.0,3,10.0,10.0,0.03497719
1500.0,0.33,10.0,15.0,0.01283199
1500.0,1,10.0,15.0,0.01382358
1500.0,3,10.0,15.0,0.02016793
166.0,0.33,10.0,15.0,0.01239019
166.0,1,10.0,15.0,0.01635108
166.0,3,10.0,15.0,0.02676272
500.0,0.33,10.0,15.0,0.01289001
500.0,1,10.0,15.0,0.01761446
500.0,3,10.0,15.0,0.03480839
1500.0,0.33,10.0,150.0,0.00963255
1500.0,1,10.0,150.0,0.01133339
1500.0,3,10.0,150.0,0.01409119
166.0,0.33,10.0,150.0,0.00992229
166.0,1,10.0,150.0,0.01076089
166.0,3,10.0,150.0,0.01309748
500.0,0.33,10.0,150.0,0.01010792
500.0,1,10.0,150.0,0.01017205
500.0,3,10.0,150.0,0.01260642
1500.0,0.33,10.0,3.0,0.0197698
1500.0,1,10.0,3.0,0.02668951
1500.0,3,10.0,3.0,0.0396171
166.0,0.33,10.0,3.0,0.01822086
166.0,1,10.0,3.0,0.0255815
166.0,3,10.0,3.0,0.04741913
500.0,0.33,10.0,3.0,0.01917774
500.0,1,10.0,3.0,0.02601345
500.0,3,10.0,3.0,0.05114705
1500.0,0.33,10.0,30.0,0.01147573
1500.0,1,10.0,30.0,0.01395334
1500.0,3,10.0,30.0,0.01018112
166.0,0.33,10.0,30.0,0.01111525
166.0,1,10.0,30.0,0.0135568
166.0,3,10.0,30.0,0.0195682
500.0,0.33,10.0,30.0,0.01130134
500.0,1,10.0,30.0,0.01327886
500.0,3,10.0,30.0,0.02502629
1500.0,0.33,10.0,50.0,0.0093275
1500.0,1,10.0,50.0,0.01242182
1500.0,3,10.0,50.0,0.01079817
166.0,0.33,10.0,50.0,0.01085951
166.0,1,10.0,50.0,0.01208942
166.0,3,10.0,50.0,0.01745166
500.0,0.33,10.0,50.0,0.01079536
500.0,1,10.0,50.0,0.01233211
500.0,3,10.0,50.0,0.01800274
1500.0,0.33,100.0,0.1,0.44754532
1500.0,1,100.0,0.1,0.66598822
1500.0,3,100.0,0.1,0.5779183
166.0,0.33,100.0,0.1,0.08930915
166.0,1,100.0,0.1,0.22263175
166.0,3,100.0,0.1,0.39425559
500.0,0.33,100.0,0.1,0.219722
500.0,1,100.0,0.1,0.44365964
500.0,3,100.0,0.1,0.54307714
1500.0,0.33,100.0,0.2,0.44425956
1500.0,1,100.0,0.2,0.47864979
1500.0,3,100.0,0.2,0.50388953
166.0,0.33,100.0,0.2,0.08966824
166.0,1,100.0,0.2,0.20052423
166.0,3,100.0,0.2,0.34295422
500.0,0.33,100.0,0.2,0.22801897
500.0,1,100.0,0.2,0.35731438
500.0,3,100.0,0.2,0.4623534
1500.0,0.33,100.0,0.3,0.44265364
1500.0,1,100.0,0.3,0.39583034
1500.0,3,100.0,0.3,0.41199224
166.0,0.33,100.0,0.3,0.09048008
166.0,1,100.0,0.3,0.18358652
166.0,3,100.0,0.3,0.32171829
500.0,0.33,100.0,0.3,0.22059564
500.0,1,100.0,0.3,0.31435469
500.0,3,100.0,0.3,0.42603716
1500.0,0.33,100.0,0.5,0.30631231
1500.0,1,100.0,0.5,0.30680005
1500.0,3,100.0,0.5,0.38696435
166.0,0.33,100.0,0.5,0.08417501
166.0,1,100.0,0.5,0.16855647
166.0,3,100.0,0.5,0.29502967
500.0,0.33,100.0,0.5,0.18202833
500.0,1,100.0,0.5,0.25937606
500.0,3,100.0,0.5,0.36962755
1500.0,0.33,100.0,0.75,0.22506524
1500.0,1,100.0,0.75,0.25745785
1500.0,3,100.0,0.75,0.32659026
166.0,0.33,100.0,0.75,0.07717495
166.0,1,100.0,0.75,0.15332075
166.0,3,100.0,0.75,0.27573758
500.0,0.33,100.0,0.75,0.14850651
500.0,1,100.0,0.75,0.21596299
500.0,3,100.0,0.75,0.34832134
1500.0,0.33,100.0,1.0,0.18279777
1500.0,1,100.0,1.0,0.21863423
1500.0,3,100.0,1.0,0.31367948
166.0,0.33,100.0,1.0,0.07221853
166.0,1,100.0,1.0,0.13974747
166.0,3,100.0,1.0,0.26662015
500.0,0.33,100.0,1.0,0.13188979
500.0,1,100.0,1.0,0.19913286
500.0,3,100.0,1.0,0.3047297
1500.0,0.33,100.0,1.25,0.15272328
1500.0,1,100.0,1.25,0.19440944
1500.0,3,100.0,1.25,0.27648112
166.0,0.33,100.0,1.25,0.06701134
166.0,1,100.0,1.25,0.13462541
166.0,3,100.0,1.25,0.2640528
500.0,0.33,100.0,1.25,0.11868458
500.0,1,100.0,1.25,0.18601284
500.0,3,100.0,1.25,0.313035
1500.0,0.33,100.0,1.5,0.13537497
1500.0,1,100.0,1.5,0.19202676
1500.0,3,100.0,1.5,0.32313206
166.0,0.33,100.0,1.5,0.06523656
166.0,1,100.0,1.5,0.12971415
166.0,3,100.0,1.5,0.25712138
500.0,0.33,100.0,1.5,0.10963056
500.0,1,100.0,1.5,0.17663698
500.0,3,100.0,1.5,0.30607542
1500.0,0.33,100.0,10.0,0.0655652
1500.0,1,100.0,10.0,0.13043402
1500.0,3,100.0,10.0,0.27391736
166.0,0.33,100.0,10.0,0.04391596
166.0,1,100.0,10.0,0.09773879
166.0,3,100.0,10.0,0.22024161
500.0,0.33,100.0,10.0,0.05778907
500.0,1,100.0,10.0,0.12574726
500.0,3,100.0,10.0,0.25198619
1500.0,0.33,100.0,15.0,0.06041584
1500.0,1,100.0,15.0,0.11923979
1500.0,3,100.0,15.0,0.22087146
166.0,0.33,100.0,15.0,0.04024682
166.0,1,100.0,15.0,0.09211416
166.0,3,100.0,15.0,0.21322744
500.0,0.33,100.0,15.0,0.05159081
500.0,1,100.0,15.0,0.11520708
500.0,3,100.0,15.0,0.2489829
1500.0,0.33,100.0,150.0,0.02891373
1500.0,1,100.0,150.0,0.06352578
1500.0,3,100.0,150.0,0.12712999
166.0,0.33,100.0,150.0,0.02248258
166.0,1,100.0,150.0,0.04615862
166.0,3,100.0,150.0,0.10684325
500.0,0.33,100.0,150.0,0.02677704
500.0,1,100.0,150.0,0.05958482
500.0,3,100.0,150.0,0.13138284
1500.0,0.33,100.0,3.0,0.09707592
1500.0,1,100.0,3.0,0.16777912
1500.0,3,100.0,3.0,0.28523788
166.0,0.33,100.0,3.0,0.05539716
166.0,1,100.0,3.0,0.1132489
166.0,3,100.0,3.0,0.23707237
500.0,0.33,100.0,3.0,0.08081506
500.0,1,100.0,3.0,0.14818888
500.0,3,100.0,3.0,0.30199425
1500.0,0.33,100.0,30.0,0.04767157
1500.0,1,100.0,30.0,0.10919188
1500.0,3,100.0,30.0,0.22797826
166.0,0.33,100.0,30.0,0.03598196
166.0,1,100.0,30.0,0.08071138
166.0,3,100.0,30.0,0.1889908
500.0,0.33,100.0,30.0,0.04457274
500.0,1,100.0,30.0,0.1008578
500.0,3,100.0,30.0,0.22681557
1500.0,0.33,100.0,50.0,0.04543953
1500.0,1,100.0,50.0,0.09702366
1500.0,3,100.0,50.0,0.20708231
166.0,0.33,100.0,50.0,0.03207402
166.0,1,100.0,50.0,0.07145487
166.0,3,100.0,50.0,0.16878275
500.0,0.33,100.0,50.0,0.03923723
500.0,1,100.0,50.0,0.08928363
500.0,3,100.0,50.0,0.19784894
1500.0,0.33,12.5,0.1,0.44873575
1500.0,1,12.5,0.1,0.65764616
1500.0,3,12.5,0.1,0.20673792
166.0,0.33,12.5,0.1,0.08991665
166.0,1,12.5,0.1,0.22087747
166.0,3,12.5,0.1,0.2019137
500.0,0.33,12.5,0.1,0.2227141
500.0,1,12.5,0.1,0.44054497
500.0,3,12.5,0.1,0.22931134
1500.0,0.33,12.5,0.2,0.44072502
1500.0,1,12.5,0.2,0.17591204
1500.0,3,12.5,0.2,0.10925549
166.0,0.33,12.5,0.2,0.089878
166.0,1,12.5,0.2,0.11855223
166.0,3,12.5,0.2,0.13854703
500.0,0.33,12.5,0.2,0.22247037
500.0,1,12.5,0.2,0.156206
500.0,3,12.5,0.2,0.13435563
1500.0,0.33,12.5,0.3,0.43919826
1500.0,1,12.5,0.3,0.10969529
1500.0,3,12.5,0.3,0.09004367
166.0,0.33,12.5,0.3,0.09204572
166.0,1,12.5,0.3,0.08713242
166.0,3,12.5,0.3,0.11164578
500.0,0.33,12.5,0.3,0.22669427
500.0,1,12.5,0.3,0.10151058
500.0,3,12.5,0.3,0.1081877
1500.0,0.33,12.5,0.5,0.09983274
1500.0,1,12.5,0.5,0.06545831
1500.0,3,12.5,0.5,0.0886347
166.0,0.33,12.5,0.5,0.05533421
166.0,1,12.5,0.5,0.06225718
166.0,3,12.5,0.5,0.0892837
500.0,0.33,12.5,0.5,0.08024344
500.0,1,12.5,0.5,0.069791
500.0,3,12.5,0.5,0.0989449
1500.0,0.33,12.5,0.75,0.05605077
1500.0,1,12.5,0.75,0.05143658
1500.0,3,12.5,0.75,0.06791597
166.0,0.33,12.5,0.75,0.04070748
166.0,1,12.5,0.75,0.04973677
166.0,3,12.5,0.75,0.07738242
500.0,0.33,12.5,0.75,0.05134301
500.0,1,12.5,0.75,0.05259712
500.0,3,12.5,0.75,0.07549432
1500.0,0.33,12.5,1.0,0.04333518
1500.0,1,12.5,1.0,0.04238622
1500.0,3,12.5,1.0,0.0625199
166.0,0.33,12.5,1.0,0.03310254
166.0,1,12.5,1.0,0.04318127
166.0,3,12.5,1.0,0.07432845
500.0,0.33,12.5,1.0,0.03932729
500.0,1,12.5,1.0,0.04696743
500.0,3,12.5,1.0,0.07148689
1500.0,0.33,12.5,1.25,0.03394724
1500.0,1,12.5,1.25,0.04431073
1500.0,3,12.5,1.25,0.05417001
166.0,0.33,12.5,1.25,0.02922742
166.0,1,12.5,1.25,0.03896882
166.0,3,12.5,1.25,0.0685678
500.0,0.33,12.5,1.25,0.03313333
500.0,1,12.5,1.25,0.04036303
500.0,3,12.5,1.25,0.07245498
1500.0,0.33,12.5,1.5,0.03049362
1500.0,1,12.5,1.5,0.03568224
1500.0,3,12.5,1.5,0.05768806
166.0,0.33,12.5,1.5,0.02673508
166.0,1,12.5,1.5,0.03675022
166.0,3,12.5,1.5,0.06598307
500.0,0.33,12.5,1.5,0.02903707
500.0,1,12.5,1.5,0.03781364
500.0,3,12.5,1.5,0.06477775
1500.0,0.33,12.5,10.0,0.01553423
1500.0,1,12.5,10.0,0.01980907
1500.0,3,12.5,10.0,0.04064177
166.0,0.33,12.5,10.0,0.01466928
166.0,1,12.5,10.0,0.02092993
166.0,3,12.5,10.0,0.0420861
500.0,0.33,12.5,10.0,0.0149506
500.0,1,12.5,10.0,0.02206605
500.0,3,12.5,10.0,0.04168062
1500.0,0.33,12.5,15.0,0.0121732
1500.0,1,12.5,15.0,0.01985703
1500.0,3,12.5,15.0,0.02274321
166.0,0.33,12.5,15.0,0.01338605
166.0,1,12.5,15.0,0.01906115
166.0,3,12.5,15.0,0.03476197
500.0,0.33,12.5,15.0,0.01420813
500.0,1,12.5,15.0,0.01910887
500.0,3,12.5,15.0,0.03445813
1500.0,0.33,12.5,150.0,0.01059712
1500.0,1,12.5,150.0,0.0089672
1500.0,3,12.5,150.0,0.00948943
166.0,0.33,12.5,150.0,0.01014847
166.0,1,12.5,150.0,0.01112399
166.0,3,12.5,150.0,0.01328425
500.0,0.33,12.5,150.0,0.00991479
500.0,1,12.5,150.0,0.01076464
500.0,3,12.5,150.0,0.01521913
1500.0,0.33,12.5,3.0,0.02040491
1500.0,1,12.5,3.0,0.02733906
1500.0,3,12.5,3.0,0.04867273
166.0,0.33,12.5,3.0,0.02028869
166.0,1,12.5,3.0,0.02926715
166.0,3,12.5,3.0,0.05755608
500.0,0.33,12.5,3.0,0.0208499
500.0,1,12.5,3.0,0.02945591
500.0,3,12.5,3.0,0.05973195
1500.0,0.33,12.5,30.0,0.01215079
1500.0,1,12.5,30.0,0.01677955
1500.0,3,12.5,30.0,0.02514761
166.0,0.33,12.5,30.0,0.01173513
166.0,1,12.5,30.0,0.01482146
166.0,3,12.5,30.0,0.02304769
500.0,0.33,12.5,30.0,0.0121394
500.0,1,12.5,30.0,0.01526097
500.0,3,12.5,30.0,0.02338503
1500.0,0.33,12.5,50.0,0.01077027
1500.0,1,12.5,50.0,0.01572679
1500.0,3,12.5,50.0,0.03092817
166.0,0.33,12.5,50.0,0.01121052
166.0,1,12.5,50.0,0.01344603
166.0,3,12.5,50.0,0.01906647
500.0,0.33,12.5,50.0,0.01131273
500.0,1,12.5,50.0,0.01287754
500.0,3,12.5,50.0,0.02247327
1500.0,0.33,15.0,0.1,0.4433878
1500.0,1,15.0,0.1,0.65775417
1500.0,3,15.0,0.1,0.24266107
166.0,0.33,15.0,0.1,0.09084654
166.0,1,15.0,0.1,0.22416344
166.0,3,15.0,0.1,0.22718037
500.0,0.33,15.0,0.1,0.21888072
500.0,1,15.0,0.1,0.44268528
500.0,3,15.0,0.1,0.26083157
1500.0,0.33,15.0,0.2,0.43940952
1500.0,1,15.0,0.2,0.18597939
1500.0,3,15.0,0.2,0.14611123
166.0,0.33,15.0,0.2,0.09032887
166.0,1,15.0,0.2,0.12661893
166.0,3,15.0,0.2,0.15469419
500.0,0.33,15.0,0.2,0.22472958
500.0,1,15.0,0.2,0.16743675
500.0,3,15.0,0.2,0.17145086
1500.0,0.33,15.0,0.3,0.44473238
1500.0,1,15.0,0.3,0.12126363
1500.0,3,15.0,0.3,0.12721525
166.0,0.33,15.0,0.3,0.09025098
166.0,1,15.0,0.3,0.09272686
166.0,3,15.0,0.3,0.12805028
500.0,0.33,15.0,0.3,0.22153898
500.0,1,15.0,0.3,0.11613982
500.0,3,15.0,0.3,0.12638763
1500.0,0.33,15.0,0.5,0.10808377
1500.0,1,15.0,0.5,0.0812944
1500.0,3,15.0,0.5,0.09794029
166.0,0.33,15.0,0.5,0.05937397
166.0,1,15.0,0.5,0.06931606
166.0,3,15.0,0.5,0.10374005
500.0,0.33,15.0,0.5,0.09116647
500.0,1,15.0,0.5,0.0768236
500.0,3,15.0,0.5,0.10978776
1500.0,0.33,15.0,0.75,0.06173102
1500.0,1,15.0,0.75,0.060438
1500.0,3,15.0,0.75,0.05695459
166.0,0.33,15.0,0.75,0.04320073
166.0,1,15.0,0.75,0.05542825
166.0,3,15.0,0.75,0.08910476
500.0,0.33,15.0,0.75,0.05733116
500.0,1,15.0,0.75,0.05996167
500.0,3,15.0,0.75,0.08945731
1500.0,0.33,15.0,1.0,0.04759432
1500.0,1,15.0,1.0,0.06148695
1500.0,3,15.0,1.0,0.07445261
166.0,0.33,15.0,1.0,0.03730763
166.0,1,15.0,1.0,0.04895193
166.0,3,15.0,1.0,0.08403388
500.0,0.33,15.0,1.0,0.04419089
500.0,1,15.0,1.0,0.0542552
500.0,3,15.0,1.0,0.08824181
1500.0,0.33,15.0,1.25,0.03981052
1500.0,1,15.0,1.25,0.05548432
1500.0,3,15.0,1.25,0.07492238
166.0,0.33,15.0,1.25,0.03225028
166.0,1,15.0,1.25,0.04449961
166.0,3,15.0,1.25,0.07773562
500.0,0.33,15.0,1.25,0.03713976
500.0,1,15.0,1.25,0.05061137
500.0,3,15.0,1.25,0.07539381
1500.0,0.33,15.0,1.5,0.03400594
1500.0,1,15.0,1.5,0.04277983
1500.0,3,15.0,1.5,0.06073837
166.0,0.33,15.0,1.5,0.02939171
166.0,1,15.0,1.5,0.04259745
166.0,3,15.0,1.5,0.07640047
500.0,0.33,15.0,1.5,0.03327379
500.0,1,15.0,1.5,0.04538407
500.0,3,15.0,1.5,0.07572034
1500.0,0.33,15.0,10.0,0.01528477
1500.0,1,15.0,10.0,0.02311249
1500.0,3,15.0,10.0,0.04973437
166.0,0.33,15.0,10.0,0.01579595
166.0,1,15.0,10.0,0.02458819
166.0,3,15.0,10.0,0.04733314
500.0,0.33,15.0,10.0,0.01595466
500.0,1,15.0,10.0,0.02576129
500.0,3,15.0,10.0,0.0427921
1500.0,0.33,15.0,15.0,0.01524132
1500.0,1,15.0,15.0,0.02153299
1500.0,3,15.0,15.0,0.04065496
166.0,0.33,15.0,15.0,0.01454966
166.0,1,15.0,15.0,0.02151714
166.0,3,15.0,15.0,0.04116491
500.0,0.33,15.0,15.0,0.01456421
500.0,1,15.0,15.0,0.02422906
500.0,3,15.0,15.0,0.03770227
1500.0,0.33,15.0,150.0,0.00984378
1500.0,1,15.0,150.0,0.01217397
1500.0,3,15.0,150.0,0.01186796
166.0,0.33,15.0,150.0,0.01037071
166.0,1,15.0,150.0,0.0113641
166.0,3,15.0,150.0,0.01454605
500.0,0.33,15.0,150.0,0.01058758
500.0,1,15.0,150.0,0.01166326
500.0,3,15.0,150.0,0.01766059
1500.0,0.33,15.0,3.0,0.02425627
1500.0,1,15.0,3.0,0.03498391
1500.0,3,15.0,3.0,0.05155323
166.0,0.33,15.0,3.0,0.02203322
166.0,1,15.0,3.0,0.03372713
166.0,3,15.0,3.0,0.0666175
500.0,0.33,15.0,3.0,0.0234261
500.0,1,15.0,3.0,0.03673531
500.0,3,15.0,3.0,0.06197314
1500.0,0.33,15.0,30.0,0.01415508
1500.0,1,15.0,30.0,0.01951185
1500.0,3,15.0,30.0,0.02237006
166.0,0.33,15.0,30.0,0.01253124
166.0,1,15.0,30.0,0.01743475
166.0,3,15.0,30.0,0.03051941
500.0,0.33,15.0,30.0,0.01319915
500.0,1,15.0,30.0,0.01695276
500.0,3,15.0,30.0,0.02729653
1500.0,0.33,15.0,50.0,0.01271623
1500.0,1,15.0,50.0,0.01367484
1500.0,3,15.0,50.0,0.02372166
166.0,0.33,15.0,50.0,0.01157069
166.0,1,15.0,50.0,0.01495688
166.0,3,15.0,50.0,0.02378002
500.0,0.33,15.0,50.0,0.01196482
500.0,1,15.0,50.0,0.01533698
500.0,3,15.0,50.0,0.02756982
1500.0,0.33,150.0,0.1,0.44971903
1500.0,1,150.0,0.1,0.67216187
1500.0,3,150.0,0.1,0.67678367
166.0,0.33,150.0,0.1,0.09005875
166.0,1,150.0,0.1,0.22169214
166.0,3,150.0,0.1,0.40419912
500.0,0.33,150.0,0.1,0.22513906
500.0,1,150.0,0.1,0.4424379
500.0,3,150.0,0.1,0.58666215
1500.0,0.33,150.0,0.2,0.44972762
1500.0,1,150.0,0.2,0.54382336
1500.0,3,150.0,0.2,0.57662016
166.0,0.33,150.0,0.2,0.09140036
166.0,1,150.0,0.2,0.20918363
166.0,3,150.0,0.2,0.37591387
500.0,0.33,150.0,0.2,0.2225921
500.0,1,150.0,0.2,0.38884271
500.0,3,150.0,0.2,0.51992054
1500.0,0.33,150.0,0.3,0.4448735
1500.0,1,150.0,0.3,0.46980474
1500.0,3,150.0,0.3,0.50208565
166.0,0.33,150.0,0.3,0.08976316
166.0,1,150.0,0.3,0.19450017
166.0,3,150.0,0.3,0.35356066
500.0,0.33,150.0,0.3,0.22252074
500.0,1,150.0,0.3,0.34163994
500.0,3,150.0,0.3,0.48799724
1500.0,0.33,150.0,0.5,0.33858279
1500.0,1,150.0,0.5,0.38862537
1500.0,3,150.0,0.5,0.46910094
166.0,0.33,150.0,0.5,0.08617404
166.0,1,150.0,0.5,0.1816239
166.0,3,150.0,0.5,0.33417952
500.0,0.33,150.0,0.5,0.19270476
500.0,1,150.0,0.5,0.29725328
500.0,3,150.0,0.5,0.42814098
1500.0,0.33,150.0,0.75,0.26913734
1500.0,1,150.0,0.75,0.31215455
1500.0,3,150.0,0.75,0.42365489
166.0,0.33,150.0,0.75,0.07975924
166.0,1,150.0,0.75,0.17017738
166.0,3,150.0,0.75,0.31670013
500.0,0.33,150.0,0.75,0.16604714
500.0,1,150.0,0.75,0.26371939
500.0,3,150.0,0.75,0.40697502
1500.0,0.33,150.0,1.0,0.22171842
1500.0,1,150.0,1.0,0.28874846
1500.0,3,150.0,1.0,0.38008108
166.0,0.33,150.0,1.0,0.07764918
166.0,1,150.0,1.0,0.1603403
166.0,3,150.0,1.0,0.30747084
500.0,0.33,150.0,1.0,0.15134952
500.0,1,150.0,1.0,0.24030504
500.0,3,150.0,1.0,0.38896614
1500.0,0.33,150.0,1.25,0.19896108
1500.0,1,150.0,1.25,0.26787757
1500.0,3,150.0,1.25,0.38815475
166.0,0.33,150.0,1.25,0.07425006
166.0,1,150.0,1.25,0.15567048
166.0,3,150.0,1.25,0.30220528
500.0,0.33,150.0,1.25,0.14110229
500.0,1,150.0,1.25,0.22994251
500.0,3,150.0,1.25,0.37934055
1500.0,0.33,150.0,1.5,0.18028534
1500.0,1,150.0,1.5,0.25687653
1500.0,3,150.0,1.5,0.37872662
166.0,0.33,150.0,1.5,0.07238396
166.0,1,150.0,1.5,0.15310399
166.0,3,150.0,1.5,0.29877565
500.0,0.33,150.0,1.5,0.13266635
500.0,1,150.0,1.5,0.219097
500.0,3,150.0,1.5,0.3734729
1500.0,0.33,150.0,10.0,0.08668377
1500.0,1,150.0,10.0,0.17595758
1500.0,3,150.0,10.0,0.31475947
166.0,0.33,150.0,10.0,0.0518405
166.0,1,150.0,10.0,0.11865341
166.0,3,150.0,10.0,0.2677252
500.0,0.33,150.0,10.0,0.07567991
500.0,1,150.0,10.0,0.16409943
500.0,3,150.0,10.0,0.32347986
1500.0,0.33,150.0,15.0,0.07961851
1500.0,1,150.0,15.0,0.17137288
1500.0,3,150.0,15.0,0.33243618
166.0,0.33,150.0,15.0,0.04956158
166.0,1,150.0,15.0,0.1160511
166.0,3,150.0,15.0,0.26401204
500.0,0.33,150.0,15.0,0.06921104
500.0,1,150.0,15.0,0.15548144
500.0,3,150.0,15.0,0.3153536
1500.0,0.33,150.0,150.0,0.0464812
1500.0,1,150.0,150.0,0.10697927
1500.0,3,150.0,150.0,0.22970892
166.0,0.33,150.0,150.0,0.02966948
166.0,1,150.0,150.0,0.06589846
166.0,3,150.0,150.0,0.16326327
500.0,0.33,150.0,150.0,0.03879942
500.0,1,150.0,150.0,0.08778925
500.0,3,150.0,150.0,0.19356802
1500.0,0.33,150.0,3.0,0.13108925
1500.0,1,150.0,3.0,0.1995238
1500.0,3,150.0,3.0,0.34784245
166.0,0.33,150.0,3.0,0.06392821
166.0,1,150.0,3.0,0.13383361
166.0,3,150.0,3.0,0.28037865
500.0,0.33,150.0,3.0,0.10264286
500.0,1,150.0,3.0,0.19114769
500.0,3,150.0,3.0,0.35327302
1500.0,0.33,150.0,30.0,0.0669594
1500.0,1,150.0,30.0,0.15609012
1500.0,3,150.0,30.0,0.30235165
166.0,0.33,150.0,30.0,0.04455319
166.0,1,150.0,30.0,0.10486002
166.0,3,150.0,30.0,0.23156576
500.0,0.33,150.0,30.0,0.06156321
500.0,1,150.0,30.0,0.14102512
500.0,3,150.0,30.0,0.30450909
1500.0,0.33,150.0,50.0,0.06179318
1500.0,1,150.0,50.0,0.139145
1500.0,3,150.0,50.0,0.28806803
166.0,0.33,150.0,50.0,0.04058153
166.0,1,150.0,50.0,0.09466813
166.0,3,150.0,50.0,0.22448672
500.0,0.33,150.0,50.0,0.05591624
500.0,1,150.0,50.0,0.12845774
500.0,3,150.0,50.0,0.28080819
1500.0,0.33,1500.0,0.1,0.45369435
1500.0,1,1500.0,0.1,0.6682242
1500.0,3,1500.0,0.1,0.79246965
166.0,0.33,1500.0,0.1,0.08984705
166.0,1,1500.0,0.1,0.22596975
166.0,3,1500.0,0.1,0.43501004
500.0,0.33,1500.0,0.1,0.22333692
