life,velocity,clife,cof,isoscore
500.0,1,228.57,11.43,1.1486700143270796
1500.0,1,228.57,12.7,1.1038686556917725
2500.0,1,228.57,12.7,1.0759583040166296
3500.0,1,228.57,12.7,1.0776853066921595
4500.0,1,228.57,12.7,1.0638642520184263
500.0,1,228.57,12.7,1.1559062095266983
1500.0,1,228.57,152.38,1.0586569943647384
2500.0,1,228.57,152.38,1.0597142843034006
3500.0,1,228.57,152.38,1.033197055155466
4500.0,1,228.57,152.38,1.0142654156159028
500.0,1,228.57,152.38,1.0915558943369934
1500.0,1,228.57,228.57,1.0441589308709671
2500.0,1,228.57,228.57,1.0390313214332147
3500.0,1,228.57,228.57,1.0253697477795605
4500.0,1,228.57,228.57,1.0377138587874606
500.0,1,228.57,228.57,1.0815683701658576
1500.0,1,228.57,24.49,1.0834260084558613
2500.0,1,228.57,24.49,1.061696219999093
3500.0,1,228.57,24.49,1.0557622538433589
4500.0,1,228.57,24.49,1.034127609216526
500.0,1,228.57,24.49,1.14691780073459
1500.0,1,228.57,25.4,1.0889625974362707
2500.0,1,228.57,25.4,1.0824894336124633
3500.0,1,228.57,25.4,1.0599197164595966
4500.0,1,228.57,25.4,1.066004606759261
500.0,1,228.57,25.4,1.1370857070653504
1500.0,1,228.57,342.86,1.0407519584539182
2500.0,1,228.57,342.86,1.0243976090514346
3500.0,1,228.57,342.86,1.0206460593124682
4500.0,1,228.57,342.86,1.0405667317806597
500.0,1,228.57,342.86,1.052535502239023
1500.0,1,228.57,57.14,1.0873133666730734
2500.0,1,228.57,57.14,1.0554215128381468
3500.0,1,228.57,57.14,1.066091721412162
4500.0,1,228.57,57.14,1.029373767940686
500.0,1,228.57,57.14,1.115199849644361
1500.0,1,228.57,97.96,1.0631889572755355
2500.0,1,228.57,97.96,1.044508775006006
3500.0,1,228.57,97.96,1.0451020707317575
4500.0,1,228.57,97.96,1.0374897095046736
500.0,1,228.57,97.96,1.103857724904811
1500.0,1,2285.71,114.29,1.2547516555866307
2500.0,1,2285.71,114.29,1.2329886871346596
3500.0,1,2285.71,114.29,1.1714483229509003
4500.0,1,2285.71,114.29,1.2217544946651282
500.0,1,2285.71,114.29,1.2913258973754524
1500.0,1,2285.71,126.98,1.2500374466551762
2500.0,1,2285.71,126.98,1.2233875674016819
3500.0,1,2285.71,126.98,1.218461397744175
4500.0,1,2285.71,126.98,1.2001431855101612
500.0,1,2285.71,126.98,1.3007187244368006
1500.0,1,2285.71,1523.81,1.1632985557974103
2500.0,1,2285.71,1523.81,1.1266054506217762
3500.0,1,2285.71,1523.81,1.1512555987797028
4500.0,1,2285.71,1523.81,1.1277387451319274
500.0,1,2285.71,1523.81,1.1710432704158749
2500.0,1,2285.71,2285.71,1.1362264025439865
3500.0,1,2285.71,2285.71,1.1257618610263178
4500.0,1,2285.71,2285.71,1.125968132055962
500.0,1,2285.71,2285.71,1.1569960807475788
1500.0,1,2285.71,244.9,1.264460331901352
2500.0,1,2285.71,244.9,1.2497820549486802
3500.0,1,2285.71,244.9,1.1814405413802413
4500.0,1,2285.71,244.9,1.193908466796871
1500.0,1,2285.71,253.97,1.259114574228708
2500.0,1,2285.71,253.97,1.2164263038356915
4500.0,1,2285.71,253.97,1.1596321679398012
500.0,1,2285.71,253.97,1.2851522578844223
1500.0,1,2285.71,3428.57,1.0942588134099387
2500.0,1,2285.71,3428.57,1.0978648502588124
3500.0,1,2285.71,3428.57,1.0856801519193375
4500.0,1,2285.71,3428.57,1.0775177918391372
500.0,1,2285.71,3428.57,1.1113998494964616
1500.0,1,2285.71,571.43,1.229491261741637
2500.0,1,2285.71,571.43,1.1784446467916705
3500.0,1,2285.71,571.43,1.1672686647337236
4500.0,1,2285.71,571.43,1.1506730486108943
500.0,1,2285.71,571.43,1.252780215103703
1500.0,1,2285.71,979.59,1.195808141307509
2500.0,1,2285.71,979.59,1.1753516554977845
3500.0,1,2285.71,979.59,1.1568558465378866
4500.0,1,2285.71,979.59,1.1381998680175438
500.0,1,2285.71,979.59,1.202429944178904
1500.0,1,342.86,146.94,1.088317263527451
2500.0,1,342.86,146.94,1.0702540653714545
3500.0,1,342.86,146.94,1.0829014927660585
4500.0,1,342.86,146.94,1.0467020885410807
500.0,1,342.86,146.94,1.1215151617764305
1500.0,1,342.86,228.57,1.087042482511265
2500.0,1,342.86,228.57,1.0642466939466444
3500.0,1,342.86,228.57,1.0506733078885002
4500.0,1,342.86,228.57,1.0406107557708084
500.0,1,342.86,228.57,1.10401389982336
1500.0,1,342.86,342.86,1.0684710186697852
2500.0,1,342.86,342.86,1.0563087137111944
3500.0,1,342.86,342.86,1.0515393915749718
4500.0,1,342.86,342.86,1.0328061178293657
500.0,1,342.86,342.86,1.0873963954538428
1500.0,1,342.86,38.09,1.1161228444035103
2500.0,1,342.86,38.09,1.1084343021336391
3500.0,1,342.86,38.09,1.0717300044066536
4500.0,1,342.86,38.09,1.0751849909402464
500.0,1,342.86,38.09,1.1672960052718009
1500.0,1,342.86,38.1,1.1063592017801556
2500.0,1,342.86,38.1,1.1057745498347697
3500.0,1,342.86,38.1,1.0936303044069913
4500.0,1,342.86,38.1,1.0574804311887531
500.0,1,342.86,38.1,1.1603789250655547
1500.0,1,342.86,85.72,1.10358155398477
2500.0,1,342.86,85.72,1.0860573269085294
3500.0,1,342.86,85.72,1.0766319291625703
4500.0,1,342.86,85.72,1.0379847904129214
500.0,1,342.86,85.72,1.1413853188058256
1500.0,1,3428.57,1469.39,1.1882927910805008
2500.0,1,3428.57,1469.39,1.1719689209633521
3500.0,1,3428.57,1469.39,1.1843268474810025
4500.0,1,3428.57,1469.39,1.1574699403833937
500.0,1,3428.57,1469.39,1.2108179016743998
1500.0,1,3428.57,2285.71,1.1951132300770666
2500.0,1,3428.57,2285.71,1.2033830075837808
3500.0,1,3428.57,2285.71,1.1824657572728046
4500.0,1,3428.57,2285.71,1.1599006897067325
500.0,1,3428.57,2285.71,1.1979459734839029
1500.0,1,3428.57,3428.57,1.1483857822076964
2500.0,1,3428.57,3428.57,1.1609501758368452
3500.0,1,3428.57,3428.57,1.1239530136255278
4500.0,1,3428.57,3428.57,1.1272523072638527
500.0,1,3428.57,3428.57,1.1627643900753657
1500.0,1,3428.57,380.95,1.2717849293761458
2500.0,1,3428.57,380.95,1.285808078337283
3500.0,1,3428.57,380.95,1.2389768980483924
4500.0,1,3428.57,380.95,1.2277469885006342
500.0,1,3428.57,380.95,1.3010317727804113
1500.0,1,3428.57,857.14,1.2565837720001964
2500.0,1,3428.57,857.14,1.2403771544800772
3500.0,1,3428.57,857.14,1.1747813538511147
4500.0,1,3428.57,857.14,1.1784737153561657
500.0,1,3428.57,857.14,1.2461283322172305
1500.0,1,57.14,14.28,1.0326791587719257
2500.0,1,57.14,14.28,1.0233922356531078
3500.0,1,57.14,14.28,1.0076729479683373
4500.0,1,57.14,14.28,1.0160311048821942
500.0,1,57.14,14.28,1.054338846008717
1500.0,1,57.14,2.86,1.0513874256960272
2500.0,1,57.14,2.86,1.0407500397060845
3500.0,1,57.14,2.86,1.0200683974189813
4500.0,1,57.14,2.86,1.0184602550734272
500.0,1,57.14,2.86,1.0762525692432385
5500.0,1,57.14,2.86,1.0049327166610893
1500.0,1,57.14,228.57,1.014432635082156
2500.0,1,57.14,228.57,1.008921624822391
3500.0,1,57.14,228.57,1.016503411866298
4500.0,1,57.14,228.57,0.9889572182306077
500.0,1,57.14,228.57,1.0121374942146415
1500.0,1,57.14,24.49,1.030978928205042
2500.0,1,57.14,24.49,1.03097254198273
3500.0,1,57.14,24.49,1.0142397715555789
4500.0,1,57.14,24.49,1.0217295599123917
500.0,1,57.14,24.49,1.0429788572499674
1500.0,1,57.14,38.09,1.0097829742447322
2500.0,1,57.14,38.09,1.0179838826365821
3500.0,1,57.14,38.09,0.989689650857669
4500.0,1,57.14,38.09,0.9994137186272241
500.0,1,57.14,38.09,1.035353867714112
1500.0,1,57.14,38.1,1.02887880159339
2500.0,1,57.14,38.1,1.020946109240127
3500.0,1,57.14,38.1,1.014257382176358
4500.0,1,57.14,38.1,1.0064451509220531
500.0,1,57.14,38.1,1.0439316099653184
1500.0,1,57.14,489.8,0.9889216930180428
2500.0,1,57.14,489.8,1.006814453293561
3500.0,1,57.14,489.8,1.0065325998131578
4500.0,1,57.14,489.8,1.0234488689486818
500.0,1,57.14,489.8,1.0105430850927932
1500.0,1,57.14,57.14,1.0054679237128679
2500.0,1,57.14,57.14,1.0181575295871566
3500.0,1,57.14,57.14,1.013015754032037
4500.0,1,57.14,57.14,1.00829171736647
500.0,1,57.14,57.14,1.0374211309995127
1500.0,1,57.14,6.35,1.0322447789159253
2500.0,1,57.14,6.35,1.0406977144081744
3500.0,1,57.14,6.35,1.0337975243683957
4500.0,1,57.14,6.35,1.0318093612797727
500.0,1,57.14,6.35,1.0613838465511727
5500.0,1,57.14,6.35,0.980899113146525
1500.0,1,57.14,85.72,1.0150277513734725
2500.0,1,57.14,85.72,0.9981656206530555
3500.0,1,57.14,85.72,1.0087995239082095
4500.0,1,57.14,85.72,1.0134830264533758
500.0,1,57.14,85.72,1.021069810454935
1500.0,1,57.14,9.8,1.0218950956199422
2500.0,1,57.14,9.8,1.0253491408463922
3500.0,1,57.14,9.8,1.0259081652594662
4500.0,1,57.14,9.8,1.023696492504844
500.0,1,57.14,9.8,1.060829696622717
5500.0,1,57.14,9.8,1.0082158936977943
1500.0,1,571.43,142.86,1.1398468615454098
2500.0,1,571.43,142.86,1.122778209198289
3500.0,1,571.43,142.86,1.0979406124360929
4500.0,1,571.43,142.86,1.0699008702045205
500.0,1,571.43,142.86,1.1791397691152306
1500.0,1,571.43,146.94,1.1205987912600424
2500.0,1,571.43,146.94,1.1203622887362965
3500.0,1,571.43,146.94,1.1032638831105914
4500.0,1,571.43,146.94,1.0848696239670064
500.0,1,571.43,146.94,1.1757871812419338
1500.0,1,571.43,2285.71,1.034626258029436
2500.0,1,571.43,2285.71,1.0262484747971257
3500.0,1,571.43,2285.71,1.0208364107663361
4500.0,1,571.43,2285.71,1.0149050435381264
500.0,1,571.43,2285.71,1.0363895430683514
1500.0,1,571.43,244.9,1.107543869028166
2500.0,1,571.43,244.9,1.0900850002270723
3500.0,1,571.43,244.9,1.1043827500931853
4500.0,1,571.43,244.9,1.077240414758913
500.0,1,571.43,244.9,1.1540117373599317
1500.0,1,571.43,28.57,1.1702792598239096
2500.0,1,571.43,28.57,1.152860227550495
3500.0,1,571.43,28.57,1.1109860203505524
4500.0,1,571.43,28.57,1.102208951273452
500.0,1,571.43,28.57,1.2137406219803613
1500.0,1,571.43,380.95,1.0828291135253278
2500.0,1,571.43,380.95,1.0737185202155466
3500.0,1,571.43,380.95,1.0693525481281905
4500.0,1,571.43,380.95,1.0526819154944285
500.0,1,571.43,380.95,1.1401847193415435
1500.0,1,571.43,4897.96,1.021627723428761
2500.0,1,571.43,4897.96,1.0477919452035604
3500.0,1,571.43,4897.96,1.0266255423177593
4500.0,1,571.43,4897.96,1.0187539691011216
500.0,1,571.43,4897.96,1.0241965608654178
1500.0,1,571.43,571.43,1.087972336102931
2500.0,1,571.43,571.43,1.0490762962602944
3500.0,1,571.43,571.43,1.0615879964498482
4500.0,1,571.43,571.43,1.0242634842796323
500.0,1,571.43,571.43,1.0982799413489683
1500.0,1,571.43,63.49,1.1493220124933183
2500.0,1,571.43,63.49,1.1268324587938636
3500.0,1,571.43,63.49,1.089725352700596
4500.0,1,571.43,63.49,1.106995459781853
500.0,1,571.43,63.49,1.20512871131513
1500.0,1,571.43,857.14,1.054362319715259
2500.0,1,571.43,857.14,1.065710079256996
3500.0,1,571.43,857.14,1.066755242590518
4500.0,1,571.43,857.14,1.041973914645226
500.0,1,571.43,857.14,1.0795234609358142
1500.0,1,571.43,97.96,1.1448016440429345
2500.0,1,571.43,97.96,1.1188630203878442
3500.0,1,571.43,97.96,1.1082804021773973
4500.0,1,571.43,97.96,1.0888585097802967
500.0,1,571.43,97.96,1.183354834136534
