life,vel,clife,cof,loopmean,loopstd
500.0,1,150.0,50000.0,1022.0468313703705,1033.0364755810222
1500.0,1,15.0,0.3,2937.7372294074075,3248.9764792229944
500.0,1,15.0,15.0,968.464663148148,977.733773435026
1500.0,1,1.0,15.0,2978.477178203704,2854.89433317132
1500.0,3,150000.0,15000.0,950.7453404814814,2300.9172068395724
500.0,3,0.15,0.3,3166.5461973703705,3157.265915485332
500.0,3,1500.0,15000.0,2707.355593462963,2773.477413498943
1500.0,3,100.0,0.3,7886.01666224074,8039.545331746066
1500.0,1,3000.0,30.0,1211.433731148148,1977.3825699797944
1500.0,1,100.0,1.0,2669.5918152407407,2903.177688820579
1500.0,1,150000.0,100.0,304.66982772222224,237.29005430202412
500.0,1,1000.0,30.0,487.7811977777778,574.1799573914038
500.0,1,0.3,1000.0,977.909886962963,954.6645968561362
1500.0,3,300.0,0.5,6760.720459796296,7692.845172813564
500.0,1,1.0,50.0,1000.1817546851852,1003.2944721041828
1500.0,1,10.0,0.15,2902.2756840925927,3036.381583864215
500.0,1,150000.0,50.0,250.9180187037037,107.736355968462
500.0,1,15.0,15000.0,996.1627710185184,996.7797339335197
1500.0,3,5000.0,1.5,2227.2165666296296,4563.022570064215
1500.0,1,50000.0,15000.0,969.3248247407408,1360.1717781189063
500.0,3,150.0,50000.0,3050.234932796296,3184.718654595741
500.0,3,15000.0,5.0,364.93345596296297,513.6300495391864
500.0,3,1000.0,1.5,1110.1224817962964,1818.059562545405
1500.0,3,300.0,1500.0,8540.76922948148,7913.761269309014
1500.0,1,150000.0,500.0,316.5727859074074,357.9243709271987
1500.0,3,1000.0,30.0,5368.42493724074,7030.375129558259
1500.0,3,0.15,150.0,8484.87325037037,7677.55596477765
500.0,3,3000.0,30.0,709.440100037037,1224.271928660697
500.0,3,1.0,1.5,2936.535729203704,2829.14289691024
1500.0,3,0.15,30.0,8307.395841296297,7507.584563192742
500.0,1,300.0,0.3,465.77645516666666,559.106106594817
500.0,3,300.0,1.0,1710.8502943333333,2377.1728110226927
500.0,1,100.0,0.5,722.6710300185185,861.8574954971302
500.0,3,15.0,300.0,3000.73312375926,2998.955172445854
500.0,1,50.0,0.5,842.9097757962963,916.3035645780212
1500.0,1,0.5,0.15,2988.416531092593,2907.654696055453
1500.0,1,15000.0,5.0,490.18947727777777,860.404717783958
500.0,3,5000.0,1000.0,913.2405241296296,1362.7528452876834
500.0,1,1.5,0.15,969.3815620555556,992.7304857893332
500.0,1,0.15,1.5,1003.8606036851852,993.5680385919352
500.0,3,50.0,15000.0,3056.1443340925925,3151.691324651072
1500.0,3,1000.0,300.0,5862.56540537037,7151.681940508034
1500.0,3,100.0,15000.0,8795.605636981481,7961.834321804171
1500.0,1,300.0,15.0,2528.185363277778,2929.902829018444
500.0,1,1.5,1.5,988.8175362037038,966.4079127360436
1500.0,3,15.0,1.5,8519.151360037036,7841.67185005168
1500.0,3,10.0,500.0,8605.094028944444,7703.487962412692
500.0,3,50.0,1500.0,2815.281783407408,2783.326416693289
500.0,3,0.3,1.5,3025.135284777778,2948.309950618308
1500.0,3,0.3,30.0,8716.95975425926,8110.004558891519
500.0,3,0.5,10000.0,3055.190027037037,3142.9264784666284
1500.0,3,150.0,5.0,7455.363906833333,7526.665901688561
500.0,3,50.0,100.0,2935.2389442777776,3077.8677805050106
1500.0,1,500.0,1.5,2020.143922074074,2575.679827935232
1500.0,3,0.15,15000.0,9255.525841555556,8304.741067554749
1500.0,3,150000.0,0.3,321.30504364814817,367.8496473492991
1500.0,1,3000.0,15000.0,2853.9092192222224,3090.086216874024
500.0,3,50000.0,5000.0,596.3162112222223,1065.2387781629243
1500.0,3,50000.0,10000.0,1905.973306537037,3520.999224500364
500.0,3,50.0,500.0,3059.908301259259,3056.3206643144576
500.0,3,0.5,0.3,3075.8150645185187,2999.764999547922
1500.0,3,3.0,5.0,8427.793412425926,7694.227534959768
500.0,3,3000.0,0.5,512.4649337222222,887.3397083937729
1500.0,1,100.0,15000.0,3158.90411287037,3225.3263003683214
500.0,1,150.0,50.0,879.6096089814815,964.0154545832128
500.0,1,5000.0,1000.0,433.09936357407406,460.1396329853545
500.0,3,10.0,30.0,2942.305256055556,2961.5018902760053
1500.0,1,3.0,1.0,2925.7180016666666,2854.4537182830754
1500.0,3,10.0,100.0,8747.264947037038,7799.762350846263
500.0,1,100.0,1500.0,1003.612148851852,1002.9162504539272
1500.0,1,0.15,150.0,3044.231053148148,3026.0310467640984
500.0,1,5000.0,15000.0,819.5817888518518,846.5880697864608
500.0,1,0.3,300.0,1006.432833537037,999.8081104498118
500.0,1,5000.0,100.0,327.6006105185185,322.50938290899296
1500.0,1,1000.0,15.0,1882.3159855,2516.62780798561
1500.0,3,10.0,15.0,8436.364245592593,7810.685104739976
1500.0,3,150000.0,1500.0,479.7634371666667,1260.388040249586
500.0,1,3000.0,15.0,353.74969705555554,397.0313168140795
500.0,1,15.0,300.0,998.831635074074,992.1148690279028
1500.0,3,500.0,100.0,7215.32337474074,7958.631324855798
500.0,3,10.0,5000.0,2966.540866888889,2981.838811482215
500.0,3,15000.0,0.5,352.2299585,502.79973070133343
1500.0,1,3000.0,1500.0,1838.125317962963,2480.789543057356
1500.0,3,300.0,5.0,7225.477146037037,7728.767420175272
1500.0,3,500.0,500.0,7449.6836315,7498.603645418391
1500.0,3,0.15,1000.0,8745.762821203703,7869.459283605912
1500.0,1,500.0,150.0,2475.094773888889,2786.2543175254077
1500.0,3,10.0,50000.0,8217.293814,7523.895683907177
1500.0,1,0.3,50.0,3014.614281277778,2960.17974957441
500.0,1,5000.0,500.0,381.8301615555556,414.1975987585921
1500.0,3,300.0,15.0,7163.714854722222,7476.645217432939
1500.0,3,150.0,5000.0,8894.747446425927,8107.059010707258
500.0,1,150000.0,5.0,250.73682694444443,100.2240431342874
500.0,3,100.0,1000.0,2918.1928711296296,2887.8057445937625
1500.0,1,10.0,500.0,2899.1795729814817,2864.3290103364893
1500.0,3,3000.0,1500.0,5257.09761462963,6769.159757138229
500.0,1,50.0,100.0,968.3987232592592,975.6094631829724
500.0,1,0.3,15.0,991.170545425926,989.270905171611
1500.0,3,0.5,0.5,8816.01748225926,8021.09935094518
1500.0,3,3000.0,150.0,3365.232094814815,5461.352761704881
500.0,3,3.0,0.15,2891.069533351852,2870.156936031768
500.0,1,0.5,15000.0,1007.0509195185184,1002.572035178899
1500.0,3,15.0,1000.0,8691.13667411111,7806.120490796613
500.0,3,15.0,0.15,2688.6203283333334,2850.457245163428
1500.0,3,1500.0,0.15,2625.8421767777777,5054.819125529171
500.0,1,50.0,500.0,972.4374092777778,941.412447140148
500.0,1,50.0,50.0,974.8167304629628,995.9868932365686
500.0,1,3000.0,0.5,287.4085543333333,225.57149327854555
1500.0,1,150000.0,1.5,298.2083003888889,239.61099682023803
500.0,1,150000.0,15000.0,309.3417093148148,263.30175991721825
500.0,3,150.0,50.0,2660.214722925926,2952.701347554347
500.0,3,0.15,15.0,2958.396621388889,2926.1291187348165
1500.0,1,0.5,300.0,3062.1015609074075,3019.253488692347
1500.0,1,10.0,0.3,2894.038464,2913.9902117458814
1500.0,1,10.0,100.0,3044.460420814815,3105.6656758368595
500.0,3,150.0,1.0,2154.094712203704,2590.798906657272
1500.0,1,50000.0,15.0,353.372894,464.61627156657954
1500.0,3,15000.0,1.0,831.8132842037037,2020.59030584714
500.0,1,150.0,0.3,600.3374483333333,749.2647323155423
1500.0,1,3000.0,0.3,593.7588508148148,1019.307820247577
1500.0,1,5000.0,5000.0,2008.0793580185184,2447.566044502993
1500.0,3,10.0,1.5,8351.681492259258,7566.125870315207
1500.0,1,1000.0,10000.0,2880.256382814815,2980.6795232012205
1500.0,1,15.0,150.0,3015.4136151851853,2917.63854893129
500.0,1,500.0,10000.0,980.5878400555556,985.3413860585158
1500.0,1,15000.0,100.0,576.6772340555556,1132.3713820755804
500.0,1,15.0,1000.0,986.6580059814814,984.3752516758848
1500.0,3,0.5,15000.0,8765.350748333334,7920.32365321509
1500.0,3,15000.0,15.0,999.5124893333332,2348.945257867605
1500.0,3,3.0,5000.0,8617.276715944445,7779.24448792147
1500.0,3,3.0,0.5,8910.838685055556,7945.734423202093
500.0,3,3000.0,5.0,648.1204255555556,1222.004964624526
500.0,1,0.15,300.0,1013.8717154074076,1035.6695812191722
1500.0,3,0.5,100.0,8756.285953407407,7941.472048910781
500.0,1,15000.0,5000.0,446.08610457407406,504.1666252262812
1500.0,3,150.0,0.5,7738.62925912963,7955.1965376160415
500.0,3,1.0,30.0,2869.704431055556,2765.8788838511005
1500.0,3,0.3,150.0,8937.45429612963,8007.619899644902
1500.0,1,500.0,5000.0,2975.242786888889,3098.986924063016
1500.0,1,15000.0,500.0,558.6187295185185,882.77473785784
1500.0,3,0.5,500.0,8757.024997037037,7882.650626958509
500.0,1,1500.0,0.15,281.6273081851852,216.94397396391517
500.0,1,15000.0,1.0,260.3325184074074,144.43080922772376
500.0,1,15000.0,300.0,284.61384455555554,208.07072359098655
1500.0,1,15.0,30.0,2983.9596742777776,2955.5482241324453
500.0,1,3000.0,300.0,427.1390635925926,496.7271373408138
500.0,3,500.0,10000.0,3011.983683925926,3011.4578128019907
1500.0,3,15000.0,100.0,1153.7253879814814,2879.6707352794688
1500.0,3,3000.0,15.0,3436.285141240741,5667.710218976316
500.0,3,1000.0,15.0,1152.0542613148148,1845.6550806677333
500.0,3,0.3,1000.0,2912.8240477777777,2804.82120682289
1500.0,1,10.0,5000.0,3016.532980018518,2953.5028881356657
1500.0,1,15000.0,0.5,362.9609025,464.6744447828245
500.0,3,0.5,150.0,3014.015869185185,3012.6939260488984
1500.0,3,5000.0,5000.0,5161.707326629629,6077.079860823864
1500.0,1,5000.0,1.5,688.8089971111111,1240.699313804174
500.0,1,500.0,100.0,701.1219728333333,833.342812969336
500.0,1,1000.0,50000.0,990.295085574074,979.125188297813
500.0,3,0.3,500.0,3015.1544405555555,3032.2827329589263
500.0,3,1500.0,500.0,1552.8820988703703,2310.542547091822
500.0,3,500.0,150.0,2087.8747118888887,2797.2596617367853
500.0,1,100.0,5.0,844.0887418888889,911.1689160875976
500.0,3,15000.0,50000.0,2419.1461816666665,2715.252862374377
500.0,3,15000.0,300.0,426.27553272222224,690.3219606740328
500.0,1,50.0,5.0,902.9719097407408,941.9319936247932
500.0,3,1500.0,100.0,976.8434288148148,1427.3586569106212
500.0,1,0.15,1000.0,1038.8578219444444,1063.9306616647962
500.0,3,0.3,100.0,3084.784533148148,3049.160878295881
500.0,1,500.0,500.0,810.614338462963,875.6617427351143
500.0,1,1000.0,1.5,450.8883760185185,601.6938833063315
1500.0,3,15000.0,500.0,1330.0962423888889,2945.454474984021
1500.0,3,150.0,150.0,8773.639108,8309.290421843662
1500.0,3,0.15,50.0,8567.040691111111,7750.930169934182
500.0,3,150000.0,0.5,283.95447531481483,93.89165164168392
1500.0,3,10.0,0.3,8295.726451222223,7606.933003331896
1500.0,1,300.0,10000.0,2924.371958148148,2978.36973992712
500.0,3,3000.0,50.0,737.8112147222222,1323.573451587889
1500.0,3,300.0,1000.0,8084.821333148148,7605.660573185116
500.0,1,1.5,500.0,1004.2539968333332,998.417928998524
500.0,3,1000.0,10000.0,2753.784645425926,2830.268123452011
1500.0,1,150.0,500.0,3031.9605029074078,3114.8669574695164
1500.0,1,3000.0,1.5,993.5983289074074,1786.2029032177525
1500.0,3,1000.0,50.0,5582.226824296296,7144.25673542254
500.0,3,1000.0,150.0,1340.561681925926,1994.1953059878576
1500.0,1,50.0,15.0,2854.3479168333333,2958.2607410034934
500.0,1,10.0,10000.0,978.3472878148148,961.835803729565
1500.0,3,15000.0,10000.0,4680.551675981482,6233.506340725682
500.0,1,3000.0,5000.0,759.1942906851851,830.2838648739132
1500.0,1,150.0,15000.0,2980.904839796296,2926.977829197913
1500.0,3,15000.0,5000.0,2761.515986981481,4594.278579388028
500.0,1,3.0,0.15,976.2997102407408,1005.9804321485544
500.0,3,0.3,15.0,2965.716265351852,2956.935759965302
500.0,1,50000.0,0.5,251.8583897037037,114.69542910281754
1500.0,1,0.3,15000.0,3109.098323,3153.663222234927
1500.0,1,150.0,100.0,2757.993291611111,2786.156594728806
1500.0,3,0.5,5000.0,8602.084836203703,7692.780121694672
500.0,1,1.5,100.0,1006.3680634814816,1000.475978841636
500.0,1,0.3,1500.0,1024.931426,1049.8511285575353
1500.0,3,0.3,50.0,8044.208273907408,7293.197199914028
1500.0,1,300.0,1500.0,2942.6344226296296,2894.4487456836205
1500.0,1,5000.0,0.15,362.48685616666666,463.9617303252074
500.0,3,3000.0,5000.0,2163.7783730925926,2608.4064152729766
1500.0,3,150.0,15000.0,8698.741427425926,7796.879782532024
500.0,3,5000.0,5.0,526.1447257962963,895.7552140933226
1500.0,1,50000.0,1.0,327.9715737962963,472.8622389678432
1500.0,1,5000.0,0.3,454.9321293703704,755.1285041014455
1500.0,3,300.0,10000.0,9091.161803388888,8202.955458675258
1500.0,3,1000.0,50000.0,8614.957712351852,7856.622512284053
500.0,3,15.0,15000.0,3058.0186804444443,3179.045481521778
1500.0,3,1000.0,5.0,5725.072206333333,7623.073064954501
500.0,3,1.0,5000.0,3084.6494578703705,3104.642306020464
500.0,3,3.0,50000.0,2888.999769685185,2833.486007049702
500.0,3,1.5,50000.0,3005.4103039814813,2988.5532654264407
1500.0,3,1.0,50000.0,8344.644685148149,7520.249362667892
1500.0,1,50.0,1000.0,3049.7686220925925,3134.206839722225
1500.0,1,1.5,150.0,2894.397321388889,2770.589097744581
500.0,3,10.0,50.0,2968.9409322962965,2956.032850964212
500.0,1,150.0,30.0,862.4102447407407,957.4125746713617
500.0,1,1000.0,0.3,329.8752592592593,342.9880257140597
500.0,3,5000.0,0.15,391.25381401851854,586.3857796167471
1500.0,3,5000.0,15000.0,7124.040136648148,7530.631217185209
500.0,3,150000.0,30.0,291.81402879629627,176.61461232746126
500.0,1,5000.0,1500.0,463.55476494444446,516.8673270104728
500.0,1,50.0,15000.0,969.6334217592592,938.0037350541428
1500.0,1,1000.0,300.0,2117.250412462963,2659.984895812924
1500.0,1,1000.0,0.5,1233.0541465925926,1900.804726152592
500.0,3,50.0,5.0,2822.1893922962963,3027.531636355277
1500.0,3,500.0,15.0,6672.317389537037,7654.088359513696
500.0,3,100.0,50000.0,2945.3905727962965,2915.917650513664
500.0,3,50000.0,1.0,308.8481008703704,331.9467542929222
1500.0,1,15000.0,15000.0,1860.0427919074075,2185.414910007501
500.0,1,1.0,50000.0,1014.3829687592593,989.2620124851873
1500.0,1,1.5,50000.0,3085.6461855185185,3154.061590674977
1500.0,1,3.0,50000.0,3053.8576867222223,3170.85328262283
1500.0,3,1.0,0.5,8540.986172166668,7637.3622822261
500.0,1,5000.0,0.5,268.7631617592593,167.29063469912714
500.0,3,50.0,1000.0,2982.33062,3099.010394209449
500.0,3,100.0,15.0,2576.3769722222223,2937.8653996604885
500.0,3,150.0,500.0,2896.330921777778,3020.8052638856843
1500.0,1,150000.0,50000.0,951.1583116666668,1430.9595530806582
500.0,1,1000.0,50.0,510.0055206111112,632.2146120390817
