life,vel,face,clife,cof,sep,loopmean,loopstd
500.0,1,0.2,15.0,15.0,700,613.4356738888889,527.639404184809
500.0,3,0.2,15.0,15.0,700,1269.1739962698414,992.5717722442904
1500.0,0.33,0.3,10.0,1.0,100,444.14986923333333,374.71484330867764
1500.0,1,0.3,10.0,1.0,100,706.5092997777778,562.0486973056131
1500.0,3,0.3,10.0,1.0,100,1088.8046333555556,806.9649761919495
166.0,0.33,0.3,10.0,1.0,100,96.10570827777778,90.5003554556188
166.0,1,0.3,10.0,1.0,100,238.7736782111111,215.55002138671748
166.0,3,0.3,10.0,1.0,100,515.5723161555555,435.18180377012317
500.0,0.33,0.3,10.0,1.0,100,232.04356134444444,208.09152048781715
500.0,1,0.3,10.0,1.0,100,467.10393087777777,391.90636667994096
500.0,3,0.3,10.0,1.0,100,841.0538613,664.9248623543675
1500.0,0.33,0.3,10.0,150.0,100,442.3057390222222,365.3905117413504
1500.0,1,0.3,10.0,150.0,100,719.4449117333334,586.3297203752769
1500.0,3,0.3,10.0,150.0,100,1070.2798709,770.0429950377096
166.0,0.33,0.3,10.0,150.0,100,96.6720324,92.37097529087083
166.0,1,0.3,10.0,150.0,100,241.06727323333334,216.77358729674836
166.0,3,0.3,10.0,150.0,100,520.8583800111111,439.3251914649081
500.0,0.33,0.3,10.0,150.0,100,230.46651985555556,204.1333653714101
500.0,1,0.3,10.0,150.0,100,467.8214928111111,392.0960550305028
500.0,3,0.3,10.0,150.0,100,829.7909718555555,652.8917628659441
1500.0,0.33,0.3,10.0,3.0,100,443.26313343333334,368.39895303755026
1500.0,1,0.3,10.0,3.0,100,707.9165231666667,541.7029703710388
1500.0,3,0.3,10.0,3.0,100,1059.3910892777778,793.5426767729003
166.0,0.33,0.3,10.0,3.0,100,95.80713528888889,90.57518664477917
166.0,1,0.3,10.0,3.0,100,241.7387038,216.40750537864184
166.0,3,0.3,10.0,3.0,100,513.7841226777778,437.9918888355685
500.0,0.33,0.3,10.0,3.0,100,233.60261946666665,209.48305676996796
500.0,1,0.3,10.0,3.0,100,473.6959382555556,401.69295655894473
500.0,3,0.3,10.0,3.0,100,836.5514926666667,657.1819594273178
1500.0,1,0.3,15.0,15.0,1000,887.2401347777778,688.4209623715057
1500.0,3,0.3,15.0,15.0,1000,1635.6595111111112,1115.2693526541188
1500.0,1,0.3,15.0,15.0,100,695.1576205222223,555.4868447702471
1500.0,3,0.3,15.0,15.0,100,1091.6944597111112,789.0797030730025
1500.0,1,0.3,15.0,15.0,200,802.9551913777777,638.4077318441633
1500.0,3,0.3,15.0,15.0,200,1267.9198581555556,901.0025090418255
1500.0,1,0.3,15.0,15.0,300,856.2321448821549,660.6504449481587
1500.0,3,0.3,15.0,15.0,300,1444.595273939394,1070.0941347647706
1500.0,1,0.3,15.0,15.0,400,860.6170389777777,705.8380195402784
1500.0,3,0.3,15.0,15.0,400,1407.2344109777778,967.4402678857364
1500.0,1,0.3,15.0,15.0,500,900.2561948333333,724.4042696456305
1500.0,3,0.3,15.0,15.0,500,1513.5868974444445,1097.65204579596
1500.0,1,0.3,15.0,15.0,700,858.594712063492,695.5147960147923
1500.0,3,0.3,15.0,15.0,700,1417.5951194444444,1114.543214448735
500.0,1,0.3,15.0,15.0,1000,579.0704034444444,511.27645771356725
500.0,3,0.3,15.0,15.0,1000,1162.6402277777777,914.5692234899766
500.0,1,0.3,15.0,15.0,100,466.0400742111111,392.4076365214597
500.0,3,0.3,15.0,15.0,100,828.0266640777778,642.4102972190785
500.0,1,0.3,15.0,15.0,200,509.08451344444444,422.5457495192023
500.0,3,0.3,15.0,15.0,200,964.4404928888889,749.6626034408451
500.0,1,0.3,15.0,15.0,300,543.5791855218855,467.56799506033053
500.0,3,0.3,15.0,15.0,300,1050.2361042424243,831.8624129493711
500.0,1,0.3,15.0,15.0,400,547.2157559111112,469.64714950823384
500.0,3,0.3,15.0,15.0,400,1060.9269348444445,826.3702034518408
500.0,1,0.3,15.0,15.0,500,552.1082983888889,469.0101985546711
500.0,3,0.3,15.0,15.0,500,1105.3891537222223,874.0605831548465
500.0,1,0.3,15.0,15.0,700,587.1608965079365,491.1633922699482
500.0,3,0.3,15.0,15.0,700,1148.8219196031746,946.5661553672079
1500.0,0.33,0.3,1500.0,1.0,100,437.6389696111111,364.7283415621104
1500.0,1,0.3,1500.0,1.0,100,715.813742088889,579.5135393042759
1500.0,3,0.3,1500.0,1.0,100,1057.7337547333334,807.471704075926
166.0,0.33,0.3,1500.0,1.0,100,96.31844894444444,90.75385510191117
166.0,1,0.3,1500.0,1.0,100,239.91847362222222,217.74519320941477
166.0,3,0.3,1500.0,1.0,100,523.2408771333334,446.32948672644966
500.0,0.33,0.3,1500.0,1.0,100,232.2777291,208.6097144799409
500.0,1,0.3,1500.0,1.0,100,468.6341023333333,392.16874040923346
500.0,3,0.3,1500.0,1.0,100,816.2440567888889,642.285236805134
1500.0,0.33,0.3,1500.0,150.0,100,438.5375552111111,365.4395693886492
1500.0,1,0.3,1500.0,150.0,100,717.3223149333334,555.8713982958799
1500.0,3,0.3,1500.0,150.0,100,1085.0043389777777,842.2638325268376
166.0,0.33,0.3,1500.0,150.0,100,97.17057217777777,92.5853331398718
166.0,1,0.3,1500.0,150.0,100,238.24012477777777,214.6802100235034
166.0,3,0.3,1500.0,150.0,100,519.5068150666667,440.4000309088185
500.0,0.33,0.3,1500.0,150.0,100,231.70185294444445,207.8564804324525
500.0,1,0.3,1500.0,150.0,100,470.56475525555555,396.58041080296033
500.0,3,0.3,1500.0,150.0,100,840.6866445444444,659.9277140884229
1500.0,0.33,0.3,1500.0,3.0,100,439.4747779,366.59140280435946
1500.0,1,0.3,1500.0,3.0,100,697.1487395444444,562.5568194327504
1500.0,3,0.3,1500.0,3.0,100,1069.480697311111,804.651347269673
166.0,0.33,0.3,1500.0,3.0,100,96.57031453333333,91.66556988689177
166.0,1,0.3,1500.0,3.0,100,240.8333445111111,217.79731931161535
166.0,3,0.3,1500.0,3.0,100,509.26683794444443,432.3536995277893
500.0,0.33,0.3,1500.0,3.0,100,230.72375104444444,207.7418798778452
500.0,1,0.3,1500.0,3.0,100,471.6391543666667,402.1054360938678
500.0,3,0.3,1500.0,3.0,100,832.5279135888889,663.7196625163938
1500.0,0.33,0.3,30.0,1.0,100,437.95549728888886,363.00439436372625
1500.0,1,0.3,30.0,1.0,100,712.6889743555555,575.242880777972
1500.0,3,0.3,30.0,1.0,100,1064.5764456555555,799.241900096153
166.0,0.33,0.3,30.0,1.0,100,96.15017355555555,91.17181458173026
166.0,1,0.3,30.0,1.0,100,239.91966852222222,215.00063961764903
166.0,3,0.3,30.0,1.0,100,519.6043461666667,442.0703944091693
500.0,0.33,0.3,30.0,1.0,100,228.8910522222222,202.0731347593503
500.0,1,0.3,30.0,1.0,100,466.23899415555553,387.37860320379883
500.0,3,0.3,30.0,1.0,100,834.6765174777778,665.3319662762513
1500.0,0.33,0.3,30.0,150.0,100,440.4228124888889,369.0821055074919
1500.0,1,0.3,30.0,150.0,100,707.0318663111111,565.7080969012434
1500.0,3,0.3,30.0,150.0,100,1084.3611406666666,796.1206730914041
166.0,0.33,0.3,30.0,150.0,100,96.09672678888889,91.06779222538596
166.0,1,0.3,30.0,150.0,100,238.62299412222222,216.54322903568558
166.0,3,0.3,30.0,150.0,100,522.9585436111112,448.05171960934365
500.0,0.33,0.3,30.0,150.0,100,231.67991174444444,207.71096203829828
500.0,1,0.3,30.0,150.0,100,470.05273325555555,394.9168855972851
500.0,3,0.3,30.0,150.0,100,827.7740356,666.5032941783231
1500.0,0.33,0.3,30.0,3.0,100,443.02487527777777,371.661596009698
1500.0,1,0.3,30.0,3.0,100,708.2541607444444,554.061369465989
1500.0,3,0.3,30.0,3.0,100,1066.1904121333334,779.2349776153086
166.0,0.33,0.3,30.0,3.0,100,96.30606023333333,91.18938551638439
166.0,1,0.3,30.0,3.0,100,239.3139762,216.1175270855377
166.0,3,0.3,30.0,3.0,100,515.2076847777778,441.26321582541783
500.0,0.33,0.3,30.0,3.0,100,232.29450945555556,206.80201856975367
500.0,1,0.3,30.0,3.0,100,467.8159345111111,396.220066806743
500.0,3,0.3,30.0,3.0,100,837.3042114,668.7663196900719
1500.0,1,0.4,15.0,15.0,1000,849.1260264444444,664.1265638914198
1500.0,3,0.4,15.0,15.0,1000,1387.151543,1084.8603525497588
1500.0,1,0.4,15.0,15.0,100,700.3804309,565.7800833469838
1500.0,3,0.4,15.0,15.0,100,999.7304061,756.159799902483
1500.0,1,0.4,15.0,15.0,200,761.6243434,609.7105778283542
1500.0,3,0.4,15.0,15.0,200,1140.2336834666667,835.8761402258327
1500.0,1,0.4,15.0,15.0,300,797.1829317845118,668.197542400477
1500.0,3,0.4,15.0,15.0,300,1211.1967684511785,830.0353791703903
1500.0,1,0.4,15.0,15.0,400,855.0817638222222,681.8218403729893
1500.0,3,0.4,15.0,15.0,400,1245.9210557777778,1099.0630373695328
1500.0,1,0.4,15.0,15.0,500,872.6739147777778,734.1658798912056
1500.0,3,0.4,15.0,15.0,500,1258.5852296111111,920.5625363704527
1500.0,1,0.4,15.0,15.0,700,849.2318822222222,662.180474292894
1500.0,3,0.4,15.0,15.0,700,1398.4178682539682,982.9755203308034
500.0,1,0.4,15.0,15.0,1000,545.2751087777777,479.4139002169953
500.0,3,0.4,15.0,15.0,1000,1058.0361628888888,845.8371618259638
500.0,1,0.4,15.0,15.0,100,457.81378648888887,381.01382089559644
500.0,3,0.4,15.0,15.0,100,774.1593577666666,613.7167855419432
500.0,1,0.4,15.0,15.0,200,501.62563255555557,419.93504120419914
500.0,3,0.4,15.0,15.0,200,916.7176770888889,750.6031053708563
500.0,1,0.4,15.0,15.0,300,534.1468023905724,467.8339167443562
500.0,3,0.4,15.0,15.0,300,959.3963160942761,750.476640442268
500.0,1,0.4,15.0,15.0,400,528.2263623111111,443.32961973724537
500.0,3,0.4,15.0,15.0,400,1001.7107442666667,806.0239415174333
500.0,1,0.4,15.0,15.0,500,519.2749184444444,444.3175538794348
500.0,3,0.4,15.0,15.0,500,1038.8823288333333,836.8812924343955
500.0,1,0.4,15.0,15.0,700,540.5091725396826,463.99394791977846
500.0,3,0.4,15.0,15.0,700,1148.2103974603174,897.0906462576164
1500.0,0.33,0.5,10.0,1.0,100,438.0772066777778,368.71863945191757
1500.0,1,0.5,10.0,1.0,100,677.5612981111111,551.7892691617046
1500.0,3,0.5,10.0,1.0,100,969.8842762777778,702.1564711197049
166.0,0.33,0.5,10.0,1.0,100,96.18242422222222,91.29033322648756
166.0,1,0.5,10.0,1.0,100,235.79357535555556,210.0709655323374
166.0,3,0.5,10.0,1.0,100,486.1784605666667,414.18685363328194
500.0,0.33,0.5,10.0,1.0,100,229.64567445555556,205.67370759919072
500.0,1,0.5,10.0,1.0,100,443.9397525333333,371.20804320838585
500.0,3,0.5,10.0,1.0,100,749.3661681666666,587.4227012330473
1500.0,0.33,0.5,10.0,150.0,100,438.2072552111111,367.83783381801965
1500.0,1,0.5,10.0,150.0,100,680.4372883666666,538.4246085285866
1500.0,3,0.5,10.0,150.0,100,925.7794570666666,684.4658879731558
166.0,0.33,0.5,10.0,150.0,100,95.79372494444445,90.86618684314043
166.0,1,0.5,10.0,150.0,100,232.39626542222223,206.83885653292634
166.0,3,0.5,10.0,150.0,100,482.71977654444447,401.3431645529836
500.0,0.33,0.5,10.0,150.0,100,229.7568870111111,205.44960834704048
500.0,1,0.5,10.0,150.0,100,447.0971938111111,373.35251904951446
500.0,3,0.5,10.0,150.0,100,754.8620287333333,585.0520500285404
1500.0,0.33,0.5,10.0,3.0,100,431.6081798,355.5330863190552
1500.0,1,0.5,10.0,3.0,100,678.7436232666666,539.9178222473543
1500.0,3,0.5,10.0,3.0,100,892.2204886333334,659.4533426521433
166.0,0.33,0.5,10.0,3.0,100,96.3561845888889,91.53255171367417
166.0,1,0.5,10.0,3.0,100,235.3065349888889,210.72110331562914
166.0,3,0.5,10.0,3.0,100,483.06857056666666,404.7316163742478
500.0,0.33,0.5,10.0,3.0,100,227.12923157777777,199.91409394698468
500.0,1,0.5,10.0,3.0,100,450.8430992,376.37258508310487
500.0,3,0.5,10.0,3.0,100,767.9629491111111,599.9479129710885
1500.0,1,0.5,15.0,15.0,1000,818.0230157777778,642.9286878301054
1500.0,3,0.5,15.0,15.0,1000,1151.5755613333333,850.9412288617282
1500.0,1,0.5,15.0,15.0,100,655.2258301333334,512.9999664547704
1500.0,3,0.5,15.0,15.0,100,921.7314337555556,701.3029087405454
1500.0,1,0.5,15.0,15.0,200,727.0014372444444,575.196765706079
1500.0,3,0.5,15.0,15.0,200,1088.2082422444444,788.9198302103608
1500.0,1,0.5,15.0,15.0,300,769.2429084175084,584.2673246126112
1500.0,3,0.5,15.0,15.0,300,1098.0998069360269,855.3733818630258
1500.0,1,0.5,15.0,15.0,400,835.7537123111111,664.6811424117551
1500.0,3,0.5,15.0,15.0,400,1256.0857495555556,951.2526616220163
1500.0,1,0.5,15.0,15.0,500,844.7717294444444,672.5424491232238
1500.0,3,0.5,15.0,15.0,500,1201.8544660555556,910.1105826704271
1500.0,1,0.5,15.0,15.0,700,857.8198589682539,651.7286202037023
1500.0,3,0.5,15.0,15.0,700,1351.5441367460317,965.0873012977804
500.0,1,0.5,15.0,15.0,1000,542.7919042222222,470.2148618934548
500.0,3,0.5,15.0,15.0,1000,997.9029752222223,787.5502800349909
500.0,1,0.5,15.0,15.0,100,453.1846627333333,378.5777725826954
500.0,3,0.5,15.0,15.0,100,738.2798043333333,586.6203814786301
500.0,1,0.5,15.0,15.0,200,494.45137775555554,416.2164504074636
500.0,3,0.5,15.0,15.0,200,852.1273719555555,683.034478111242
500.0,1,0.5,15.0,15.0,300,504.74576845117844,436.1456102182115
500.0,3,0.5,15.0,15.0,300,915.3137881144781,741.0750160334914
500.0,1,0.5,15.0,15.0,400,496.8459914222222,414.47681592804054
500.0,3,0.5,15.0,15.0,400,944.4717461777777,747.445715616734
500.0,1,0.5,15.0,15.0,500,516.9062325,431.84135069174056
500.0,3,0.5,15.0,15.0,500,973.8979091111111,780.8079113934242
500.0,1,0.5,15.0,15.0,700,537.9212105555556,461.7111789719844
500.0,3,0.5,15.0,15.0,700,986.7497125396825,804.7068814822677
1500.0,0.33,0.5,1500.0,1.0,100,439.8562291222222,363.23548259342726
1500.0,1,0.5,1500.0,1.0,100,683.4626037666667,537.2843779872063
1500.0,3,0.5,1500.0,1.0,100,920.9457138555556,679.1845899590027
166.0,0.33,0.5,1500.0,1.0,100,95.7011191888889,90.56068011697795
166.0,1,0.5,1500.0,1.0,100,233.87828382222222,207.11691933359475
166.0,3,0.5,1500.0,1.0,100,484.62068155555556,407.94314483865384
500.0,0.33,0.5,1500.0,1.0,100,228.56598746666666,206.13700855711622
500.0,1,0.5,1500.0,1.0,100,456.19968006666664,378.05358409743326
500.0,3,0.5,1500.0,1.0,100,743.6573459777778,582.0665370334472
1500.0,0.33,0.5,1500.0,150.0,100,430.65205754444446,361.42783253997993
1500.0,1,0.5,1500.0,150.0,100,677.9502175333333,539.04271053474
1500.0,3,0.5,1500.0,150.0,100,912.1040678,702.0960827495549
166.0,0.33,0.5,1500.0,150.0,100,95.60569158888889,90.93703154869341
166.0,1,0.5,1500.0,150.0,100,235.08133746666667,210.7976486084192
166.0,3,0.5,1500.0,150.0,100,482.8171007111111,407.26326201780506
500.0,0.33,0.5,1500.0,150.0,100,230.67485786666666,206.65246051333511
