life,velocity,clife,cof,peak_ave
1500.0,1,1.5,0.15,1.0078617259336133
500.0,1,1.5,0.15,1.00399899339878
1500.0,1,1.5,0.3,0.9985541457622044
500.0,1,1.5,0.3,0.9995008161269575
1500.0,1,1.5,1.0,0.9975702435102771
500.0,1,1.5,1.0,0.9997127948290367
1500.0,1,1.5,15.0,0.9962105382675851
500.0,1,1.5,15.0,0.9999043655840361
1500.0,1,1.5,150.0,0.9986671623890147
500.0,1,1.5,150.0,0.9981665401004278
1500.0,1,1.5,1500.0,0.998773660132661
500.0,1,1.5,1500.0,1.0003929336430366
1500.0,1,1.5,3.0,0.9958287765803215
500.0,1,1.5,3.0,0.9999202826004825
1500.0,1,1.5,50.0,1.0021496775625398
500.0,1,1.5,50.0,0.9997895569092142
1500.0,1,1.5,500.0,0.9961068543457808
500.0,1,1.5,500.0,0.9972236257708003
1500.0,1,10.0,0.15,1.0554886966231585
500.0,1,10.0,0.15,1.0205899794749653
1500.0,1,10.0,0.3,1.0226540837954938
500.0,1,10.0,0.3,1.0083289332496224
1500.0,1,10.0,1.0,0.9991116732957581
500.0,1,10.0,1.0,1.0032181698013654
1500.0,1,10.0,15.0,0.9980039794933231
500.0,1,10.0,15.0,0.9973690576049137
1500.0,1,10.0,150.0,1.0021561228117175
500.0,1,10.0,150.0,1.0015320957108762
1500.0,1,10.0,1500.0,0.9959340328321328
500.0,1,10.0,1500.0,0.9974319027063819
1500.0,1,10.0,3.0,1.0059198832320262
500.0,1,10.0,3.0,1.0020460144646508
1500.0,1,10.0,50.0,0.9974099633663321
500.0,1,10.0,50.0,1.0002104341374471
1500.0,1,10.0,500.0,0.9912644193497062
500.0,1,10.0,500.0,1.0000154461590274
1500.0,1,150.0,0.15,1.1140430730879252
500.0,1,150.0,0.15,1.0372676510642098
1500.0,1,150.0,0.3,1.10677896741076
500.0,1,150.0,0.3,1.0330176297734328
1500.0,1,150.0,1.0,1.080864813150704
500.0,1,150.0,1.0,1.0230183199088625
1500.0,1,150.0,15.0,1.0423417118454528
500.0,1,150.0,15.0,1.0144816608791494
1500.0,1,150.0,150.0,1.020831189596317
500.0,1,150.0,150.0,1.0089418869058384
1500.0,1,150.0,1500.0,1.002601181860202
500.0,1,150.0,1500.0,0.9986246225731027
1500.0,1,150.0,3.0,1.0512269215069772
500.0,1,150.0,3.0,1.0185394013640712
1500.0,1,150.0,50.0,1.0321875489860524
500.0,1,150.0,50.0,1.0087002283432904
1500.0,1,150.0,500.0,1.0115084564188812
500.0,1,150.0,500.0,1.0041681362256976
1500.0,1,1500.0,0.15,1.1090641996217716
500.0,1,1500.0,0.15,1.0428956458312169
1500.0,1,1500.0,0.3,1.1006242256269505
500.0,1,1500.0,0.3,1.03996429420954
1500.0,1,1500.0,1.0,1.1165823510313406
500.0,1,1500.0,1.0,1.0386669053693662
1500.0,1,1500.0,15.0,1.110827670845981
500.0,1,1500.0,15.0,1.037286231034163
1500.0,1,1500.0,150.0,1.116273197169348
500.0,1,1500.0,150.0,1.0377881254714156
1500.0,1,1500.0,1500.0,1.0896670931392982
500.0,1,1500.0,1500.0,1.0255498350241756
1500.0,1,1500.0,3.0,1.1120396578058087
500.0,1,1500.0,3.0,1.0405882039479482
1500.0,1,1500.0,50.0,1.1099278401134887
500.0,1,1500.0,50.0,1.0361871746804356
1500.0,1,1500.0,500.0,1.1131970826537523
500.0,1,1500.0,500.0,1.0297314347648794
1500.0,1,15000.0,0.15,1.106875342878763
500.0,1,15000.0,0.15,1.0443085632138078
1500.0,1,15000.0,0.3,1.1026714078408806
500.0,1,15000.0,0.3,1.0414462581419832
1500.0,1,15000.0,1.0,1.1085668590597557
500.0,1,15000.0,1.0,1.0436924660889089
1500.0,1,15000.0,15.0,1.108021137424523
500.0,1,15000.0,15.0,1.0374276260805595
1500.0,1,15000.0,150.0,1.1065290961290528
500.0,1,15000.0,150.0,1.0425252247759016
1500.0,1,15000.0,1500.0,1.1115692652935065
500.0,1,15000.0,1500.0,1.0376879510143984
1500.0,1,15000.0,3.0,1.1038114492262123
500.0,1,15000.0,3.0,1.044078052793149
1500.0,1,15000.0,50.0,1.111059358572236
500.0,1,15000.0,50.0,1.0396552830719008
1500.0,1,15000.0,500.0,1.11066182927779
500.0,1,15000.0,500.0,1.0385557667585055
1500.0,1,3.0,0.15,1.0155445716315648
500.0,1,3.0,0.15,1.006964491588887
1500.0,1,3.0,0.3,1.0034355401560398
500.0,1,3.0,0.3,0.9991668568153824
1500.0,1,3.0,1.0,1.0024155565295902
500.0,1,3.0,1.0,0.9976866875844963
1500.0,1,3.0,15.0,0.994137793522902
500.0,1,3.0,15.0,0.999215929663765
1500.0,1,3.0,150.0,0.9981564954280089
500.0,1,3.0,150.0,1.0001647363939312
1500.0,1,3.0,1500.0,0.9949748414218434
500.0,1,3.0,1500.0,0.9988233693448494
1500.0,1,3.0,3.0,1.0015065590667462
500.0,1,3.0,3.0,1.0026086619567725
1500.0,1,3.0,50.0,0.9951134730522994
500.0,1,3.0,50.0,1.0013835206589317
1500.0,1,3.0,500.0,1.001484250866862
500.0,1,3.0,500.0,0.9994412266958962
1500.0,1,30.0,0.15,1.0900012644218158
500.0,1,30.0,0.15,1.0321625828089749
1500.0,1,30.0,0.3,1.048760022808299
500.0,1,30.0,0.3,1.0189514611964356
1500.0,1,30.0,1.0,1.0246906578307653
500.0,1,30.0,1.0,1.006295756361735
1500.0,1,30.0,15.0,1.0049045579626599
500.0,1,30.0,15.0,1.003609146656883
1500.0,1,30.0,150.0,0.9976605486851311
500.0,1,30.0,150.0,0.9989352890899768
1500.0,1,30.0,1500.0,0.9961899691076963
500.0,1,30.0,1500.0,1.000748226015213
1500.0,1,30.0,3.0,1.0104688500137482
500.0,1,30.0,3.0,1.0040914837657762
1500.0,1,30.0,50.0,1.0105574049544657
500.0,1,30.0,50.0,1.0005154153981706
1500.0,1,30.0,500.0,0.9945196700703823
500.0,1,30.0,500.0,0.9962782670947942
1500.0,1,500.0,0.15,1.1095603101831553
500.0,1,500.0,0.15,1.0436777534852857
1500.0,1,500.0,0.3,1.1083454963750567
500.0,1,500.0,0.3,1.0394656676217304
1500.0,1,500.0,1.0,1.1039842529909427
500.0,1,500.0,1.0,1.0354553403688358
1500.0,1,500.0,15.0,1.0830406997635158
500.0,1,500.0,15.0,1.0294073566431177
1500.0,1,500.0,150.0,1.0714347709032142
500.0,1,500.0,150.0,1.0258317949639526
1500.0,1,500.0,1500.0,1.0268285316384311
500.0,1,500.0,1500.0,1.0041809327703797
1500.0,1,500.0,3.0,1.0992131013203577
500.0,1,500.0,3.0,1.0342702424247712
1500.0,1,500.0,50.0,1.088905473702383
500.0,1,500.0,50.0,1.0265635867176235
1500.0,1,500.0,500.0,1.056459655805489
500.0,1,500.0,500.0,1.017755799272717
1500.0,1,5000.0,0.15,1.1045075346550879
500.0,1,5000.0,0.15,1.0421732713859522
1500.0,1,5000.0,0.3,1.1028893485529292
500.0,1,5000.0,0.3,1.0430619920240212
1500.0,1,5000.0,1.0,1.113311815993758
500.0,1,5000.0,1.0,1.0413285260201648
1500.0,1,5000.0,15.0,1.1109002696985426
500.0,1,5000.0,15.0,1.0378283528345738
1500.0,1,5000.0,150.0,1.110185973539036
500.0,1,5000.0,150.0,1.0391222991903504
1500.0,1,5000.0,1500.0,1.1180209646869832
500.0,1,5000.0,1500.0,1.0355205980158515
1500.0,1,5000.0,3.0,1.106513884849375
500.0,1,5000.0,3.0,1.0438310974842182
1500.0,1,5000.0,50.0,1.109621523761132
500.0,1,5000.0,50.0,1.0383236840093628
1500.0,1,5000.0,500.0,1.1088013160158017
500.0,1,5000.0,500.0,1.0367801977095215
