life,vel,face,clife,cof,sep,loopmean,loopstd
500.0,3,0.3,30.0,1.0,100,1282.0769165555555,1027.7332969413376
1500.0,0.33,0.3,30.0,150.0,100,665.4830357888889,603.2890101844281
1500.0,1,0.3,30.0,150.0,100,1288.8226745,1045.2379232768064
1500.0,3,0.3,30.0,150.0,100,2094.8721285888887,1461.4478176330442
166.0,0.33,0.3,30.0,150.0,100,103.62193918888889,101.4370632196842
166.0,1,0.3,30.0,150.0,100,286.1342723222222,274.71067775186305
166.0,3,0.3,30.0,150.0,100,674.0221413111111,616.3569128333623
500.0,0.33,0.3,30.0,150.0,100,284.6819582888889,274.56953717621195
500.0,1,0.3,30.0,150.0,100,680.7850321888889,613.5163197779984
500.0,3,0.3,30.0,150.0,100,1282.1184497222223,1056.5751513637026
1500.0,0.33,0.3,30.0,3.0,100,660.0427082444445,590.6172585384668
1500.0,1,0.3,30.0,3.0,100,1311.1324442,1069.3200882976657
1500.0,3,0.3,30.0,3.0,100,1953.6892835,1322.0060727657064
166.0,0.33,0.3,30.0,3.0,100,104.0660228,102.33161560258063
166.0,1,0.3,30.0,3.0,100,284.54650974444445,273.40988799947974
166.0,3,0.3,30.0,3.0,100,668.9150428111111,609.7065763944323
500.0,0.33,0.3,30.0,3.0,100,284.2604728,274.1255291191898
500.0,1,0.3,30.0,3.0,100,678.5437993333334,614.8010988711145
500.0,3,0.3,30.0,3.0,100,1295.9960699777778,1028.0089723896042
1500.0,1,0.4,15.0,15.0,100,1313.9435178,1076.7336320951154
1500.0,3,0.4,15.0,15.0,100,2002.5828337333332,1319.5742369119255
1500.0,1,0.4,15.0,15.0,300,2122.601728181818,1904.551758998117
1500.0,3,0.4,15.0,15.0,300,3805.1875305050503,3311.8593072220674
1500.0,1,0.4,15.0,15.0,500,2233.713948722222,1936.8037817714437
1500.0,3,0.4,15.0,15.0,500,4779.4337563888885,3879.9536011212526
500.0,1,0.4,15.0,15.0,100,687.1968115444445,627.9031833060158
500.0,3,0.4,15.0,15.0,100,1285.8944729666666,1038.9281343196494
500.0,1,0.4,15.0,15.0,300,856.2422365993266,822.842956908704
500.0,3,0.4,15.0,15.0,300,2014.7116093265993,1738.0711224577362
500.0,1,0.4,15.0,15.0,500,903.5704034444444,883.5835015690483
500.0,3,0.4,15.0,15.0,500,2282.1380675,2061.001405528869
1500.0,0.33,0.5,10.0,1.0,100,675.0176845666666,614.7961423008798
1500.0,1,0.5,10.0,1.0,100,1291.7389631333333,1044.8794608447845
1500.0,3,0.5,10.0,1.0,100,2168.581440477778,1566.105465466434
166.0,0.33,0.5,10.0,1.0,100,103.57908287777778,102.29093396966964
166.0,1,0.5,10.0,1.0,100,286.91748518888886,274.402815897694
166.0,3,0.5,10.0,1.0,100,675.1338868777777,613.674064867792
500.0,0.33,0.5,10.0,1.0,100,281.71048055555553,270.3676035371153
500.0,1,0.5,10.0,1.0,100,679.2563598,613.0796880036677
500.0,3,0.5,10.0,1.0,100,1300.765894711111,1062.7208257665998
1500.0,0.33,0.5,10.0,150.0,100,663.7190784,609.8517458721064
1500.0,1,0.5,10.0,150.0,100,1320.7453757333333,1070.918735369182
1500.0,3,0.5,10.0,150.0,100,1994.2937144333334,1421.5470619596729
166.0,0.33,0.5,10.0,150.0,100,102.78144675555555,100.64825561656347
166.0,1,0.5,10.0,150.0,100,283.4699377222222,273.6767082743455
166.0,3,0.5,10.0,150.0,100,681.7583293555556,611.2475706593577
500.0,0.33,0.5,10.0,150.0,100,282.2649778,271.5466807503706
500.0,1,0.5,10.0,150.0,100,680.3635214888889,615.1601942848483
500.0,3,0.5,10.0,150.0,100,1281.9693076888889,1033.7584412052101
1500.0,0.33,0.5,10.0,3.0,100,666.8905345444444,609.9716494730018
1500.0,1,0.5,10.0,3.0,100,1307.1371728555555,1089.8902436160242
1500.0,3,0.5,10.0,3.0,100,1950.6033793444444,1331.005936969035
166.0,0.33,0.5,10.0,3.0,100,103.23102633333333,101.33246173819217
166.0,1,0.5,10.0,3.0,100,286.08432516666664,274.8798099969619
166.0,3,0.5,10.0,3.0,100,675.7127261111111,611.0200212991224
500.0,0.33,0.5,10.0,3.0,100,282.4497471,273.93136639170046
500.0,1,0.5,10.0,3.0,100,680.0069391111111,615.5163971467682
500.0,3,0.5,10.0,3.0,100,1302.3946911444446,1060.3754952300526
1500.0,1,0.5,15.0,15.0,100,1294.7977708777778,1015.0366774430108
1500.0,3,0.5,15.0,15.0,100,2001.554533588889,1322.1687825497422
1500.0,1,0.5,15.0,15.0,300,2007.244792929293,1819.9224187902635
1500.0,3,0.5,15.0,15.0,300,3881.534864915825,3059.182322570804
1500.0,1,0.5,15.0,15.0,500,2223.5626563333335,1993.4002924985484
1500.0,3,0.5,15.0,15.0,500,4938.911456111111,3839.315543889601
500.0,1,0.5,15.0,15.0,100,687.3646324777778,623.7819760921199
500.0,3,0.5,15.0,15.0,100,1262.4509017777777,1029.9612366639783
500.0,1,0.5,15.0,15.0,300,882.3877873737374,862.1957138991336
500.0,3,0.5,15.0,15.0,300,2035.1441172727273,1799.889451858696
500.0,1,0.5,15.0,15.0,500,872.0644314444445,847.0093899330158
500.0,3,0.5,15.0,15.0,500,2352.5542772777776,2158.6951949794375
1500.0,0.33,0.5,1500.0,1.0,100,667.5440471666667,599.6540411355179
1500.0,1,0.5,1500.0,1.0,100,1295.2465885222223,1091.2563312664397
1500.0,3,0.5,1500.0,1.0,100,1993.3907995666666,1351.917191099924
166.0,0.33,0.5,1500.0,1.0,100,102.68166442222223,100.28156084829862
166.0,1,0.5,1500.0,1.0,100,288.2178246,280.9848774637747
166.0,3,0.5,1500.0,1.0,100,679.3288793888889,615.1702112556263
500.0,0.33,0.5,1500.0,1.0,100,282.88736315555553,269.7653744138227
500.0,1,0.5,1500.0,1.0,100,675.0248685333333,611.9205397824487
500.0,3,0.5,1500.0,1.0,100,1301.1189030555556,1028.8777697840442
1500.0,0.33,0.5,1500.0,150.0,100,667.8645526888889,605.8618651075902
1500.0,1,0.5,1500.0,150.0,100,1254.9109686444444,977.2910843212691
1500.0,3,0.5,1500.0,150.0,100,2074.341010677778,1467.1073393675867
166.0,0.33,0.5,1500.0,150.0,100,103.41740844444445,101.854562688568
166.0,1,0.5,1500.0,150.0,100,283.0836701555556,271.9364753262435
166.0,3,0.5,1500.0,150.0,100,677.3279265444445,618.2683499441827
500.0,0.33,0.5,1500.0,150.0,100,283.1942590666667,273.4828211540774
500.0,1,0.5,1500.0,150.0,100,677.7507193222223,612.9846181901758
500.0,3,0.5,1500.0,150.0,100,1334.592266788889,1088.4948326351393
1500.0,0.33,0.5,1500.0,3.0,100,668.8040451222222,603.5259589911124
1500.0,1,0.5,1500.0,3.0,100,1274.6836270111112,1038.5819033649516
1500.0,3,0.5,1500.0,3.0,100,2014.2654608555556,1460.1070494224641
166.0,0.33,0.5,1500.0,3.0,100,103.3447794,101.75615055878991
166.0,1,0.5,1500.0,3.0,100,286.3922605777778,275.86329218432206
166.0,3,0.5,1500.0,3.0,100,668.5398380888889,609.0938779214537
500.0,0.33,0.5,1500.0,3.0,100,279.2357796555556,267.51292185049164
500.0,1,0.5,1500.0,3.0,100,671.5756938333334,597.0812869940086
500.0,3,0.5,1500.0,3.0,100,1307.2049223555555,1062.3381992253921
1500.0,0.33,0.5,30.0,1.0,100,674.6903397111112,630.1955429790679
1500.0,1,0.5,30.0,1.0,100,1322.8559942444444,1086.8568260184525
1500.0,3,0.5,30.0,1.0,100,2031.2744317555555,1415.387920747259
166.0,0.33,0.5,30.0,1.0,100,102.99464344444445,101.6367295839921
166.0,1,0.5,30.0,1.0,100,285.835195,274.8657677699776
166.0,3,0.5,30.0,1.0,100,679.7667779666667,619.9298356330555
500.0,0.33,0.5,30.0,1.0,100,279.46230633333334,265.97612020122875
500.0,1,0.5,30.0,1.0,100,688.4202617444445,632.9771614368352
500.0,3,0.5,30.0,1.0,100,1275.1587085888889,1025.444162479119
1500.0,0.33,0.5,30.0,150.0,100,672.0649775555555,611.2585296282181
1500.0,1,0.5,30.0,150.0,100,1301.5077863444444,1033.1117165476217
1500.0,3,0.5,30.0,150.0,100,2123.564679388889,1482.770988433217
166.0,0.33,0.5,30.0,150.0,100,102.94837842222222,101.0106082924596
166.0,1,0.5,30.0,150.0,100,286.28494816666665,277.55754207927185
166.0,3,0.5,30.0,150.0,100,683.9489957666667,628.2472180508963
500.0,0.33,0.5,30.0,150.0,100,281.22242077777776,271.0755101086494
500.0,1,0.5,30.0,150.0,100,683.4718272555556,621.0191320301635
500.0,3,0.5,30.0,150.0,100,1306.9895987222221,1076.7242003610163
1500.0,0.33,0.5,30.0,3.0,100,669.8486770777778,606.0590248082962
1500.0,1,0.5,30.0,3.0,100,1286.3038543555556,1001.3264723613223
1500.0,3,0.5,30.0,3.0,100,2042.4535522222222,1405.33110634297
166.0,0.33,0.5,30.0,3.0,100,103.58765264444445,102.32700174653878
166.0,1,0.5,30.0,3.0,100,284.80684542222224,275.04627127803974
166.0,3,0.5,30.0,3.0,100,675.4404363777778,619.6419751322856
500.0,0.33,0.5,30.0,3.0,100,282.2644357444444,271.5442839983801
500.0,1,0.5,30.0,3.0,100,678.1046409666667,616.3269855070897
500.0,3,0.5,30.0,3.0,100,1286.120514011111,1037.7371261472426
1500.0,1,0.6,15.0,15.0,100,1313.7544680666667,1079.3476863940043
1500.0,3,0.6,15.0,15.0,100,1995.3572521777778,1336.365307720798
1500.0,1,0.6,15.0,15.0,300,2031.5874446127946,1839.249523736776
1500.0,3,0.6,15.0,15.0,300,3880.8434823569023,3233.5090732160647
1500.0,1,0.6,15.0,15.0,500,2277.5642515555555,2046.4723356675045
1500.0,3,0.6,15.0,15.0,500,4910.181466833334,4249.122033930639
500.0,1,0.6,15.0,15.0,100,691.2736246777778,626.2521077919836
500.0,3,0.6,15.0,15.0,100,1293.7237934,1074.2891593971551
500.0,1,0.6,15.0,15.0,300,895.4092097643097,890.3240580047527
500.0,3,0.6,15.0,15.0,300,2074.452785050505,1909.4208175768563
500.0,1,0.6,15.0,15.0,500,868.9883568333333,849.3479710066115
500.0,3,0.6,15.0,15.0,500,2346.8025762222223,2354.676970273505
1500.0,0.33,0.7,10.0,1.0,100,638.8104955333333,579.5401710440897
1500.0,1,0.7,10.0,1.0,100,1340.9993899111112,1085.761629743054
1500.0,3,0.7,10.0,1.0,100,2001.2646076888889,1351.5536983422483
166.0,0.33,0.7,10.0,1.0,100,100.52397446666667,98.01939379396313
166.0,1,0.7,10.0,1.0,100,286.81444307777775,277.1820025851355
166.0,3,0.7,10.0,1.0,100,679.8521270333333,619.6933215983698
500.0,0.33,0.7,10.0,1.0,100,274.20364905555556,264.2462875673335
500.0,1,0.7,10.0,1.0,100,678.0396585222222,616.2201196404576
500.0,3,0.7,10.0,1.0,100,1319.8547410111112,1080.6702199554752
1500.0,0.33,0.7,10.0,150.0,100,658.7357135888889,603.149664528717
1500.0,1,0.7,10.0,150.0,100,1290.5554692777778,1020.5470191957315
1500.0,3,0.7,10.0,150.0,100,1986.9321848,1336.2212921063513
166.0,0.33,0.7,10.0,150.0,100,100.62067703333334,98.70718873093685
166.0,1,0.7,10.0,150.0,100,281.54759474444444,267.8220619291571
166.0,3,0.7,10.0,150.0,100,676.9648171666666,621.6397547103237
500.0,0.33,0.7,10.0,150.0,100,272.8828413333333,263.2721294692408
500.0,1,0.7,10.0,150.0,100,678.8082694444445,617.3340568366496
500.0,3,0.7,10.0,150.0,100,1313.817153322222,1073.2768478597563
1500.0,0.33,0.7,10.0,3.0,100,665.7380894222222,617.5274105177709
1500.0,1,0.7,10.0,3.0,100,1281.4333235444444,1018.9306395552087
1500.0,3,0.7,10.0,3.0,100,2061.1337331555555,1366.4348118031091
166.0,0.33,0.7,10.0,3.0,100,100.85140034444444,98.64376768226914
166.0,1,0.7,10.0,3.0,100,286.3431835777778,276.7667464237888
166.0,3,0.7,10.0,3.0,100,666.6372607,604.0028867261856
500.0,0.33,0.7,10.0,3.0,100,270.8636537111111,260.0393502015089
500.0,1,0.7,10.0,3.0,100,669.9577758666667,604.3560559252128
500.0,3,0.7,10.0,3.0,100,1290.428358111111,1041.0280653560033
1500.0,1,0.7,15.0,15.0,100,1302.7919974111112,1085.5389527869236
1500.0,3,0.7,15.0,15.0,100,2071.7454170555557,1467.7220909921366
1500.0,1,0.7,15.0,15.0,300,2026.8101760942761,1791.5182859404706
1500.0,3,0.7,15.0,15.0,300,3664.7250944444445,3126.592798929412
1500.0,1,0.7,15.0,15.0,500,2314.4529952222224,2135.069901605591
1500.0,3,0.7,15.0,15.0,500,4652.897245277778,3853.6631137654226
500.0,1,0.7,15.0,15.0,100,676.9025778666667,611.7968588761893
500.0,3,0.7,15.0,15.0,100,1308.7841948,1052.8663745033077
500.0,1,0.7,15.0,15.0,300,851.2558094612795,811.4981609756159
500.0,3,0.7,15.0,15.0,300,2116.599356026936,1891.6855479110125
500.0,1,0.7,15.0,15.0,500,900.2071427777778,883.7610708584479
500.0,3,0.7,15.0,15.0,500,2319.114384,2157.631186275605
1500.0,0.33,0.7,1500.0,1.0,100,638.6584335444444,577.6380254684212
1500.0,1,0.7,1500.0,1.0,100,1313.6326182,1087.8386725911525
1500.0,3,0.7,1500.0,1.0,100,2052.0615951555556,1421.053402139962
166.0,0.33,0.7,1500.0,1.0,100,101.36817636666666,99.78927004697165
