lifetime, velocity, separation, clife, cof, face, fripscore
500.0,3,100,30.0,1.0,0.8,0.00951313
1500.0,0.33,100,30.0,150.0,0.8,0.1479261
1500.0,1,100,30.0,150.0,0.8,0.01815468
1500.0,3,100,30.0,150.0,0.8,0.00621119
166.0,0.33,100,30.0,150.0,0.8,0.06737368
166.0,1,100,30.0,150.0,0.8,0.01618915
166.0,3,100,30.0,150.0,0.8,0.01105022
500.0,0.33,100,30.0,150.0,0.8,0.11834269
500.0,1,100,30.0,150.0,0.8,0.0149415
500.0,3,100,30.0,150.0,0.8,0.00949718
1500.0,0.33,100,30.0,3.0,0.8,0.15099025
1500.0,1,100,30.0,3.0,0.8,0.01929194
1500.0,3,100,30.0,3.0,0.8,0.01581774
166.0,0.33,100,30.0,3.0,0.8,0.06962116
166.0,1,100,30.0,3.0,0.8,0.01568566
166.0,3,100,30.0,3.0,0.8,0.01059516
500.0,0.33,100,30.0,3.0,0.8,0.11451902
500.0,1,100,30.0,3.0,0.8,0.01531463
500.0,3,100,30.0,3.0,0.8,0.00972554
1500.0,1,100,15.0,15.0,0.93,0.0290304
1500.0,3,100,15.0,15.0,0.93,0.01215176
1500.0,1,300,15.0,15.0,0.93,0.028081575757575757
1500.0,3,300,15.0,15.0,0.93,0.01095260606060606
1500.0,1,500,15.0,15.0,0.93,0.03195855
1500.0,3,500,15.0,15.0,0.93,0.01752595
500.0,1,100,15.0,15.0,0.93,0.0301093
500.0,3,100,15.0,15.0,0.93,0.00847527
500.0,1,300,15.0,15.0,0.93,0.029978484848484848
500.0,3,300,15.0,15.0,0.93,0.013486181818181819
500.0,1,500,15.0,15.0,0.93,0.0281758
500.0,3,500,15.0,15.0,0.93,0.01033425
1500.0,1,100,15.0,15.0,0.95,0.03581319
1500.0,3,100,15.0,15.0,0.95,0.01058439
1500.0,1,300,15.0,15.0,0.95,0.042006242424242425
1500.0,3,300,15.0,15.0,0.95,0.01147721212121212
1500.0,1,500,15.0,15.0,0.95,0.03736705
1500.0,3,500,15.0,15.0,0.95,0.00618125
500.0,1,100,15.0,15.0,0.95,0.0379467
500.0,3,100,15.0,15.0,0.95,0.01246652
500.0,1,300,15.0,15.0,0.95,0.03764454545454545
500.0,3,300,15.0,15.0,0.95,0.012521363636363636
500.0,1,500,15.0,15.0,0.95,0.0359917
500.0,3,500,15.0,15.0,0.95,0.0115958
1500.0,1,100,15.0,15.0,0.96,0.0475942
1500.0,3,100,15.0,15.0,0.96,0.00829716
1500.0,1,300,15.0,15.0,0.96,0.05391593939393939
1500.0,3,300,15.0,15.0,0.96,0.008058848484848485
1500.0,1,500,15.0,15.0,0.96,0.0403994
1500.0,3,500,15.0,15.0,0.96,0.01139005
500.0,1,100,15.0,15.0,0.96,0.04627016
500.0,3,100,15.0,15.0,0.96,0.01333334
500.0,1,300,15.0,15.0,0.96,0.04455021212121212
500.0,3,300,15.0,15.0,0.96,0.014002818181818182
500.0,1,500,15.0,15.0,0.96,0.0435928
500.0,3,500,15.0,15.0,0.96,0.0109845
1500.0,1,100,15.0,15.0,0.97,0.05256836
1500.0,3,100,15.0,15.0,0.97,0.00945937
1500.0,1,300,15.0,15.0,0.97,0.0486309696969697
1500.0,3,300,15.0,15.0,0.97,0.012685
1500.0,1,500,15.0,15.0,0.97,0.05711325
1500.0,3,500,15.0,15.0,0.97,0.0167314
500.0,1,100,15.0,15.0,0.97,0.05511543
500.0,3,100,15.0,15.0,0.97,0.01688918
500.0,1,300,15.0,15.0,0.97,0.05197
500.0,3,300,15.0,15.0,0.97,0.012506333333333333
500.0,1,500,15.0,15.0,0.97,0.0529598
500.0,3,500,15.0,15.0,0.97,0.0125233
1500.0,1,100,15.0,15.0,0.98,0.07882949
1500.0,3,100,15.0,15.0,0.98,0.01808789
1500.0,1,300,15.0,15.0,0.98,0.06850836363636363
1500.0,3,300,15.0,15.0,0.98,0.016923121212121212
1500.0,1,500,15.0,15.0,0.98,0.084124
1500.0,3,500,15.0,15.0,0.98,0.0096896
500.0,1,100,15.0,15.0,0.98,0.07305209
500.0,3,100,15.0,15.0,0.98,0.014044
500.0,1,300,15.0,15.0,0.98,0.07512360606060606
500.0,3,300,15.0,15.0,0.98,0.016927
500.0,1,500,15.0,15.0,0.98,0.07524975
500.0,3,500,15.0,15.0,0.98,0.01483805
1500.0,1,100,15.0,15.0,0.99,0.13320259
1500.0,3,100,15.0,15.0,0.99,0.0120724
1500.0,1,300,15.0,15.0,0.99,0.14347878787878787
1500.0,3,300,15.0,15.0,0.99,0.008786575757575757
1500.0,1,500,15.0,15.0,0.99,0.13217395
1500.0,3,500,15.0,15.0,0.99,0.02655025
500.0,1,100,15.0,15.0,0.99,0.12518671
500.0,3,100,15.0,15.0,0.99,0.01366727
500.0,1,300,15.0,15.0,0.99,0.12453775757575758
500.0,3,300,15.0,15.0,0.99,0.011178727272727272
500.0,1,500,15.0,15.0,0.99,0.12435255
500.0,3,500,15.0,15.0,0.99,0.0136166
1500.0,0.33,100,10.0,1.0,0.9,0.35567154
1500.0,1,100,10.0,1.0,0.9,0.02147828
1500.0,3,100,10.0,1.0,0.9,0.00488285
166.0,0.33,100,10.0,1.0,0.9,0.08605567
166.0,1,100,10.0,1.0,0.9,0.0230813
166.0,3,100,10.0,1.0,0.9,0.01212107
500.0,0.33,100,10.0,1.0,0.9,0.19800003
500.0,1,100,10.0,1.0,0.9,0.02352583
500.0,3,100,10.0,1.0,0.9,0.01458363
1500.0,0.33,100,10.0,150.0,0.9,0.36245275
1500.0,1,100,10.0,150.0,0.9,0.02557178
1500.0,3,100,10.0,150.0,0.9,0.00710161
166.0,0.33,100,10.0,150.0,0.9,0.08669004
166.0,1,100,10.0,150.0,0.9,0.02275477
166.0,3,100,10.0,150.0,0.9,0.01129036
500.0,0.33,100,10.0,150.0,0.9,0.20006171
500.0,1,100,10.0,150.0,0.9,0.02450553
500.0,3,100,10.0,150.0,0.9,0.00998326
1500.0,0.33,100,10.0,3.0,0.9,0.35836117
1500.0,1,100,10.0,3.0,0.9,0.0223774
1500.0,3,100,10.0,3.0,0.9,0.01219079
166.0,0.33,100,10.0,3.0,0.9,0.08547559
166.0,1,100,10.0,3.0,0.9,0.02365573
166.0,3,100,10.0,3.0,0.9,0.01115495
500.0,0.33,100,10.0,3.0,0.9,0.19699864
500.0,1,100,10.0,3.0,0.9,0.02213649
500.0,3,100,10.0,3.0,0.9,0.01324194
1500.0,1,100,15.0,15.0,0.9,0.01927597
1500.0,3,100,15.0,15.0,0.9,0.01187884
1500.0,1,300,15.0,15.0,0.9,0.01993030303030303
1500.0,3,300,15.0,15.0,0.9,0.009068818181818181
1500.0,1,500,15.0,15.0,0.9,0.0248759
1500.0,3,500,15.0,15.0,0.9,0.01816835
500.0,1,100,15.0,15.0,0.9,0.02273905
500.0,3,100,15.0,15.0,0.9,0.01312503
500.0,1,300,15.0,15.0,0.9,0.022864363636363638
500.0,3,300,15.0,15.0,0.9,0.01267221212121212
500.0,1,500,15.0,15.0,0.9,0.02239625
500.0,3,500,15.0,15.0,0.9,0.0132293
1500.0,0.33,100,1500.0,1.0,0.9,0.35848178
1500.0,1,100,1500.0,1.0,0.9,0.01916993
1500.0,3,100,1500.0,1.0,0.9,0.01282884
166.0,0.33,100,1500.0,1.0,0.9,0.0876594
166.0,1,100,1500.0,1.0,0.9,0.02351833
166.0,3,100,1500.0,1.0,0.9,0.01188227
500.0,0.33,100,1500.0,1.0,0.9,0.19401601
500.0,1,100,1500.0,1.0,0.9,0.02303886
500.0,3,100,1500.0,1.0,0.9,0.0126714
1500.0,0.33,100,1500.0,150.0,0.9,0.36054786
1500.0,1,100,1500.0,150.0,0.9,0.02065786
1500.0,3,100,1500.0,150.0,0.9,0.00953654
166.0,0.33,100,1500.0,150.0,0.9,0.08615476
166.0,1,100,1500.0,150.0,0.9,0.02258307
166.0,3,100,1500.0,150.0,0.9,0.01250525
500.0,0.33,100,1500.0,150.0,0.9,0.19591738
500.0,1,100,1500.0,150.0,0.9,0.02281117
500.0,3,100,1500.0,150.0,0.9,0.01151611
1500.0,0.33,100,1500.0,3.0,0.9,0.35903941
1500.0,1,100,1500.0,3.0,0.9,0.02544954
1500.0,3,100,1500.0,3.0,0.9,0.00852493
166.0,0.33,100,1500.0,3.0,0.9,0.08658846
166.0,1,100,1500.0,3.0,0.9,0.02275546
166.0,3,100,1500.0,3.0,0.9,0.01094732
500.0,0.33,100,1500.0,3.0,0.9,0.19920726
500.0,1,100,1500.0,3.0,0.9,0.02388531
500.0,3,100,1500.0,3.0,0.9,0.01061916
1500.0,0.33,100,30.0,1.0,0.9,0.35689109
1500.0,1,100,30.0,1.0,0.9,0.02364628
1500.0,3,100,30.0,1.0,0.9,0.00786754
166.0,0.33,100,30.0,1.0,0.9,0.0849895
166.0,1,100,30.0,1.0,0.9,0.02279125
166.0,3,100,30.0,1.0,0.9,0.01087408
500.0,0.33,100,30.0,1.0,0.9,0.20147536
500.0,1,100,30.0,1.0,0.9,0.02299219
500.0,3,100,30.0,1.0,0.9,0.01135105
1500.0,0.33,100,30.0,150.0,0.9,0.35447001
1500.0,1,100,30.0,150.0,0.9,0.01849078
1500.0,3,100,30.0,150.0,0.9,0.01233603
166.0,0.33,100,30.0,150.0,0.9,0.08644957
166.0,1,100,30.0,150.0,0.9,0.0226749
166.0,3,100,30.0,150.0,0.9,0.01093102
500.0,0.33,100,30.0,150.0,0.9,0.20032707
500.0,1,100,30.0,150.0,0.9,0.02342564
500.0,3,100,30.0,150.0,0.9,0.00991927
1500.0,0.33,100,30.0,3.0,0.9,0.35267093
1500.0,1,100,30.0,3.0,0.9,0.02652876
1500.0,3,100,30.0,3.0,0.9,0.01058061
166.0,0.33,100,30.0,3.0,0.9,0.08617113
166.0,1,100,30.0,3.0,0.9,0.02296309
166.0,3,100,30.0,3.0,0.9,0.01302159
500.0,0.33,100,30.0,3.0,0.9,0.19950068
500.0,1,100,30.0,3.0,0.9,0.02348703
500.0,3,100,30.0,3.0,0.9,0.0104027
1500.0,0.33,100,10.0,1.0,0,0.00967221
1500.0,1,100,10.0,1.0,0,0.00941637
1500.0,3,100,10.0,1.0,0,0.00424524
166.0,0.33,100,10.0,1.0,0,0.00962703
166.0,1,100,10.0,1.0,0,0.00939326
166.0,3,100,10.0,1.0,0,0.00896574
500.0,0.33,100,10.0,1.0,0,0.00948925
500.0,1,100,10.0,1.0,0,0.0098732
500.0,3,100,10.0,1.0,0,0.00998861
1500.0,0.33,100,10.0,150.0,0,0.01075855
1500.0,1,100,10.0,150.0,0,0.00750548
1500.0,3,100,10.0,150.0,0,0.00921617
166.0,0.33,100,10.0,150.0,0,0.00958267
166.0,1,100,10.0,150.0,0,0.00969672
166.0,3,100,10.0,150.0,0,0.00953525
500.0,0.33,100,10.0,150.0,0,0.00976915
500.0,1,100,10.0,150.0,0,0.00953495
500.0,3,100,10.0,150.0,0,0.00961288
1500.0,0.33,100,10.0,3.0,0,0.01030579
1500.0,1,100,10.0,3.0,0,0.0086652
1500.0,3,100,10.0,3.0,0,0.00789436
166.0,0.33,100,10.0,3.0,0,0.00973971
166.0,1,100,10.0,3.0,0,0.00933761
166.0,3,100,10.0,3.0,0,0.01050786
500.0,0.33,100,10.0,3.0,0,0.01000481
500.0,1,100,10.0,3.0,0,0.00995334
500.0,3,100,10.0,3.0,0,0.00816412
1500.0,0.33,100,1500.0,1.0,0,0.01101562
1500.0,1,100,1500.0,1.0,0,0.00920233
1500.0,3,100,1500.0,1.0,0,0.00547629
166.0,0.33,100,1500.0,1.0,0,0.00971831
166.0,1,100,1500.0,1.0,0,0.00937244
166.0,3,100,1500.0,1.0,0,0.01046219
500.0,0.33,100,1500.0,1.0,0,0.00936301
500.0,1,100,1500.0,1.0,0,0.00959536
500.0,3,100,1500.0,1.0,0,0.00908235
1500.0,0.33,100,1500.0,150.0,0,0.00953953
1500.0,1,100,1500.0,150.0,0,0.00992123
1500.0,3,100,1500.0,150.0,0,0.01245971
166.0,0.33,100,1500.0,150.0,0,0.00948229
166.0,1,100,1500.0,150.0,0,0.00951401
166.0,3,100,1500.0,150.0,0,0.00946678
500.0,0.33,100,1500.0,150.0,0,0.00960752
500.0,1,100,1500.0,150.0,0,0.0096003
500.0,3,100,1500.0,150.0,0,0.00746834
1500.0,0.33,100,1500.0,3.0,0,0.0093251
1500.0,1,100,1500.0,3.0,0,0.00962603
1500.0,3,100,1500.0,3.0,0,0.00694105
166.0,0.33,100,1500.0,3.0,0,0.00964382
166.0,1,100,1500.0,3.0,0,0.00975198
166.0,3,100,1500.0,3.0,0,0.00889489
500.0,0.33,100,1500.0,3.0,0,0.00935425
500.0,1,100,1500.0,3.0,0,0.00980128
500.0,3,100,1500.0,3.0,0,0.00948617
1500.0,0.33,100,30.0,1.0,0,0.00893843
1500.0,1,100,30.0,1.0,0,0.00856211
1500.0,3,100,30.0,1.0,0,0.01109376
166.0,0.33,100,30.0,1.0,0,0.00955583
166.0,1,100,30.0,1.0,0,0.00940362
166.0,3,100,30.0,1.0,0,0.0102339
500.0,0.33,100,30.0,1.0,0,0.00997051
500.0,1,100,30.0,1.0,0,0.01003326
500.0,3,100,30.0,1.0,0,0.00879189
1500.0,0.33,100,30.0,150.0,0,0.00939005
1500.0,1,100,30.0,150.0,0,0.00985573
1500.0,3,100,30.0,150.0,0,0.00926111
166.0,0.33,100,30.0,150.0,0,0.00949902
166.0,1,100,30.0,150.0,0,0.00925564
166.0,3,100,30.0,150.0,0,0.00864896
500.0,0.33,100,30.0,150.0,0,0.00925913
500.0,1,100,30.0,150.0,0,0.00821701
500.0,3,100,30.0,150.0,0,0.00786059
1500.0,0.33,100,30.0,3.0,0,0.00973198
1500.0,1,100,30.0,3.0,0,0.01081173
1500.0,3,100,30.0,3.0,0,0.01146106
166.0,0.33,100,30.0,3.0,0,0.00948604
166.0,1,100,30.0,3.0,0,0.0094744
166.0,3,100,30.0,3.0,0,0.01131962
500.0,0.33,100,30.0,3.0,0,0.00907487
500.0,1,100,30.0,3.0,0,0.00962094
500.0,3,100,30.0,3.0,0,0.00815878
1500.0,0.33,100,10.0,1.0,1.0,0.43891553
1500.0,1,100,10.0,1.0,1.0,0.66049774
1500.0,3,100,10.0,1.0,1.0,0.79401356
166.0,0.33,100,10.0,1.0,1.0,0.090213
166.0,1,100,10.0,1.0,1.0,0.22375471
166.0,3,100,10.0,1.0,1.0,0.4414475
500.0,0.33,100,10.0,1.0,1.0,0.22029262
500.0,1,100,10.0,1.0,1.0,0.45285816
500.0,3,100,10.0,1.0,1.0,0.65825907
1500.0,0.33,100,10.0,150.0,1.0,0.43446099
1500.0,1,100,10.0,150.0,1.0,0.67653964
1500.0,3,100,10.0,150.0,1.0,0.8141209
166.0,0.33,100,10.0,150.0,1.0,0.08962583
166.0,1,100,10.0,150.0,1.0,0.22150692
166.0,3,100,10.0,150.0,1.0,0.44602789
500.0,0.33,100,10.0,150.0,1.0,0.22500175
500.0,1,100,10.0,150.0,1.0,0.44288985
500.0,3,100,10.0,150.0,1.0,0.67607751
1500.0,0.33,100,10.0,3.0,1.0,0.44191552
1500.0,1,100,10.0,3.0,1.0,0.66484686
1500.0,3,100,10.0,3.0,1.0,0.80681228
166.0,0.33,100,10.0,3.0,1.0,0.09061645
166.0,1,100,10.0,3.0,1.0,0.22847907
166.0,3,100,10.0,3.0,1.0,0.45780724
500.0,0.33,100,10.0,3.0,1.0,0.22483838
500.0,1,100,10.0,3.0,1.0,0.44655749
500.0,3,100,10.0,3.0,1.0,0.67765743
1500.0,1,100,15.0,15.0,1.0,0.66397194
1500.0,3,100,15.0,15.0,1.0,0.79752957
1500.0,1,300,15.0,15.0,1.0,0.7203406969696969
1500.0,3,300,15.0,15.0,1.0,0.8933169696969697
1500.0,1,500,15.0,15.0,1.0,0.73935525
1500.0,3,500,15.0,15.0,1.0,0.89370155
500.0,1,100,15.0,15.0,1.0,0.44416937
500.0,3,100,15.0,15.0,1.0,0.66445665
500.0,1,300,15.0,15.0,1.0,0.47527363636363634
500.0,3,300,15.0,15.0,1.0,0.715103909090909
500.0,1,500,15.0,15.0,1.0,0.48207985
500.0,3,500,15.0,15.0,1.0,0.73463615
1500.0,0.33,100,1500.0,1.0,1.0,0.43773324
1500.0,1,100,1500.0,1.0,1.0,0.67938667
1500.0,3,100,1500.0,1.0,1.0,0.80318666
166.0,0.33,100,1500.0,1.0,1.0,0.09129312
166.0,1,100,1500.0,1.0,1.0,0.22225579
166.0,3,100,1500.0,1.0,1.0,0.44650401
500.0,0.33,100,1500.0,1.0,1.0,0.22187141
500.0,1,100,1500.0,1.0,1.0,0.45058966
500.0,3,100,1500.0,1.0,1.0,0.67359173
1500.0,0.33,100,1500.0,150.0,1.0,0.43982741
1500.0,1,100,1500.0,150.0,1.0,0.67391677
1500.0,3,100,1500.0,150.0,1.0,0.78269981
166.0,0.33,100,1500.0,150.0,1.0,0.09049739
166.0,1,100,1500.0,150.0,1.0,0.22528225
166.0,3,100,1500.0,150.0,1.0,0.44219215
500.0,0.33,100,1500.0,150.0,1.0,0.2195064
500.0,1,100,1500.0,150.0,1.0,0.45309352
500.0,3,100,1500.0,150.0,1.0,0.681176
1500.0,0.33,100,1500.0,3.0,1.0,0.44313804
1500.0,1,100,1500.0,3.0,1.0,0.66853907
1500.0,3,100,1500.0,3.0,1.0,0.7995059
166.0,0.33,100,1500.0,3.0,1.0,0.09327536
166.0,1,100,1500.0,3.0,1.0,0.22310915
166.0,3,100,1500.0,3.0,1.0,0.44875821
500.0,0.33,100,1500.0,3.0,1.0,0.2216211
500.0,1,100,1500.0,3.0,1.0,0.44610778
500.0,3,100,1500.0,3.0,1.0,0.66112992
1500.0,0.33,100,30.0,1.0,1.0,0.44222872
1500.0,1,100,30.0,1.0,1.0,0.665289
1500.0,3,100,30.0,1.0,1.0,0.81184919
166.0,0.33,100,30.0,1.0,1.0,0.09145977
166.0,1,100,30.0,1.0,1.0,0.22106533
166.0,3,100,30.0,1.0,1.0,0.44538554
500.0,0.33,100,30.0,1.0,1.0,0.22845831
500.0,1,100,30.0,1.0,1.0,0.44302252
500.0,3,100,30.0,1.0,1.0,0.65572172
1500.0,0.33,100,30.0,150.0,1.0,0.44611958
1500.0,1,100,30.0,150.0,1.0,0.66269563
1500.0,3,100,30.0,150.0,1.0,0.81510701
166.0,0.33,100,30.0,150.0,1.0,0.08980629
166.0,1,100,30.0,150.0,1.0,0.22356589
166.0,3,100,30.0,150.0,1.0,0.45103529
500.0,0.33,100,30.0,150.0,1.0,0.22023402
500.0,1,100,30.0,150.0,1.0,0.43807891
500.0,3,100,30.0,150.0,1.0,0.67293495
1500.0,0.33,100,30.0,3.0,1.0,0.43859217
1500.0,1,100,30.0,3.0,1.0,0.66935822
1500.0,3,100,30.0,3.0,1.0,0.80619972
166.0,0.33,100,30.0,3.0,1.0,0.09126804
166.0,1,100,30.0,3.0,1.0,0.22520403
166.0,3,100,30.0,3.0,1.0,0.43720097
500.0,0.33,100,30.0,3.0,1.0,0.22024285
500.0,1,100,30.0,3.0,1.0,0.44965254
500.0,3,100,30.0,3.0,1.0,0.66929974
