life,velocity,clife,cof,peak_ave
4500.0,1,22.86,5.71,1.0022607148927134
500.0,1,22.86,5.71,1.0039442772515217
5500.0,1,22.86,5.71,1.0144480333010926
1500.0,1,22.86,9.8,1.0047541921218146
2500.0,1,22.86,9.8,1.0068408059204743
3500.0,1,22.86,9.8,1.0096841273933739
4500.0,1,22.86,9.8,1.0338332430067145
500.0,1,22.86,9.8,1.001620413681058
5500.0,1,22.86,9.8,1.0241880214299293
1500.0,1,228.57,11.43,1.0655220167761381
2500.0,1,228.57,11.43,1.0815315243358443
3500.0,1,228.57,11.43,1.1024506789786628
4500.0,1,228.57,11.43,1.1273612036295686
500.0,1,228.57,11.43,1.016412301659873
5500.0,1,228.57,11.43,1.1182267537580912
1500.0,1,228.57,12.7,1.0612099736731413
2500.0,1,228.57,12.7,1.0889824897338563
3500.0,1,228.57,12.7,1.1337890581569325
4500.0,1,228.57,12.7,1.0942833722446863
500.0,1,228.57,12.7,1.016562250609816
5500.0,1,228.57,12.7,1.1512490940917761
1500.0,1,228.57,152.38,1.0338104812585531
2500.0,1,228.57,152.38,1.0564519571636495
3500.0,1,228.57,152.38,1.0893196805136531
4500.0,1,228.57,152.38,1.0982835056724805
500.0,1,228.57,152.38,1.0108456645092612
5500.0,1,228.57,152.38,1.0778563530127017
1500.0,1,228.57,228.57,1.0306867317046051
2500.0,1,228.57,228.57,1.0489174918269049
3500.0,1,228.57,228.57,1.052971806654165
4500.0,1,228.57,228.57,1.0485594088134786
500.0,1,228.57,228.57,1.0070954601623507
5500.0,1,228.57,228.57,1.0260717966940378
1500.0,1,228.57,24.49,1.0535017253347028
2500.0,1,228.57,24.49,1.0720537989191745
3500.0,1,228.57,24.49,1.116138717337283
4500.0,1,228.57,24.49,1.0826577125411774
500.0,1,228.57,24.49,1.0174948192219835
5500.0,1,228.57,24.49,1.1039320609393979
1500.0,1,228.57,25.4,1.0575895195346905
2500.0,1,228.57,25.4,1.0960243728148922
3500.0,1,228.57,25.4,1.0908419084199152
4500.0,1,228.57,25.4,1.1191794842694276
500.0,1,228.57,25.4,1.0164510725776823
5500.0,1,228.57,25.4,1.1052127421632307
1500.0,1,228.57,342.86,1.0283723751172948
2500.0,1,228.57,342.86,1.0448381074609672
3500.0,1,228.57,342.86,1.0629469801092155
4500.0,1,228.57,342.86,1.0364516442986422
500.0,1,228.57,342.86,1.0078132386581324
5500.0,1,228.57,342.86,1.086315040389877
1500.0,1,228.57,57.14,1.0498463096551947
2500.0,1,228.57,57.14,1.0525323545919012
3500.0,1,228.57,57.14,1.0803367858053903
4500.0,1,228.57,57.14,1.0908784855693154
500.0,1,228.57,57.14,1.0114117351303236
5500.0,1,228.57,57.14,1.1002705803499697
1500.0,1,228.57,97.96,1.0417748783705891
2500.0,1,228.57,97.96,1.0614490703148507
3500.0,1,228.57,97.96,1.081091053807664
4500.0,1,228.57,97.96,1.0814440399596534
500.0,1,228.57,97.96,1.0107011995519108
5500.0,1,228.57,97.96,1.1021546547978263
1500.0,1,2285.71,114.29,1.1265631972610604
2500.0,1,2285.71,114.29,1.2033186673328182
3500.0,1,2285.71,114.29,1.2505480391266415
4500.0,1,2285.71,114.29,1.3058495396761463
500.0,1,2285.71,114.29,1.0266464891988778
5500.0,1,2285.71,114.29,1.351077035912736
1500.0,1,2285.71,126.98,1.1225107629888684
2500.0,1,2285.71,126.98,1.1990074465632041
3500.0,1,2285.71,126.98,1.250299395219611
4500.0,1,2285.71,126.98,1.2908229244357183
500.0,1,2285.71,126.98,1.030534322051397
5500.0,1,2285.71,126.98,1.3205128201398595
1500.0,1,2285.71,1523.81,1.1101818101174392
2500.0,1,2285.71,1523.81,1.1872537996617323
3500.0,1,2285.71,1523.81,1.245176056165799
4500.0,1,2285.71,1523.81,1.2789728429495095
500.0,1,2285.71,1523.81,1.0303395081338762
5500.0,1,2285.71,1523.81,1.3147504330794932
2500.0,1,2285.71,2285.71,1.1617871032048925
3500.0,1,2285.71,2285.71,1.1948118744252123
4500.0,1,2285.71,2285.71,1.2401941856914882
500.0,1,2285.71,2285.71,1.0225583473236675
5500.0,1,2285.71,2285.71,1.255578952751101
1500.0,1,2285.71,244.9,1.1221945550794692
2500.0,1,2285.71,244.9,1.193249670217751
3500.0,1,2285.71,244.9,1.2485961683948084
4500.0,1,2285.71,244.9,1.304188067545529
5500.0,1,2285.71,244.9,1.3443748760594445
1500.0,1,2285.71,253.97,1.1163248810313315
2500.0,1,2285.71,253.97,1.2076909009548196
4500.0,1,2285.71,253.97,1.2857657234976154
500.0,1,2285.71,253.97,1.0318832776125846
5500.0,1,2285.71,253.97,1.340067811902662
1500.0,1,2285.71,3428.57,1.0940906391968523
2500.0,1,2285.71,3428.57,1.1335135187122949
3500.0,1,2285.71,3428.57,1.1938894781533016
4500.0,1,2285.71,3428.57,1.2060233660542414
500.0,1,2285.71,3428.57,1.0201356382373008
5500.0,1,2285.71,3428.57,1.2483899508974314
1500.0,1,2285.71,571.43,1.1160317832692304
2500.0,1,2285.71,571.43,1.1961079559737133
3500.0,1,2285.71,571.43,1.2460452961335273
4500.0,1,2285.71,571.43,1.3133866151192461
500.0,1,2285.71,571.43,1.029921397349559
5500.0,1,2285.71,571.43,1.3299477373411337
1500.0,1,2285.71,979.59,1.123351773754549
2500.0,1,2285.71,979.59,1.1688762370032684
3500.0,1,2285.71,979.59,1.2184210285562318
4500.0,1,2285.71,979.59,1.2789062320482578
500.0,1,2285.71,979.59,1.0269281045124539
5500.0,1,2285.71,979.59,1.289165999269026
1500.0,1,342.86,146.94,1.0536139597269367
2500.0,1,342.86,146.94,1.0780716388210017
3500.0,1,342.86,146.94,1.112676989123769
4500.0,1,342.86,146.94,1.121826772166839
500.0,1,342.86,146.94,1.0155629185109076
5500.0,1,342.86,146.94,1.1353355397291764
1500.0,1,342.86,228.57,1.0645513336427683
2500.0,1,342.86,228.57,1.0811507581839432
3500.0,1,342.86,228.57,1.0853895750814435
4500.0,1,342.86,228.57,1.081712560549599
500.0,1,342.86,228.57,1.0139696097549882
5500.0,1,342.86,228.57,1.1165225707522275
1500.0,1,342.86,342.86,1.0382920113415184
2500.0,1,342.86,342.86,1.0745505697123445
3500.0,1,342.86,342.86,1.0693299640105365
4500.0,1,342.86,342.86,1.0982722385002557
500.0,1,342.86,342.86,1.0157533712433102
5500.0,1,342.86,342.86,1.1257490529809662
1500.0,1,342.86,38.09,1.0699773105827448
2500.0,1,342.86,38.09,1.1342423070013188
3500.0,1,342.86,38.09,1.1418847815829984
4500.0,1,342.86,38.09,1.1187379640043151
500.0,1,342.86,38.09,1.0231967975253968
5500.0,1,342.86,38.09,1.1583502790265243
1500.0,1,342.86,38.1,1.0770352926295683
2500.0,1,342.86,38.1,1.1163730938188057
3500.0,1,342.86,38.1,1.1072748853630434
4500.0,1,342.86,38.1,1.1546716697105748
500.0,1,342.86,38.1,1.0203830191599514
5500.0,1,342.86,38.1,1.1759568030825955
1500.0,1,342.86,85.72,1.0689089205371847
2500.0,1,342.86,85.72,1.0884571800453005
3500.0,1,342.86,85.72,1.1369661173084602
4500.0,1,342.86,85.72,1.1402109240900482
500.0,1,342.86,85.72,1.0146472474197707
5500.0,1,342.86,85.72,1.1608628687947442
1500.0,1,3428.57,1469.39,1.120683933938346
2500.0,1,3428.57,1469.39,1.173741884473352
3500.0,1,3428.57,1469.39,1.2323496476660605
4500.0,1,3428.57,1469.39,1.287562422334079
500.0,1,3428.57,1469.39,1.0293340069739871
5500.0,1,3428.57,1469.39,1.3482197654680914
1500.0,1,3428.57,2285.71,1.1065492277596445
2500.0,1,3428.57,2285.71,1.1744407390989373
3500.0,1,3428.57,2285.71,1.2485680363513454
4500.0,1,3428.57,2285.71,1.2726342768080532
500.0,1,3428.57,2285.71,1.0292696015731853
5500.0,1,3428.57,2285.71,1.2929363440758728
1500.0,1,3428.57,3428.57,1.107569116683527
2500.0,1,3428.57,3428.57,1.1718125797116972
3500.0,1,3428.57,3428.57,1.2075933258985148
4500.0,1,3428.57,3428.57,1.252817469514896
500.0,1,3428.57,3428.57,1.0237536281034867
5500.0,1,3428.57,3428.57,1.268231731931956
1500.0,1,3428.57,380.95,1.1203077042030993
2500.0,1,3428.57,380.95,1.1953810222294419
3500.0,1,3428.57,380.95,1.2531892288373077
4500.0,1,3428.57,380.95,1.3082871107348053
500.0,1,3428.57,380.95,1.030982874069262
5500.0,1,3428.57,380.95,1.3256273438564565
1500.0,1,3428.57,857.14,1.1248924671850744
2500.0,1,3428.57,857.14,1.2120955815688466
3500.0,1,3428.57,857.14,1.2430355537421383
4500.0,1,3428.57,857.14,1.2926479420068329
500.0,1,3428.57,857.14,1.0321710132589608
5500.0,1,3428.57,857.14,1.3273210964421032
1500.0,1,57.14,14.28,1.016710853391519
2500.0,1,57.14,14.28,1.017741192293094
3500.0,1,57.14,14.28,1.0355294055469788
4500.0,1,57.14,14.28,1.027728093244853
500.0,1,57.14,14.28,1.0048170906684253
5500.0,1,57.14,14.28,1.0282387342385813
1500.0,1,57.14,2.86,1.0217376649378846
2500.0,1,57.14,2.86,1.0325823615426826
3500.0,1,57.14,2.86,1.027143160954592
4500.0,1,57.14,2.86,1.056480031898423
500.0,1,57.14,2.86,1.0056223463638967
5500.0,1,57.14,2.86,1.0651805995145178
1500.0,1,57.14,228.57,1.0044908199998952
2500.0,1,57.14,228.57,0.9894059327703836
3500.0,1,57.14,228.57,1.0145677454793474
4500.0,1,57.14,228.57,0.9900949214425171
500.0,1,57.14,228.57,0.9989304542084255
5500.0,1,57.14,228.57,1.0072221146612015
1500.0,1,57.14,24.49,1.016254302550941
2500.0,1,57.14,24.49,1.013885308377546
3500.0,1,57.14,24.49,1.0086789379246772
4500.0,1,57.14,24.49,1.0380802552213646
500.0,1,57.14,24.49,1.0001514560563534
5500.0,1,57.14,24.49,1.0209162873868318
1500.0,1,57.14,38.09,1.0085326432764454
2500.0,1,57.14,38.09,1.0116574762889077
3500.0,1,57.14,38.09,1.0183542646540151
4500.0,1,57.14,38.09,1.0362878835211538
500.0,1,57.14,38.09,1.0026147856215633
5500.0,1,57.14,38.09,1.009875670959215
1500.0,1,57.14,38.1,1.01153309717831
2500.0,1,57.14,38.1,1.0114810599526691
3500.0,1,57.14,38.1,1.013356227718076
4500.0,1,57.14,38.1,1.030336257244278
500.0,1,57.14,38.1,1.0020843321819817
5500.0,1,57.14,38.1,1.0211009771153354
1500.0,1,57.14,489.8,0.995096314023985
2500.0,1,57.14,489.8,1.006039465913159
3500.0,1,57.14,489.8,1.0006531065755153
4500.0,1,57.14,489.8,1.0149768817759137
500.0,1,57.14,489.8,0.9995364698992553
5500.0,1,57.14,489.8,1.0102758270485634
1500.0,1,57.14,57.14,1.0107944410142382
2500.0,1,57.14,57.14,1.0120659358650688
3500.0,1,57.14,57.14,1.0125319503790078
4500.0,1,57.14,57.14,1.0045215493564477
500.0,1,57.14,57.14,1.0035168302773554
5500.0,1,57.14,57.14,1.0000117734814087
1500.0,1,57.14,6.35,1.0230480790892589
2500.0,1,57.14,6.35,1.0367838270333851
3500.0,1,57.14,6.35,1.0380914533650405
4500.0,1,57.14,6.35,1.0412933363855217
500.0,1,57.14,6.35,1.0068029793612319
5500.0,1,57.14,6.35,1.0621223300507137
1500.0,1,57.14,85.72,1.0066587522954684
2500.0,1,57.14,85.72,1.0182030429506823
3500.0,1,57.14,85.72,0.9991204836605132
4500.0,1,57.14,85.72,0.9998912577843743
500.0,1,57.14,85.72,1.0013816230807195
5500.0,1,57.14,85.72,0.9703241589828273
1500.0,1,57.14,9.8,1.0162107327438559
2500.0,1,57.14,9.8,1.0276681965373076
3500.0,1,57.14,9.8,1.0272857678752834
4500.0,1,57.14,9.8,1.0379983260151822
500.0,1,57.14,9.8,1.004610926436224
5500.0,1,57.14,9.8,1.0071129501304654
1500.0,1,571.43,142.86,1.0831251276401734
2500.0,1,571.43,142.86,1.1180554323097947
3500.0,1,571.43,142.86,1.186871005417574
4500.0,1,571.43,142.86,1.1775430057379876
500.0,1,571.43,142.86,1.02358536453471
5500.0,1,571.43,142.86,1.208100300636331
1500.0,1,571.43,146.94,1.092953779782757
2500.0,1,571.43,146.94,1.1442798985081428
3500.0,1,571.43,146.94,1.166091574535517
4500.0,1,571.43,146.94,1.1598725895854898
500.0,1,571.43,146.94,1.0200906383041846
5500.0,1,571.43,146.94,1.1797106625968692
1500.0,1,571.43,2285.71,1.0273944601032738
2500.0,1,571.43,2285.71,1.0414719728421726
3500.0,1,571.43,2285.71,1.0537293002964951
4500.0,1,571.43,2285.71,1.0480523461086602
500.0,1,571.43,2285.71,1.007402251498
5500.0,1,571.43,2285.71,1.0664645646074302
1500.0,1,571.43,244.9,1.0931032143966741
2500.0,1,571.43,244.9,1.1315148573103662
3500.0,1,571.43,244.9,1.14211445008211
4500.0,1,571.43,244.9,1.1944917140297353
500.0,1,571.43,244.9,1.0210841499793775
5500.0,1,571.43,244.9,1.1873721216265962
1500.0,1,571.43,28.57,1.0964804209299293
2500.0,1,571.43,28.57,1.1373411858951703
3500.0,1,571.43,28.57,1.2050582445808127
4500.0,1,571.43,28.57,1.2064023996242328
500.0,1,571.43,28.57,1.0250341415713944
5500.0,1,571.43,28.57,1.2708798856475887
1500.0,1,571.43,380.95,1.0712935649709738
2500.0,1,571.43,380.95,1.1121977535905754
3500.0,1,571.43,380.95,1.1272552751284082
4500.0,1,571.43,380.95,1.163139231643308
500.0,1,571.43,380.95,1.0194982910088812
5500.0,1,571.43,380.95,1.1324376687697946
1500.0,1,571.43,4897.96,1.0097931465528842
2500.0,1,571.43,4897.96,1.0317158890197715
3500.0,1,571.43,4897.96,1.017813174038476
4500.0,1,571.43,4897.96,1.0539377893520012
500.0,1,571.43,4897.96,1.002843836045579
5500.0,1,571.43,4897.96,1.0512187748597988
1500.0,1,571.43,571.43,1.0704554021746255
2500.0,1,571.43,571.43,1.1037639069212508
3500.0,1,571.43,571.43,1.1207702261803516
4500.0,1,571.43,571.43,1.0863232287395865
500.0,1,571.43,571.43,1.0159682844664422
5500.0,1,571.43,571.43,1.1163838334781078
1500.0,1,571.43,63.49,1.0969006617974333
2500.0,1,571.43,63.49,1.1347408509266483
3500.0,1,571.43,63.49,1.1973250906777995
4500.0,1,571.43,63.49,1.2005024085171923
500.0,1,571.43,63.49,1.0273872691363897
5500.0,1,571.43,63.49,1.181111609791026
1500.0,1,571.43,857.14,1.054191280395812
2500.0,1,571.43,857.14,1.066955653974479
3500.0,1,571.43,857.14,1.1128776629787165
4500.0,1,571.43,857.14,1.1418111964673092
500.0,1,571.43,857.14,1.0120690408974986
5500.0,1,571.43,857.14,1.1220509178465912
1500.0,1,571.43,97.96,1.0937869474959474
2500.0,1,571.43,97.96,1.147209083337138
3500.0,1,571.43,97.96,1.1713168858774696
4500.0,1,571.43,97.96,1.1997809376988016
500.0,1,571.43,97.96,1.0247467533425922
5500.0,1,571.43,97.96,1.2328913872563148
