life,velocity,clife,cof,peak_ave
1500.0,1,1.5,0.15,1.032694490154665
500.0,1,1.5,0.15,1.023976568080376
1500.0,1,1.5,0.3,0.9985258903438441
500.0,1,1.5,0.3,1.0066505954725753
1500.0,1,1.5,1.0,1.000815629341441
500.0,1,1.5,1.0,1.005488078850524
1500.0,1,1.5,15.0,0.9896020886156922
500.0,1,1.5,15.0,1.0047609395804689
1500.0,1,1.5,150.0,1.0068665496457692
500.0,1,1.5,150.0,1.0041371456064776
1500.0,1,1.5,1500.0,1.0059314509904336
500.0,1,1.5,1500.0,0.9993414022430643
1500.0,1,1.5,3.0,0.9983727638666071
500.0,1,1.5,3.0,1.0023358162258613
1500.0,1,1.5,50.0,1.0029661272314263
500.0,1,1.5,50.0,1.0094701726191146
1500.0,1,1.5,500.0,0.9981042464307416
500.0,1,1.5,500.0,0.993554960734266
1500.0,1,10.0,0.15,1.19276472931289
500.0,1,10.0,0.15,1.1206853732419209
1500.0,1,10.0,0.3,1.0643311836895308
500.0,1,10.0,0.3,1.02772909484653
1500.0,1,10.0,1.0,1.0097299255020318
500.0,1,10.0,1.0,1.0107427422352915
1500.0,1,10.0,15.0,0.9992183735798592
500.0,1,10.0,15.0,1.0034228521806572
1500.0,1,10.0,150.0,1.0156863975583041
500.0,1,10.0,150.0,1.004033605185024
1500.0,1,10.0,1500.0,0.9862097142235915
500.0,1,10.0,1500.0,0.9876279760087301
1500.0,1,10.0,3.0,1.0096685847632283
500.0,1,10.0,3.0,1.001592372968804
1500.0,1,10.0,50.0,1.0000213841232295
500.0,1,10.0,50.0,1.0054288931869841
1500.0,1,10.0,500.0,0.995663689736302
500.0,1,10.0,500.0,1.0043154464184325
1500.0,1,150.0,0.15,1.6688798847608628
500.0,1,150.0,0.15,1.2968527696442902
1500.0,1,150.0,0.3,1.4702673268208284
500.0,1,150.0,0.3,1.20874177634791
1500.0,1,150.0,1.0,1.2614826532608465
500.0,1,150.0,1.0,1.1412696748200863
1500.0,1,150.0,15.0,1.118988007544475
500.0,1,150.0,15.0,1.0794601189328963
1500.0,1,150.0,150.0,1.0681066606247407
500.0,1,150.0,150.0,1.0368465880048914
1500.0,1,150.0,1500.0,1.0076627383800787
500.0,1,150.0,1500.0,1.0049303423482154
1500.0,1,150.0,3.0,1.1686864882433186
500.0,1,150.0,3.0,1.0923213594273418
1500.0,1,150.0,50.0,1.1053434467938772
500.0,1,150.0,50.0,1.0540947343330256
1500.0,1,150.0,500.0,1.027014157379123
500.0,1,150.0,500.0,1.0161145114982033
1500.0,1,1500.0,0.15,1.688621138983652
500.0,1,1500.0,0.15,1.3022138429407386
