orientation,chr_distance,peak_score
+-,42.5,2.297975236433974
+-,66.25,3.7760488236300973
+-,80.0,3.456945261093537
+-,96.25,3.842478987947208
+-,117.5,3.84267574976203
+-,146.25,3.3853409432711676
+-,182.5,4.807892962770489
+-,230.0,2.6454483840966483
+-,292.5,2.357077482422367
+-,372.5,2.8623464002046766
+-,476.25,1.178468271194878
+-,612.5,1.434720980394502
+-,790.0,1.2593081982594363
+-,1018.75,1.0400012642279748
+-,1316.25,0.9807602808370912
+-,1705.0,0.9942322756917146
+-,2210.0,0.9914202893133223
+-,2865.0,0.9950227554667299
+-,3717.5,0.9951046741355041
+-,4826.25,0.9998617668369985
-+,48.75,0.8781203543411924
-+,56.25,1.003632251017775
-+,66.25,0.8982101475769643
-+,80.0,0.9945116395590208
-+,96.25,0.9929102949051832
-+,117.5,1.2190346366538671
-+,146.25,1.0750422270365043
-+,182.5,1.0751906311200274
-+,230.0,1.0800327378182573
-+,292.5,1.0026749122562453
-+,372.5,0.934900573058118
-+,476.25,1.0285623582529488
-+,612.5,0.9837683262927595
-+,790.0,0.9819881819883182
-+,1018.75,0.9780757065747572
-+,1316.25,0.9860445523883783
-+,1705.0,0.9925301284697764
-+,2210.0,0.9903426295435875
-+,2865.0,0.9963403969847695
-+,3717.5,0.9987113915708418
-+,4826.25,0.9999715299291445
++,38.75,1.3333041769741532
++,48.75,1.3608469006083044
++,56.25,1.447334724207566
++,66.25,1.4416026116652039
++,117.5,1.5570222613772482
++,146.25,1.8541769469004192
++,182.5,1.929749002984783
++,230.0,1.2166829670754515
++,292.5,1.2810694097176194
++,372.5,1.0406229286376574
++,476.25,1.026941254937499
++,612.5,1.1170801450348957
++,790.0,1.0028456063386162
++,1018.75,0.9857841079212427
++,1316.25,0.9884581629432169
++,1705.0,0.9876393274638009
++,2210.0,0.9942892313833489
++,2865.0,0.9949352125423757
++,3717.5,0.9980053831364525
++,4826.25,0.9999868694155725
--,66.25,1.5548886958960197
--,96.25,1.6674929016303417
--,117.5,2.3727977814137797
--,146.25,1.1607780423158984
--,182.5,1.795819682889613
--,230.0,1.7457097211106372
--,292.5,1.5228017857572607
--,372.5,1.496638481237321
--,476.25,1.182985264608113
--,612.5,1.1858057281221275
--,790.0,0.9896388563940004
--,1018.75,0.989445764166758
--,1316.25,0.9891989644650301
--,1705.0,0.9930937855987008
--,2210.0,0.9952301272266142
--,2865.0,0.9911249335708819
--,3717.5,0.9972751759436059
--,4826.25,0.9999114937299021
all,38.75,1.3333041769741532
all,42.5,2.297975236433974
all,48.75,1.0748783541283216
all,56.25,1.3436172433888838
all,66.25,2.3319611949890255
all,80.0,2.193472185372933
all,96.25,2.4274980098970174
all,117.5,2.8772167834946614
all,146.25,2.449956052273564
all,182.5,3.224214283760905
all,230.0,2.0513143416623363
all,292.5,1.9350201075498652
all,372.5,2.162396068613315
all,476.25,1.296370292007549
all,612.5,1.3694032809202696
all,790.0,1.1381364761441388
all,1018.75,0.993309606935784
all,1316.25,0.9281080299266115
all,1705.0,0.939017156827433
all,2210.0,0.9446261357970481
all,2865.0,0.9511704010916462
all,3717.5,0.9700904469996654
all,4826.25,0.999032981393009
