orientation,chr_distance,peak_score
+-,42.5,2.6718206182198987
+-,66.25,4.071064327580585
+-,80.0,3.781504151980742
+-,96.25,4.8526213935835205
+-,117.5,5.781354712373085
+-,146.25,5.56960749519693
+-,182.5,7.59407415445275
+-,230.0,4.401852232594437
+-,292.5,5.20061930831517
+-,372.5,7.014502583605448
+-,476.25,3.869750889658738
+-,612.5,5.426042225422995
+-,790.0,5.07661734929261
+-,1018.75,3.843499581768831
+-,1316.25,2.225919733548777
+-,1705.0,1.2942501614589499
+-,2210.0,1.0390831186804423
+-,2865.0,0.9632480877055696
+-,3717.5,0.9865496952092111
+-,4826.25,0.9996311699246265
-+,48.75,0.8847054815832687
-+,56.25,1.5264243355169844
-+,66.25,1.061603837431013
-+,80.0,1.4835461975508175
-+,96.25,2.16132016514821
-+,117.5,1.3903047875876746
-+,146.25,1.3588482425357646
-+,182.5,2.544366362027806
-+,230.0,2.131267873640791
-+,292.5,2.2914369193358453
-+,372.5,1.540048885089071
-+,476.25,2.2249113438367556
-+,612.5,1.7237856820635769
-+,790.0,1.3685851397825415
-+,1018.75,1.2053992943641365
-+,1316.25,1.0119134253818554
-+,1705.0,0.9672185387381113
-+,2210.0,0.9490260506855527
-+,2865.0,0.9738581581928535
-+,3717.5,0.9933788875677252
-+,4826.25,0.9997812608336468
++,38.75,1.3396712161959372
++,48.75,1.3316510406154731
++,56.25,2.088609367943009
++,66.25,1.820029827182878
++,117.5,2.0097049697695866
++,146.25,3.230102040106676
++,182.5,3.9450529846101836
++,230.0,1.8575739257718702
++,292.5,2.8391223489503563
++,372.5,2.2839460250854526
++,476.25,2.177887339922944
++,612.5,3.149450981581272
++,790.0,1.497560080468744
++,1018.75,1.7691240333223868
++,1316.25,1.365619427182607
++,1705.0,1.0437732017409824
++,2210.0,0.9768326439816996
++,2865.0,0.9671681408375342
++,3717.5,0.9898016152770847
++,4826.25,0.9998944461096948
--,66.25,2.001099953257495
--,96.25,1.926763373476248
--,117.5,3.16183214222147
--,146.25,1.5149287452755562
--,182.5,3.97831723206267
--,230.0,3.870875372040144
--,292.5,4.633933272764136
--,372.5,3.8310107863248164
--,476.25,3.7258542112523823
--,612.5,3.855576431550648
--,790.0,2.8193524765344717
--,1018.75,1.9997309964100152
--,1316.25,1.3575607589442926
--,1705.0,1.0310457707048386
--,2210.0,0.9658912901083676
--,2865.0,0.9511260280017011
--,3717.5,0.9881198035145164
--,4826.25,0.9996618073391845
all,38.75,1.3396712161959372
all,42.5,2.6718206182198987
all,48.75,1.0657762345545703
all,56.25,2.058974440132911
all,66.25,2.7795205370875724
all,80.0,2.915531684442697
all,96.25,3.6179128728775627
all,117.5,4.133796364340647
all,146.25,4.180343633266447
all,182.5,5.844363964996414
all,230.0,3.892638660035134
all,292.5,4.289397940200905
all,372.5,4.974630033621022
all,476.25,3.7579574773510127
all,612.5,3.9859232711734136
all,790.0,2.868935285214577
all,1018.75,2.522980322494518
all,1316.25,1.7530547243681944
all,1705.0,1.1853727839116726
all,2210.0,0.9484998000408315
all,2865.0,0.8404959078067391
all,3717.5,0.9007663191346892
all,4826.25,0.9960617411089709
