orientation,chr_distance,peak_score
+-,42.5,2.7324023986550583
+-,66.25,5.235918863757668
+-,80.0,4.339140817810108
+-,96.25,6.316999418052635
+-,117.5,6.208673325628364
+-,146.25,6.170492511121201
+-,182.5,8.525507611959888
+-,230.0,5.009903501416851
+-,292.5,4.895316784723859
+-,372.5,7.351095285857736
+-,476.25,2.9653278116015063
+-,612.5,5.62188373874304
+-,790.0,5.163479650814979
+-,1018.75,3.0861198799480682
+-,1316.25,1.427284868743623
+-,1705.0,1.0046882810123958
+-,2210.0,0.9625622928593163
+-,2865.0,0.9736839517749983
+-,3717.5,0.9906562467200808
+-,4826.25,0.999755793650052
-+,48.75,1.0300467565953635
-+,56.25,1.423231653228672
-+,66.25,0.9112670290936404
-+,80.0,1.3505006951803469
-+,96.25,1.7977253386717953
-+,117.5,1.4697310231433123
-+,146.25,1.4537192598676745
-+,182.5,2.0726808472033116
-+,230.0,1.8284861137545192
-+,292.5,1.825693650647903
-+,372.5,1.2129775649872123
-+,476.25,1.88198119461762
-+,612.5,1.4791313980325311
-+,790.0,1.1937115926715463
-+,1018.75,0.9738201658736405
-+,1316.25,0.9420219685460038
-+,1705.0,0.9626644542206576
-+,2210.0,0.960008553815721
-+,2865.0,0.9847227481989107
-+,3717.5,0.9973590952343931
-+,4826.25,0.9998852659462465
++,38.75,1.5781083904304967
++,48.75,1.3429968610256076
++,56.25,1.9441015146998137
++,66.25,1.9088303109149969
++,117.5,1.9573823847712617
++,146.25,3.3248626136492314
++,182.5,4.0138186262539035
++,230.0,1.6768217816962043
++,292.5,2.7715400814322657
++,372.5,1.507985459122277
++,476.25,1.5678115619510629
++,612.5,3.007634979310998
++,790.0,1.4217676038272664
++,1018.75,1.4627574036243955
++,1316.25,1.0691723554992745
++,1705.0,0.9645756542860912
++,2210.0,0.9704694527277827
++,2865.0,0.9771106091221889
++,3717.5,0.9941560113301944
++,4826.25,0.9998430378117088
--,66.25,1.9364305873777934
--,96.25,2.166037226908883
--,117.5,3.667792885382209
--,146.25,1.7506551183369485
--,182.5,4.674608872397883
--,230.0,3.7604776965178206
--,292.5,4.7340718667558885
--,372.5,3.923886175867035
--,476.25,3.26684387646697
--,612.5,3.958814101840662
--,790.0,2.3129647485577856
--,1018.75,1.4664779964196943
--,1316.25,1.0477547621481638
--,1705.0,0.975450704147979
--,2210.0,0.9686239881861166
--,2865.0,0.9706223839161575
--,3717.5,0.9932670227265613
--,4826.25,0.9998444672032418
all,38.75,1.5781083904304967
all,42.5,2.7324023986550583
all,48.75,1.1926875602559746
all,56.25,1.913407974399367
all,66.25,3.1956652781465396
all,80.0,3.1710800498540967
all,96.25,4.187380046129564
all,117.5,4.491150838085142
all,146.25,4.553180344375321
all,182.5,6.35379675169091
all,230.0,3.941777748917633
all,292.5,4.338796958329654
all,372.5,5.311331109022378
all,476.25,3.329705464751861
all,612.5,4.0261760637730974
all,790.0,2.824441734201373
all,1018.75,2.1349430578428983
all,1316.25,1.2525451409671886
all,1705.0,0.9142756605537085
all,2210.0,0.8553013442251147
all,2865.0,0.8638684981556363
all,3717.5,0.9346798082473713
all,4826.25,0.9973884637766046
