orientation,chr_distance,peak_score
+-,114.75,1.2782541020916252
+-,122.425,1.061030432678146
+-,129.1525,1.3486370926467228
+-,137.89825000000002,1.1679454663933106
+-,164.0480425,1.7940278551068083
+-,183.26245525000004,1.3424238704371627
+-,208.24119182500004,1.652569026875542
+-,240.71354937250007,1.8708668921203584
+-,282.9276141842501,1.2815940606389116
+-,337.8058984395251,1.8507207031943056
+-,409.1476679713826,1.6101675937813966
+-,501.8919683627974,1.677941313852945
+-,622.4595588716368,1.6687308198358264
+-,779.1974265331277,1.6461060609890412
+-,982.956654493066,1.6748825326791337
+-,1247.843650840986,1.3810421984638803
+-,1592.1967460932817,1.1425709567992235
+-,2039.855769921266,1.010701820264933
+-,2621.812500897646,0.9773060134832442
+-,3378.35625116694,0.9478255071230466
+-,4361.8631265170225,0.9690542106478225
+-,5640.42206447213,0.9817106067803993
+-,7302.548683813768,0.9974766276557767
-+,105.0,0.9243446781646107
-+,114.75,1.2859743724297936
-+,122.425,1.222016559426534
-+,129.1525,1.5117005525530958
-+,137.89825000000002,1.4672498291820109
-+,149.267725,1.1346648807411501
-+,164.0480425,1.2151007978873953
-+,183.26245525000004,1.4578176168073993
-+,208.24119182500004,1.5156178332510608
-+,240.71354937250007,1.1388800138647892
-+,282.9276141842501,1.3251437951762033
-+,337.8058984395251,1.3746781785535451
-+,409.1476679713826,1.4951718885098986
-+,501.8919683627974,1.6230402594462219
-+,622.4595588716368,1.8798578575715728
-+,779.1974265331277,1.6628429722505844
-+,982.956654493066,1.288382735439838
-+,1247.843650840986,1.2937639216084367
-+,1592.1967460932817,1.1229763323658806
-+,2039.855769921266,1.0089094652066009
-+,2621.812500897646,0.9771955843878761
-+,3378.35625116694,0.9622574160796316
-+,4361.8631265170225,0.9698608136982141
-+,5640.42206447213,0.9846136402152992
-+,7302.548683813768,0.9996593879713198
++,105.0,1.397410722542473
++,114.75,1.4093768394107757
++,122.425,1.3814228996716655
++,137.89825000000002,1.2601858435910764
++,164.0480425,1.1852164774208447
++,183.26245525000004,1.596152185718215
++,208.24119182500004,1.2460623085938478
++,240.71354937250007,1.1622260724505518
++,282.9276141842501,1.815209110609525
++,337.8058984395251,1.6179354773052679
++,409.1476679713826,1.8607978024653664
++,501.8919683627974,1.6343548051330372
++,622.4595588716368,1.649514129313594
++,779.1974265331277,1.5296989253956204
++,982.956654493066,1.3903844273061012
++,1247.843650840986,1.3086112339745701
++,1592.1967460932817,1.1663623914300836
++,2039.855769921266,1.0199315901227664
++,2621.812500897646,0.9654058874091501
++,3378.35625116694,0.953998967930674
++,4361.8631265170225,0.9657540136740337
++,5640.42206447213,0.9830659578171479
++,7302.548683813768,0.9980786674546497
--,114.75,1.2175884600254439
--,137.89825000000002,1.2664230496923872
--,149.267725,1.3590526960337208
--,164.0480425,1.4265200323385643
--,183.26245525000004,1.5247516981060116
--,208.24119182500004,1.5666747727896955
--,240.71354937250007,1.5028160357139777
--,282.9276141842501,1.3418958820410354
--,337.8058984395251,1.529545888506247
--,409.1476679713826,1.9299660462578507
--,501.8919683627974,1.4298221568506557
--,622.4595588716368,1.4556073714924453
--,779.1974265331277,1.5525777004473456
--,982.956654493066,1.4948024324740994
--,1247.843650840986,1.2683764213068014
--,1592.1967460932817,1.1366877701255294
--,2039.855769921266,1.0669014333259732
--,2621.812500897646,0.9813420911710797
--,3378.35625116694,0.9596698406692534
--,4361.8631265170225,0.9676224492078769
--,5640.42206447213,0.9784977130109491
--,7302.548683813768,1.00010198300426
all,105.0,1.2094847221569052
all,114.75,1.5810041959815457
all,122.425,1.4085140820866129
all,129.1525,1.6689846241124782
all,137.89825000000002,1.5846970867347756
all,149.267725,1.412534730000061
all,164.0480425,1.7161772253277783
all,183.26245525000004,1.9226746648680806
all,208.24119182500004,1.805570394121644
all,240.71354937250007,1.8334017957962518
all,282.9276141842501,1.8270688073172627
all,337.8058984395251,1.8422525311109639
all,409.1476679713826,2.0703654078412232
all,501.8919683627974,1.846604037979604
all,622.4595588716368,1.8602599193240805
all,779.1974265331277,1.787754972655681
all,982.956654493066,1.6173410026283799
all,1247.843650840986,1.4338807554380266
all,1592.1967460932817,1.2116185036889675
all,2039.855769921266,1.0427413121330869
all,2621.812500897646,0.9596440566231763
all,3378.35625116694,0.9105046088715885
all,4361.8631265170225,0.9226713130866857
all,5640.42206447213,0.9477680812601404
all,7302.548683813768,0.9954022108207985
