orientation,chr_distance,peak_score
+-,42.5,1.0276521567818684
+-,66.25,0.9569616610545392
+-,80.0,0.9793701923788294
+-,96.25,0.9863404171123559
+-,117.5,1.0609724580713191
+-,146.25,1.035768565134368
+-,182.5,1.095853110683914
+-,230.0,1.0933758727486915
+-,292.5,1.1065369523061346
+-,372.5,1.140832765181107
+-,476.25,1.1715310159368764
+-,612.5,1.1844977919464759
+-,790.0,1.0472035990754684
+-,1018.75,1.0716652310733692
+-,1316.25,1.0890740883180494
+-,1705.0,1.062848298044458
+-,2210.0,1.0179571103125435
+-,2865.0,1.008855010975833
+-,3717.5,1.003953705336369
+-,4826.25,1.0003290253626886
-+,48.75,0.9596104242045783
-+,56.25,0.8908014919228806
-+,66.25,0.9176572165474652
-+,80.0,0.9777188414939666
-+,96.25,0.9886185970217237
-+,117.5,1.000139650352753
-+,146.25,1.010033072950304
-+,182.5,1.041481600657241
-+,230.0,1.0306477626676913
-+,292.5,1.0619555787681758
-+,372.5,1.0103121628350293
-+,476.25,1.1303294519916827
-+,612.5,1.0328237872927861
-+,790.0,1.054402011919127
-+,1018.75,1.0476520540588912
-+,1316.25,1.0166099103627952
-+,1705.0,1.0389802369049137
-+,2210.0,1.008457730531774
-+,2865.0,0.9928347408660722
-+,3717.5,0.9928225299510952
-+,4826.25,0.9999611366889476
++,38.75,1.0304258645412558
++,48.75,0.9129432678281336
++,56.25,0.9386388017025523
++,66.25,0.9646679077041054
++,117.5,1.0204010951362035
++,146.25,1.0633168211812307
++,182.5,1.0642348613182921
++,230.0,1.0612050883539677
++,292.5,1.0946380429227967
++,372.5,1.0697523846045338
++,476.25,1.076815485167094
++,612.5,1.1023753668531655
++,790.0,1.0680835063158647
++,1018.75,1.062546419815757
++,1316.25,1.0583801005223865
++,1705.0,1.051426764994622
++,2210.0,1.0192146878539825
++,2865.0,0.9966203496708892
++,3717.5,0.9945099302382923
++,4826.25,0.9999009100113183
--,66.25,0.9360195742673805
--,96.25,1.0001572098139697
--,117.5,1.042645814094763
--,146.25,0.997706413623789
--,182.5,1.0281875387048742
--,230.0,1.067600514635905
--,292.5,1.1332455304693219
--,372.5,1.1113851198440385
--,476.25,1.1447690574937037
--,612.5,1.0772841763771561
--,790.0,1.0933265402273529
--,1018.75,1.0533457501316432
--,1316.25,1.064523403526463
--,1705.0,1.034330531942931
--,2210.0,1.017328838177767
--,2865.0,0.9987726131795477
--,3717.5,0.9948657561322312
--,4826.25,0.9997835055029927
all,38.75,1.0304258645412558
all,42.5,1.0276521567818684
all,48.75,0.9699036414437293
all,56.25,0.9437556050676467
all,66.25,0.9680852177877524
all,80.0,0.9895516512546019
all,96.25,1.0046251111385331
all,117.5,1.0663036430209463
all,146.25,1.053975310159182
all,182.5,1.1015273648747228
all,230.0,1.0977792753413396
all,292.5,1.137691687093113
all,372.5,1.113919145996702
all,476.25,1.1698333192045702
all,612.5,1.1202674008036881
all,790.0,1.0732610095835566
all,1018.75,1.066537873716292
all,1316.25,1.0658110723970178
all,1705.0,1.058674656795118
all,2210.0,1.0211411788283977
all,2865.0,0.9989823375073364
all,3717.5,0.9871445113615647
all,4826.25,0.9996341209479266
