orientation,chr_distance,peak_score,n
+-,105.0,2.542758480612874,10
+-,114.75,2.4932494737567663,8
+-,122.425,2.4660923509992294,5
+-,129.1525,2.6835772195026744,14
+-,137.89825000000002,2.7328510289874393,12
+-,149.267725,2.9036263857501003,7
+-,164.0480425,2.713719683496249,23
+-,183.26245525000004,3.0448106557219976,16
+-,208.24119182500004,2.4856134901969225,27
+-,240.71354937250007,2.806615296649397,36
+-,282.9276141842501,2.6004043863411397,46
+-,337.8058984395251,2.1145901337175577,58
+-,409.1476679713826,1.9591266681860744,75
+-,501.8919683627974,1.8767607998012532,112
+-,622.4595588716368,1.5008453381480595,120
+-,779.1974265331277,1.257325348265577,196
+-,982.956654493066,1.0720183073305447,237
+-,1247.843650840986,0.9682590888622258,322
+-,1592.1967460932817,0.9509608055629765,383
+-,2039.855769921266,0.9378143528789615,475
+-,2621.812500897646,0.940059500041029,615
+-,3378.35625116694,0.943874736351344,734
+-,4361.8631265170225,0.9294095451518115,823
+-,5640.42206447213,0.9396680737967469,1073
+-,7302.548683813768,0.9257793037092831,1242
-+,105.0,0.9398980872846543,11
-+,114.75,0.9637964499342603,6
-+,122.425,0.861421851172856,14
-+,129.1525,1.0283221783344532,11
-+,137.89825000000002,1.022639468888412,10
-+,149.267725,0.9653122034089525,8
-+,164.0480425,0.9886731640524635,20
-+,183.26245525000004,1.021794119673288,24
-+,208.24119182500004,0.9920365151211378,22
-+,240.71354937250007,0.9974135481144865,30
-+,282.9276141842501,0.9788809758662793,53
-+,337.8058984395251,1.0001947799737947,55
-+,409.1476679713826,0.93758273744904,75
-+,501.8919683627974,0.9388134398920311,103
-+,622.4595588716368,0.966612748219872,146
-+,779.1974265331277,0.943175998841887,157
-+,982.956654493066,0.9628014908219664,249
-+,1247.843650840986,0.9419476043658623,292
-+,1592.1967460932817,0.9423874341472304,371
-+,2039.855769921266,0.9417151106675191,458
-+,2621.812500897646,0.9319675946721593,574
-+,3378.35625116694,0.9215565418098146,701
-+,4361.8631265170225,0.9333389329389048,896
-+,5640.42206447213,0.9625488022595674,1175
-+,7302.548683813768,0.9424303723036019,1452
++,105.0,1.4643218772592324,9
++,114.75,1.731558062839393,10
++,122.425,1.2326681144279619,5
++,129.1525,1.6240034670209396,4
++,137.89825000000002,1.5098536820080501,10
++,149.267725,1.752502006887284,15
++,164.0480425,1.455353395173832,14
++,183.26245525000004,1.4766919327279013,22
++,208.24119182500004,1.5355988080222513,44
++,240.71354937250007,1.5730084643406106,32
++,282.9276141842501,1.3493155201518254,52
++,337.8058984395251,1.3454831015771112,65
++,409.1476679713826,1.2887257320580081,79
++,501.8919683627974,1.192480025460824,119
++,622.4595588716368,1.0951390455334264,129
++,779.1974265331277,1.053978543279186,163
++,982.956654493066,1.0142794558784267,194
++,1247.843650840986,0.9742744135882945,287
++,1592.1967460932817,0.9189473039395126,357
++,2039.855769921266,0.9572619980969566,467
++,2621.812500897646,0.9569957810395922,575
++,3378.35625116694,0.9333342110946986,764
++,4361.8631265170225,0.9420866368124444,837
++,5640.42206447213,0.9522513345103298,1083
++,7302.548683813768,0.9271420915341688,1418
--,105.0,1.3609410490699632,12
--,114.75,1.4287033372078053,11
--,122.425,1.485757531369295,10
--,129.1525,1.4564226274737404,14
--,137.89825000000002,1.6258394104635192,9
--,149.267725,1.7201134109679148,12
--,164.0480425,1.5938134604867338,25
--,183.26245525000004,1.6412015625946401,22
--,208.24119182500004,1.4495862217063136,30
--,240.71354937250007,1.5611008127119976,25
--,282.9276141842501,1.4697285401641822,56
--,337.8058984395251,1.422031714696052,66
--,409.1476679713826,1.3928655695369352,85
--,501.8919683627974,1.2624013923830832,118
--,622.4595588716368,1.1542876238502333,146
--,779.1974265331277,1.0930090796692136,149
--,982.956654493066,0.9830686953339606,229
--,1247.843650840986,0.9508694819675502,292
--,1592.1967460932817,0.9381155659705244,366
--,2039.855769921266,0.9276808237481442,487
--,2621.812500897646,0.9316831340689471,628
--,3378.35625116694,0.9392950306540427,701
--,4361.8631265170225,0.9521506330092491,899
--,5640.42206447213,0.942306519118409,1088
--,7302.548683813768,0.9372238182424227,1305
all,105.0,1.5152035935730077,42
all,114.75,1.652462461416823,35
all,122.425,1.273525402896861,34
all,129.1525,1.705069642385251,43
all,137.89825000000002,1.7134471890873895,41
all,149.267725,1.7643199453171432,42
all,164.0480425,1.702696571739095,82
all,183.26245525000004,1.6515456306665897,84
all,208.24119182500004,1.6154390495370272,123
all,240.71354937250007,1.768630888336252,123
all,282.9276141842501,1.5547472468742265,207
all,337.8058984395251,1.4579508640539267,244
all,409.1476679713826,1.3823115694958967,314
all,501.8919683627974,1.3185784331679453,452
all,622.4595588716368,1.1687911432436913,541
all,779.1974265331277,1.0985180008687618,665
all,982.956654493066,1.0063966666689907,909
all,1247.843650840986,0.9581201856817367,1193
all,1592.1967460932817,0.9372106458989282,1477
all,2039.855769921266,0.941067847427781,1887
all,2621.812500897646,0.9398709150416,2392
all,3378.35625116694,0.9346629111158478,2900
all,4361.8631265170225,0.9390142463354836,3455
all,5640.42206447213,0.9492586407671308,4419
all,7302.548683813768,0.9331797765603687,5417
