orientation,chr_distance,peak_score,n
+-,104.75,0.957939640579504,6
+-,112.425,0.9785273223916091,8
+-,119.1525,0.9929410164696806,3
+-,127.89825,0.9955268884169677,8
+-,139.267725,1.004893993807069,5
+-,154.0480425,0.9975537955966776,2
+-,173.26245525000004,1.0212240223999403,14
+-,198.24119182500004,1.007021705001228,5
+-,230.71354937250007,1.025195064052931,17
+-,272.9276141842501,1.0072896243051521,14
+-,327.8058984395251,1.0081441412573928,11
+-,399.1476679713826,0.9969405344677906,22
+-,491.8919683627974,1.02478871585288,14
+-,612.4595588716368,1.0495640805591904,38
+-,769.1974265331277,1.0357777416966665,42
+-,972.956654493066,1.0196132407831504,58
+-,1237.843650840986,0.9979721674819759,63
+-,1582.1967460932817,0.9877926116778815,79
+-,2029.855769921266,1.000813355249825,91
+-,2611.812500897646,0.9981727707966555,130
+-,3368.35625116694,0.9945633714602174,108
+-,4351.8631265170225,1.0012198655729478,107
+-,5630.42206447213,1.002354233646741,71
+-,7292.548683813768,1.0003647257549155,1
-+,95.0,0.9818843433311448,11
-+,119.1525,1.0144719527660353,3
-+,139.267725,1.0094425857173526,2
-+,154.0480425,1.0235492652902622,5
-+,173.26245525000004,1.0336746067173506,11
-+,198.24119182500004,1.0079374700889303,18
-+,230.71354937250007,1.0202879270949918,3
-+,272.9276141842501,1.0176869364681345,11
-+,327.8058984395251,1.059026457534605,14
-+,399.1476679713826,1.016046511464381,17
-+,491.8919683627974,1.0385403196695384,28
-+,612.4595588716368,1.0849855531090702,37
-+,769.1974265331277,1.0564036734825664,39
-+,972.956654493066,1.0174602517923164,49
-+,1237.843650840986,1.0026579473763522,69
-+,1582.1967460932817,1.0099133640113636,82
-+,2029.855769921266,1.0102170515242679,91
-+,2611.812500897646,1.0007385073836297,118
-+,3368.35625116694,1.0004521304297886,116
-+,4351.8631265170225,1.00518545668483,106
-+,5630.42206447213,0.9925511321987177,61
++,104.75,0.9718830144030005,2
++,112.425,0.9828340339446239,3
++,119.1525,0.9775869337681036,3
++,139.267725,1.029259529447587,3
++,154.0480425,0.9977420148423335,8
++,173.26245525000004,1.0153943809468728,5
++,198.24119182500004,1.0050918029076639,11
++,230.71354937250007,1.0166649617894532,6
++,272.9276141842501,1.0137348780849889,6
++,327.8058984395251,1.0272592718150055,20
++,399.1476679713826,1.025849717531652,15
++,491.8919683627974,1.0127334290992527,30
++,612.4595588716368,1.0469763377239678,29
++,769.1974265331277,1.0014611767870412,39
++,972.956654493066,1.0281688876574464,52
++,1237.843650840986,0.9999473637036705,66
++,1582.1967460932817,1.0009764731671222,84
++,2029.855769921266,1.0003591801373495,87
++,2611.812500897646,1.0021083723630357,112
++,3368.35625116694,0.9915339358768591,113
++,4351.8631265170225,0.9967850581419504,99
++,5630.42206447213,0.9966061729589177,55
++,7292.548683813768,0.9999673351471856,2
--,95.0,0.9904809287208723,3
--,112.425,0.9884268573392533,8
--,119.1525,1.0232920688610643,3
--,139.267725,1.0016947235435048,8
--,198.24119182500004,1.0030968498666586,3
--,272.9276141842501,1.0305207946427535,16
--,327.8058984395251,1.0300372928799129,26
--,399.1476679713826,1.0209538247855092,26
--,491.8919683627974,0.9851826526911656,27
--,612.4595588716368,1.0192818125988556,33
--,769.1974265331277,1.0278110265119584,44
--,972.956654493066,1.0283418311569563,44
--,1237.843650840986,1.0193220212418757,58
--,1582.1967460932817,1.0012763626111771,74
--,2029.855769921266,1.0086264691099776,96
--,2611.812500897646,1.0060753194797138,152
--,3368.35625116694,0.9925880057468399,106
--,4351.8631265170225,1.0012495005752151,96
--,5630.42206447213,0.9983376601587088,90
all,95.0,0.9869742980504086,14
all,104.75,0.9552654509057746,8
all,112.425,0.9867931351231458,19
all,119.1525,1.0164102879576375,12
all,127.89825,0.9955268884169677,8
all,139.267725,1.0277254618496068,18
all,154.0480425,1.0136479639396323,15
all,173.26245525000004,1.0403699203528922,30
all,198.24119182500004,1.0130890952071605,37
all,230.71354937250007,1.0380883565425698,26
all,272.9276141842501,1.0313470527324955,47
all,327.8058984395251,1.0477132626115289,71
all,399.1476679713826,1.023385187111102,80
all,491.8919683627974,1.021979109571622,99
all,612.4595588716368,1.074824808378174,137
all,769.1974265331277,1.0442026817580174,164
all,972.956654493066,1.034293154018849,203
all,1237.843650840986,1.0072517909610073,256
all,1582.1967460932817,1.0001689169390198,319
all,2029.855769921266,1.0084500984900986,365
all,2611.812500897646,1.0034420854919415,512
all,3368.35625116694,0.9889806668712712,443
all,4351.8631265170225,1.0027488494477503,408
all,5630.42206447213,0.9924458549247113,277
all,7292.548683813768,1.0003314250608355,3
