orientation,chr_distance,peak_score
+-,42.5,1.0339400775955685
+-,66.25,1.0227688566119886
+-,80.0,1.0054399253535682
+-,96.25,0.9959857165510183
+-,117.5,1.0299118634183326
+-,146.25,1.0720687173678987
+-,182.5,1.1085877407210152
+-,230.0,1.050396588901133
+-,292.5,1.098219924042445
+-,372.5,1.0556771406020722
+-,476.25,1.0015968674509033
+-,612.5,1.046718152236268
+-,790.0,1.019205196773874
+-,1018.75,1.0109517026159391
+-,1316.25,1.000389607075389
+-,1705.0,1.0015904272015643
+-,2210.0,0.9953125361559872
+-,2865.0,1.0002849388243675
+-,3717.5,0.9990584950798447
+-,4826.25,0.9999248382841124
-+,48.75,0.9366026276313434
-+,56.25,0.917114935844205
-+,66.25,0.9146463416104074
-+,80.0,0.9744407123795803
-+,96.25,0.9627926347325795
-+,117.5,1.000494628860277
-+,146.25,1.006522576069854
-+,182.5,1.0284624054730427
-+,230.0,0.9957970272248003
-+,292.5,0.9965641198812543
-+,372.5,1.0037752564133944
-+,476.25,1.010463613109937
-+,612.5,0.984473334891242
-+,790.0,0.9827269873084611
-+,1018.75,0.9880344583874808
-+,1316.25,0.9893840262018891
-+,1705.0,0.9951064501740132
-+,2210.0,0.9972701906621589
-+,2865.0,0.9999688254183904
-+,3717.5,1.000070579618474
-+,4826.25,1.0000183267858935
++,38.75,1.023915761251064
++,48.75,0.9486325643298361
++,56.25,0.9430635181690854
++,66.25,0.9708407653270328
++,117.5,1.0234748488178713
++,146.25,1.0314281031505939
++,182.5,1.0498956193527211
++,230.0,1.0240837785333996
++,292.5,1.065219474146545
++,372.5,1.0077581871030696
++,476.25,1.0119655411175392
++,612.5,1.007576233267007
++,790.0,1.0260169200237006
++,1018.75,0.995947494527823
++,1316.25,0.9945348904464398
++,1705.0,0.9941437505725562
++,2210.0,0.9963804044516186
++,2865.0,0.9988667409384344
++,3717.5,1.0005412639517774
++,4826.25,0.9999104679394933
--,66.25,0.9656188627618412
--,96.25,1.0112653555930513
--,117.5,1.0452612854432153
--,146.25,1.0205165589450698
--,182.5,0.9978562540994326
--,230.0,1.0441919186463375
--,292.5,1.0328604457302022
--,372.5,1.0263344567303714
--,476.25,1.012624201855963
--,612.5,1.0150492916754184
--,790.0,1.008385964803766
--,1018.75,1.0001238908974317
--,1316.25,0.9971063138394439
--,1705.0,0.9906282301788514
--,2210.0,0.9964168725143004
--,2865.0,1.0004906199307821
--,3717.5,0.9999875681139436
--,4826.25,0.999962539284132
all,38.75,1.023915761251064
all,42.5,1.0339400775955685
all,48.75,0.9586891938499263
all,56.25,0.9493023891418673
all,66.25,0.992537669223715
all,80.0,0.9959917014923587
all,96.25,0.9963864816783173
all,117.5,1.0478605034674637
all,146.25,1.058847776045171
all,182.5,1.076826288143142
all,230.0,1.0448123642835947
all,292.5,1.0692675521270991
all,372.5,1.0379924153611986
all,476.25,1.01607866470978
all,612.5,1.0224071407471236
all,790.0,1.0158739712824367
all,1018.75,0.9982605912609959
all,1316.25,0.9889828318725644
all,1705.0,0.9822456240214158
all,2210.0,0.9816112429727832
all,2865.0,0.9994163073302496
all,3717.5,0.9994902270039645
all,4826.25,0.9993166942519115
