orientation,chr_distance,peak_score,n
+-,114.75,0.9605554130486617,8
+-,122.425,0.9811136081788003,8
+-,129.1525,0.9914298566375832,9
+-,137.89825000000002,0.9998037125557756,14
+-,149.267725,0.9983765926840592,13
+-,164.0480425,0.9907894063756872,18
+-,183.26245525000004,0.9856115131812391,21
+-,208.24119182500004,0.9976025750913089,26
+-,240.71354937250007,1.014091699587935,30
+-,282.9276141842501,1.0113762017532226,55
+-,337.8058984395251,1.00064652150344,56
+-,409.1476679713826,1.0329493258836404,84
+-,501.8919683627974,1.0016638212893867,110
+-,622.4595588716368,1.0014940288375627,139
+-,779.1974265331277,1.0038782364912522,177
+-,982.956654493066,1.0027185209682248,216
+-,1247.843650840986,0.9956399787058258,312
+-,1592.1967460932817,0.9951526653610537,385
+-,2039.855769921266,0.9978078326477111,487
+-,2621.812500897646,0.9921752700509598,585
+-,3378.35625116694,0.9936901495324517,687
+-,4361.8631265170225,1.004053021046263,819
+-,5640.42206447213,0.9990716171010658,1072
+-,7302.548683813768,0.9934016001450381,1205
-+,114.75,0.981191100353756,6
-+,122.425,0.9757320617394956,6
-+,129.1525,0.9723945682719204,10
-+,137.89825000000002,0.9972964438334847,6
-+,149.267725,1.0099808827820034,12
-+,164.0480425,0.9955734087941481,21
-+,183.26245525000004,1.010550603092521,19
-+,208.24119182500004,1.0087371983927789,34
-+,240.71354937250007,1.0224755845516666,30
-+,282.9276141842501,1.014346314211458,54
-+,337.8058984395251,1.0101344348947225,66
-+,409.1476679713826,1.026718644912863,68
-+,501.8919683627974,1.0060675736023195,105
-+,622.4595588716368,1.0095612508415412,121
-+,779.1974265331277,1.006063756861724,170
-+,982.956654493066,0.9998883247712815,236
-+,1247.843650840986,0.9914209419730042,301
-+,1592.1967460932817,0.9934860355974775,345
-+,2039.855769921266,1.008200442757574,463
-+,2621.812500897646,0.9945683004714174,559
-+,3378.35625116694,0.9941805166664535,711
-+,4361.8631265170225,0.9961429204687773,874
-+,5640.42206447213,0.9963421947122143,1160
-+,7302.548683813768,1.0049235222397277,1446
++,114.75,0.9567959432767588,8
++,122.425,0.9754590943942347,13
++,129.1525,0.988979455207522,11
++,137.89825000000002,0.9858408163214566,11
++,149.267725,0.9896753511705354,9
++,164.0480425,1.0002002531019154,16
++,183.26245525000004,0.9988276357330422,22
++,208.24119182500004,1.0058331875482305,30
++,240.71354937250007,1.0121516577109138,32
++,282.9276141842501,1.019928422170413,45
++,337.8058984395251,1.0229745425806887,57
++,409.1476679713826,0.9983090467776339,76
++,501.8919683627974,0.9939834276782042,123
++,622.4595588716368,1.0109272876209225,140
++,779.1974265331277,1.008647498221472,137
++,982.956654493066,0.9992904365516055,209
++,1247.843650840986,1.0006685781636415,285
++,1592.1967460932817,0.9994026589751563,358
++,2039.855769921266,0.9990338387406726,444
++,2621.812500897646,0.9985460249181859,604
++,3378.35625116694,1.0027692682738105,735
++,4361.8631265170225,0.9989480012884815,871
++,5640.42206447213,1.0021906316840472,1067
++,7302.548683813768,0.9974113563546751,1395
--,114.75,0.9651036783656279,13
--,122.425,0.9768521595571916,6
--,129.1525,0.9702041165503698,13
--,137.89825000000002,0.9951752125701133,10
--,149.267725,0.9902104893585605,8
--,164.0480425,1.0022275289806535,27
--,183.26245525000004,0.9974282457785655,22
--,208.24119182500004,1.008330409341589,33
--,240.71354937250007,1.0144362013906756,30
--,282.9276141842501,1.0013571835240986,51
--,337.8058984395251,0.9985685359012296,62
--,409.1476679713826,0.9923385010634522,82
--,501.8919683627974,1.0265618545434303,112
--,622.4595588716368,1.0013004718027805,132
--,779.1974265331277,0.9947712078236055,169
--,982.956654493066,0.9923786585367458,225
--,1247.843650840986,1.0056306468381495,270
--,1592.1967460932817,0.9958688337585264,364
--,2039.855769921266,0.9910756598744153,478
--,2621.812500897646,0.9910652896224245,600
--,3378.35625116694,0.9925628049528423,698
--,4361.8631265170225,0.9921003611126091,840
--,5640.42206447213,0.9961176500134576,1078
--,7302.548683813768,1.0055308242710321,1276
all,114.75,0.964647288336779,35
all,122.425,0.9754086438250651,33
all,129.1525,0.980141216686261,43
all,137.89825000000002,1.001583546193839,41
all,149.267725,1.006573741659524,42
all,164.0480425,1.0048372507247696,82
all,183.26245525000004,1.0051318035514327,84
all,208.24119182500004,1.014368618985972,123
all,240.71354937250007,1.0311498231017335,122
all,282.9276141842501,1.0215575141831976,205
all,337.8058984395251,1.0160173460707804,241
all,409.1476679713826,1.0218678915288062,310
all,501.8919683627974,1.0123926319419125,450
all,622.4595588716368,1.010623959089513,532
all,779.1974265331277,1.0064506523365402,653
all,982.956654493066,0.9988666044262021,886
all,1247.843650840986,0.9977520134604686,1168
all,1592.1967460932817,0.99371703403187,1452
all,2039.855769921266,0.9983200630367108,1872
all,2621.812500897646,0.9896325255232443,2348
all,3378.35625116694,0.992397449088518,2831
all,4361.8631265170225,0.9956856059903827,3404
all,5640.42206447213,0.996728072755146,4377
all,7302.548683813768,1.000960000105442,5322
