orientation,chr_distance,peak_score
+-,42.5,1.748663004737238
+-,66.25,2.3606269259790142
+-,80.0,2.095040179934873
+-,96.25,2.8389398776743553
+-,117.5,3.4102498957016874
+-,146.25,3.6714658893621523
+-,182.5,4.766690568305762
+-,230.0,3.1112106290556714
+-,292.5,4.046054961909814
+-,372.5,5.038949928771187
+-,476.25,3.8793025818500917
+-,612.5,4.349123755688565
+-,790.0,3.7808637184839675
+-,1018.75,3.9644191013373513
+-,1316.25,3.0167948418065613
+-,1705.0,2.3275150997107907
+-,2210.0,1.8041366201207198
+-,2865.0,1.1818287773298317
+-,3717.5,1.0043266423337929
+-,4826.25,0.9994507821898991
-+,48.75,1.124943739580803
-+,56.25,1.279292368891845
-+,66.25,0.9513392992179507
-+,80.0,1.5170605031071294
-+,96.25,1.9347716976322356
-+,117.5,1.2102763986248246
-+,146.25,1.5468022570087396
-+,182.5,2.523051610706191
-+,230.0,2.1305403298719017
-+,292.5,2.491053582688657
-+,372.5,2.1782340565138774
-+,476.25,2.709940556438484
-+,612.5,2.2599692655492216
-+,790.0,2.1934766035096747
-+,1018.75,2.22825318291999
-+,1316.25,1.752930370198429
-+,1705.0,1.3804799203468983
-+,2210.0,1.164728348313131
-+,2865.0,0.984352211104685
-+,3717.5,0.9845220677010614
-+,4826.25,0.9995907128728446
++,38.75,1.2193605820491815
++,48.75,1.1380975295314102
++,56.25,1.3469418849535164
++,66.25,1.8527481353753084
++,117.5,1.9343683612289604
++,146.25,2.5793498370958448
++,182.5,3.2903529224468264
++,230.0,1.703349894525039
++,292.5,2.716798156489817
++,372.5,2.516255323286707
++,476.25,2.699780758303217
++,612.5,2.860555630462112
++,790.0,2.205880349307637
++,1018.75,2.432293702147194
++,1316.25,2.1133362385550276
++,1705.0,1.7308885624710637
++,2210.0,1.3345172170480726
++,2865.0,1.1149318610489443
++,3717.5,0.9863940420839714
++,4826.25,0.9997324643468201
--,66.25,1.362347524215651
--,96.25,1.71203298892623
--,117.5,2.4096362236272975
--,146.25,1.3478259414316613
--,182.5,2.2718229643695773
--,230.0,3.3945618602140644
--,292.5,3.7656304184804963
--,372.5,2.825528535525681
--,476.25,3.5896730453558208
--,612.5,3.4843991955696794
--,790.0,3.330893982219049
--,1018.75,3.279877558318721
--,1316.25,2.4557111376503387
--,1705.0,1.8825523838449267
--,2210.0,1.4520788221863556
--,2865.0,1.0569079394855003
--,3717.5,0.97606600231122
--,4826.25,0.9994519808742515
all,38.75,1.2193605820491815
all,42.5,1.748663004737238
all,48.75,1.171572707711771
all,56.25,1.419291766817016
all,66.25,1.9842731858936045
all,80.0,2.0361190930992157
all,96.25,2.7075195079437755
all,117.5,3.0637111421076413
all,146.25,3.2299235741955816
all,182.5,4.253237276064922
all,230.0,3.3618299105586704
all,292.5,3.72289334844793
all,372.5,3.796256128701226
all,476.25,3.742757714948021
all,612.5,3.4869160098739576
all,790.0,2.981374189883163
all,1018.75,3.159358531660078
all,1316.25,2.5092470982940696
all,1705.0,2.030569705132921
all,2210.0,1.589472209125327
all,2865.0,1.1524966075388023
all,3717.5,0.9409538777069477
all,4826.25,0.9931251289353762
