orientation,chr_distance,peak_score,n
+-,105.0,1.2372866768339401,8
+-,114.75,1.4601348391631905,12
+-,122.425,1.524522265116191,10
+-,129.1525,1.6084971124459526,6
+-,137.89825000000002,1.7689186608799186,8
+-,149.267725,1.5905124512474857,12
+-,164.0480425,1.9139268498777742,21
+-,183.26245525000004,1.3748083093004748,18
+-,208.24119182500004,1.5363464663358504,17
+-,240.71354937250007,1.9932103742795526,29
+-,282.9276141842501,1.825369300040351,33
+-,337.8058984395251,1.899814723638238,51
+-,409.1476679713826,1.8528799731319694,58
+-,501.8919683627974,1.8541266738040307,102
+-,622.4595588716368,1.6028347568466426,110
+-,779.1974265331277,1.6346325662816388,108
+-,982.956654493066,1.3418613173722937,181
+-,1247.843650840986,1.2110510055510986,263
+-,1592.1967460932817,1.048836911319776,318
+-,2039.855769921266,0.9497061277479032,390
+-,2621.812500897646,0.9111695221313152,465
+-,3378.35625116694,0.9204233917336297,624
+-,4361.8631265170225,0.9122996874145779,763
+-,5640.42206447213,0.9461912002405736,955
+-,7302.548683813768,0.9211292226024578,1136
-+,105.0,1.2959541765698501,6
-+,114.75,1.272959845451033,9
-+,122.425,1.5860261943053298,11
-+,129.1525,1.1798896233202218,5
-+,137.89825000000002,1.2788220663598486,9
-+,149.267725,1.2418965026723352,8
-+,164.0480425,1.5139936753053116,17
-+,183.26245525000004,1.698594191943963,20
-+,208.24119182500004,1.9579949408734034,30
-+,240.71354937250007,1.6564234899599457,13
-+,282.9276141842501,2.2430495140889053,47
-+,337.8058984395251,2.030989420559243,44
-+,409.1476679713826,2.1464822715625176,65
-+,501.8919683627974,1.8606156064964863,78
-+,622.4595588716368,1.6936020259025775,122
-+,779.1974265331277,1.6643443643737537,126
-+,982.956654493066,1.4772510400617835,173
-+,1247.843650840986,1.2900532448969282,248
-+,1592.1967460932817,1.0422371585417045,303
-+,2039.855769921266,0.9700860586611119,362
-+,2621.812500897646,0.9315587681128923,456
-+,3378.35625116694,0.9290841039907145,595
-+,4361.8631265170225,0.9412590642255703,704
-+,5640.42206447213,0.949524079998907,897
-+,7302.548683813768,0.9399747132840142,1024
++,105.0,1.2452694367517827,11
++,114.75,1.107873485956691,4
++,122.425,1.579808617889502,11
++,129.1525,1.1888804043942944,5
++,137.89825000000002,1.4666254500582245,9
++,149.267725,1.3398367170040855,8
++,164.0480425,1.7098153407285652,16
++,183.26245525000004,1.6682618276068766,17
++,208.24119182500004,1.6266799268084122,33
++,240.71354937250007,2.109275801648293,34
++,282.9276141842501,2.328798112183182,55
++,337.8058984395251,1.7292955381065584,41
++,409.1476679713826,1.8468989413400039,70
++,501.8919683627974,1.8922690909522113,100
++,622.4595588716368,1.7283361068860326,121
++,779.1974265331277,1.5837858983882906,148
++,982.956654493066,1.37497266523365,188
++,1247.843650840986,1.1859587494102333,241
++,1592.1967460932817,1.05150977612087,319
++,2039.855769921266,0.9743944724110031,430
++,2621.812500897646,0.9243910334507803,545
++,3378.35625116694,0.9113960194134912,717
++,4361.8631265170225,0.9214014219082228,854
++,5640.42206447213,0.9262408511993782,985
++,7302.548683813768,0.9255489164884968,1257
--,105.0,1.4068629733549853,9
--,114.75,1.1839263748302826,6
--,122.425,1.5848879241785,9
--,129.1525,1.6969803906625578,6
--,137.89825000000002,1.4037408946225578,6
--,149.267725,1.5664236188681406,5
--,164.0480425,1.666381875883842,15
--,183.26245525000004,1.602186520301999,16
--,208.24119182500004,1.6896314234604706,25
--,240.71354937250007,1.485602519025842,18
--,282.9276141842501,1.8810565698952373,36
--,337.8058984395251,1.9120242703131751,40
--,409.1476679713826,1.8244673553855195,51
--,501.8919683627974,1.7634903857360298,65
--,622.4595588716368,1.7481094208340304,94
--,779.1974265331277,1.48545032057607,126
--,982.956654493066,1.4150418446553803,155
--,1247.843650840986,1.2231852026138528,200
--,1592.1967460932817,1.0301851579189507,281
--,2039.855769921266,0.9618874308600127,342
--,2621.812500897646,0.924708810970696,424
--,3378.35625116694,0.9336087860371837,528
--,4361.8631265170225,0.9254362541521306,652
--,5640.42206447213,0.9463327384010373,833
--,7302.548683813768,0.9315218214697061,944
all,105.0,1.5458275517677955,34
all,114.75,1.5051426852788083,31
all,122.425,1.9346861000130686,41
all,129.1525,1.8223347834831403,22
all,137.89825000000002,1.8641970845161386,32
all,149.267725,1.7623287130654048,33
all,164.0480425,2.001871181129972,69
all,183.26245525000004,1.858267333098914,71
all,208.24119182500004,1.9457452317058048,105
all,240.71354937250007,2.1925222531775357,94
all,282.9276141842501,2.3842132586434097,171
all,337.8058984395251,2.144457087004176,176
all,409.1476679713826,2.1421308445887095,244
all,501.8919683627974,2.016884379123101,345
all,622.4595588716368,1.822760885414895,447
all,779.1974265331277,1.7310125977395883,508
all,982.956654493066,1.4948305800223674,697
all,1247.843650840986,1.2829604261177163,952
all,1592.1967460932817,1.0567649489852946,1221
all,2039.855769921266,0.9523473527505826,1524
all,2621.812500897646,0.8905246818552294,1890
all,3378.35625116694,0.8862746724008594,2464
all,4361.8631265170225,0.8875785252521451,2973
all,5640.42206447213,0.9105208676378268,3670
all,7302.548683813768,0.8912297284968703,4361
