orientation,chr_distance,peak_score
+-,42.5,1.9014299733848774
+-,66.25,3.8558729819871633
+-,80.0,3.178245004876151
+-,96.25,3.7790178202517932
+-,117.5,4.840786557302526
+-,146.25,4.784595182163215
+-,182.5,6.880179532857188
+-,230.0,4.462831308207561
+-,292.5,4.85672245968459
+-,372.5,6.656365208390358
+-,476.25,4.08454206204926
+-,612.5,5.281110413939882
+-,790.0,4.652251910144164
+-,1018.75,4.20273402903073
+-,1316.25,2.455432780044712
+-,1705.0,1.425858873955337
+-,2210.0,1.144105792208867
+-,2865.0,0.9797656268147955
+-,3717.5,0.985446566101274
+-,4826.25,0.9996323036638637
-+,48.75,0.9878993356778976
-+,56.25,1.422209815137202
-+,66.25,1.0857141433785829
-+,80.0,1.289872062454933
-+,96.25,1.64443459834748
-+,117.5,1.4206488662112289
-+,146.25,1.5402707943301281
-+,182.5,2.052523300512507
-+,230.0,2.3654732090264496
-+,292.5,2.0247279681722414
-+,372.5,1.7201557851532159
-+,476.25,2.384255139087035
-+,612.5,1.798097161333419
-+,790.0,1.6465194453402519
-+,1018.75,1.4788453643199153
-+,1316.25,1.1902786009035697
-+,1705.0,1.0109484290387714
-+,2210.0,0.9528603940523859
-+,2865.0,0.9732451953129613
-+,3717.5,0.9927196308307747
-+,4826.25,0.9998786369654349
++,38.75,1.1836346770459893
++,48.75,1.173239753427496
++,56.25,1.735210568746899
++,66.25,2.023491594739524
++,117.5,2.1151308746499553
++,146.25,3.0976492141248047
++,182.5,3.8889508869124123
++,230.0,1.8200240044424585
++,292.5,2.621350662069415
++,372.5,2.3492856782174214
++,476.25,2.6205970941448635
++,612.5,3.280290396618132
++,790.0,1.9107214054442594
++,1018.75,1.9564548838006175
++,1316.25,1.546560833961165
++,1705.0,1.1410487698377638
++,2210.0,1.00357014562649
++,2865.0,0.9676432525111842
++,3717.5,0.9910275149348505
++,4826.25,0.9998908844576474
--,66.25,1.9691832853501734
--,96.25,1.9052341511761053
--,117.5,2.94799473448107
--,146.25,1.7093308100573112
--,182.5,3.834098181224199
--,230.0,3.6717839825135528
--,292.5,4.283756569174657
--,372.5,3.1617683188371597
--,476.25,3.4303344035991348
--,612.5,3.511301856273896
--,790.0,2.7421320518525603
--,1018.75,2.2155603720631127
--,1316.25,1.5531637386506094
--,1705.0,1.1317886214216162
--,2210.0,1.004058898413564
--,2865.0,0.9651601639420939
--,3717.5,0.9874978248991362
--,4826.25,0.9997885816274432
all,38.75,1.1836346770459893
all,42.5,1.9014299733848774
all,48.75,1.0955838989030624
all,56.25,1.7546632506658113
all,66.25,2.8275946532149607
all,80.0,2.4428675887693903
all,96.25,2.9907834865166456
all,117.5,3.8105339844597106
all,146.25,3.892542833005628
all,182.5,5.414299448756296
all,230.0,3.8388721368747123
all,292.5,3.908481292171384
all,372.5,4.63161660787529
all,476.25,3.8238059570377674
all,612.5,3.8438666131217736
all,790.0,2.9385809464713213
all,1018.75,2.7625255584058954
all,1316.25,1.9425182022315004
all,1705.0,1.345458512098976
all,2210.0,1.061735108715296
all,2865.0,0.885676420773817
all,3717.5,0.9018556491926175
all,4826.25,0.9969582140592119
