orientation,chr_distance,peak_score
+-,42.5,1.0780466083839497
+-,66.25,0.9725748908873222
+-,80.0,0.9577214074156504
+-,96.25,0.9768762498881365
+-,117.5,0.9883035035402807
+-,146.25,0.9531155481405448
+-,182.5,1.050517637230863
+-,230.0,1.0000743551875881
+-,292.5,1.015678554521275
+-,372.5,1.0539995574747252
+-,476.25,1.1014429009706395
+-,612.5,1.0141952814802375
+-,790.0,1.0581610076183319
+-,1018.75,1.0485411149025132
+-,1316.25,1.0360422515398753
+-,1705.0,1.0523001186087277
+-,2210.0,1.0241481988451355
+-,2865.0,1.0167049256972647
+-,3717.5,1.0029398930422884
+-,4826.25,0.9994217323338526
-+,48.75,0.9825794396188887
-+,56.25,0.9508780381018379
-+,66.25,0.9051650824503392
-+,80.0,0.9503352345748981
-+,96.25,0.9802630338652166
-+,117.5,0.9960930020231898
-+,146.25,1.0168514762139478
-+,182.5,1.0061740077269563
-+,230.0,0.995293849823413
-+,292.5,0.9724349513392873
-+,372.5,0.996642943879231
-+,476.25,1.0637518972232576
-+,612.5,0.9952945291680024
-+,790.0,1.0933473913866936
-+,1018.75,1.0400721407607487
-+,1316.25,1.0373299684301092
-+,1705.0,0.9909539831516929
-+,2210.0,1.0154416790017344
-+,2865.0,1.003773387993934
-+,3717.5,1.0068890599506684
-+,4826.25,1.0000429855052964
++,38.75,1.0516944665708081
++,48.75,0.9135166904359296
++,56.25,0.9397468047079465
++,66.25,0.9664042793493586
++,117.5,0.9785567760370756
++,146.25,1.024249990772884
++,182.5,1.016623878623057
++,230.0,1.0116205803768474
++,292.5,1.012512671585677
++,372.5,0.9987409144719323
++,476.25,1.0719625661449517
++,612.5,1.0057993205327365
++,790.0,0.9607957637570645
++,1018.75,0.9949444476983954
++,1316.25,1.0089999771719023
++,1705.0,1.058384136552854
++,2210.0,1.0056717025540662
++,2865.0,1.0065245623749948
++,3717.5,1.0114740244675158
++,4826.25,0.9996653653310653
--,66.25,0.9421607575291896
--,96.25,0.956613433360642
--,117.5,0.9858642218020226
--,146.25,0.996105341685699
--,182.5,0.9998925809691342
--,230.0,1.0564973495783823
--,292.5,0.9992576917091809
--,372.5,1.0610840124245426
--,476.25,1.0447895237172269
--,612.5,1.0995355252594758
--,790.0,1.0507267592709482
--,1018.75,1.0129004809426645
--,1316.25,1.020323045318115
--,1705.0,1.0160284318276682
--,2210.0,1.045505756784311
--,2865.0,1.0081494424981086
--,3717.5,0.9892478058566849
--,4826.25,1.0000214415897366
all,38.75,1.0516944665708081
all,42.5,1.0780466083839497
all,48.75,0.9922565670833572
all,56.25,0.9866256943015153
all,66.25,0.9853692337366123
all,80.0,0.9671091277976357
all,96.25,0.9787700814614467
all,117.5,0.9837522717026894
all,146.25,0.9983794605264742
all,182.5,1.0496911950921162
all,230.0,1.040869753785112
all,292.5,0.9990123935636913
all,372.5,1.0505515502542966
all,476.25,1.1160243300468715
all,612.5,1.0378735031644957
all,790.0,1.0454147172746826
all,1018.75,1.0301339904438898
all,1316.25,1.029967173796655
all,1705.0,1.0378525756110732
all,2210.0,1.029421279672618
all,2865.0,1.011758992763178
all,3717.5,1.0055950545019035
all,4826.25,0.9976282600854186
