orientation,chr_distance,peak_score,n
+-,114.75,1.112702443791695,8
+-,122.425,1.196923856071978,8
+-,129.1525,1.4703021453286904,9
+-,137.89825000000002,1.2301381328975853,14
+-,149.267725,1.3150781531383804,13
+-,164.0480425,1.498364625488346,18
+-,183.26245525000004,1.2045769566226046,21
+-,208.24119182500004,1.3015730957094953,26
+-,240.71354937250007,1.4361021223053947,30
+-,282.9276141842501,1.3894523219421013,55
+-,337.8058984395251,1.4566009738021468,57
+-,409.1476679713826,1.442734100944177,85
+-,501.8919683627974,1.4387625154545698,110
+-,622.4595588716368,1.3884906048007397,141
+-,779.1974265331277,1.340166253140225,179
+-,982.956654493066,1.267130345685367,221
+-,1247.843650840986,1.1427865350088928,318
+-,1592.1967460932817,1.044139118751858,392
+-,2039.855769921266,0.970856376097677,492
+-,2621.812500897646,0.9374160063078488,601
+-,3378.35625116694,0.9414102435927321,710
+-,4361.8631265170225,0.9471859641278328,832
+-,5640.42206447213,0.9485770958803323,1085
+-,7302.548683813768,0.9359297697212677,1227
-+,114.75,1.1770069330515038,6
-+,122.425,1.1420261624774082,7
-+,129.1525,1.2670714632453504,10
-+,137.89825000000002,1.1274882429068507,6
-+,149.267725,1.3532882965479227,12
-+,164.0480425,1.407371461899145,21
-+,183.26245525000004,1.4170122689777143,19
-+,208.24119182500004,1.474967411628724,34
-+,240.71354937250007,1.5127702664368676,30
-+,282.9276141842501,1.5352239535279546,55
-+,337.8058984395251,1.4260702770202012,67
-+,409.1476679713826,1.4965203356756387,69
-+,501.8919683627974,1.4879627333196672,106
-+,622.4595588716368,1.407751412383177,123
-+,779.1974265331277,1.3600130270626627,174
-+,982.956654493066,1.3026943846847023,242
-+,1247.843650840986,1.2240859783301854,309
-+,1592.1967460932817,1.076948393141511,350
-+,2039.855769921266,0.995559514367188,466
-+,2621.812500897646,0.9495031258510703,564
-+,3378.35625116694,0.9395386031402354,723
-+,4361.8631265170225,0.9418965679487296,887
-+,5640.42206447213,0.9393159468418981,1168
-+,7302.548683813768,0.9461455544514121,1471
++,114.75,1.154864738780806,8
++,122.425,1.1674209158999078,13
++,129.1525,1.1946757594375688,11
++,137.89825000000002,1.2434883406977462,11
++,149.267725,1.1739645055337067,9
++,164.0480425,1.2932344800202522,16
++,183.26245525000004,1.4294834506874203,22
++,208.24119182500004,1.4073659326679349,30
++,240.71354937250007,1.5421307330715337,33
++,282.9276141842501,1.4632807967229393,46
++,337.8058984395251,1.4874131960708779,58
++,409.1476679713826,1.3151427300366039,77
++,501.8919683627974,1.409865641891603,123
++,622.4595588716368,1.4045150277852916,144
++,779.1974265331277,1.3556932488195805,140
++,982.956654493066,1.2822224517998668,216
++,1247.843650840986,1.1945021443459976,292
++,1592.1967460932817,1.0616603577521957,363
++,2039.855769921266,0.9861671005289069,446
++,2621.812500897646,0.9476533350034435,610
++,3378.35625116694,0.9442729619045716,746
++,4361.8631265170225,0.9406291619983308,884
++,5640.42206447213,0.943812195930832,1075
++,7302.548683813768,0.9589105885582289,1420
--,114.75,1.3392371062639368,13
--,122.425,1.0311674743192958,6
--,129.1525,1.3218255151387002,13
--,137.89825000000002,1.3309524134792117,10
--,149.267725,1.3157316512077901,8
--,164.0480425,1.3988535393603274,27
--,183.26245525000004,1.3735644137958154,22
--,208.24119182500004,1.5870713139301413,33
--,240.71354937250007,1.6141421750272813,30
--,282.9276141842501,1.468918036646479,51
--,337.8058984395251,1.5007483688044165,62
--,409.1476679713826,1.5291043004718854,83
--,501.8919683627974,1.4427664061406924,113
--,622.4595588716368,1.3828306158498842,133
--,779.1974265331277,1.4004447090402923,172
--,982.956654493066,1.2553595307833023,230
--,1247.843650840986,1.1712984367348236,274
--,1592.1967460932817,1.0931877114570012,372
--,2039.855769921266,0.9972185952850923,483
--,2621.812500897646,0.9460270126671744,617
--,3378.35625116694,0.943816949405037,721
--,4361.8631265170225,0.9349725728830358,852
--,5640.42206447213,0.9434753387369479,1091
--,7302.548683813768,0.941957538716046,1299
all,114.75,1.3408854355394695,35
all,122.425,1.2254976319881656,34
all,129.1525,1.455852074674251,43
all,137.89825000000002,1.3541823254696395,41
all,149.267725,1.445825981262966,42
all,164.0480425,1.511775863930999,82
all,183.26245525000004,1.462391700762932,84
all,208.24119182500004,1.546040922298788,123
all,240.71354937250007,1.6488688372230744,123
all,282.9276141842501,1.5359522733089517,207
all,337.8058984395251,1.5345225038803068,244
all,409.1476679713826,1.5004214336625044,314
all,501.8919683627974,1.489622310160948,452
all,622.4595588716368,1.4397261437574973,541
all,779.1974265331277,1.4042161342290862,665
all,982.956654493066,1.307414071808584,909
all,1247.843650840986,1.2040144411750098,1193
all,1592.1967460932817,1.0785079816671592,1477
all,2039.855769921266,0.9854605905268387,1887
all,2621.812500897646,0.9348027471734941,2392
all,3378.35625116694,0.9288182207103923,2900
all,4361.8631265170225,0.9249739196494974,3455
all,5640.42206447213,0.9273872326141613,4419
all,7302.548683813768,0.9261307166639391,5417
