orientation,chr_distance,peak_score
+-,114.75,1.8698087391170959
+-,122.425,1.0108105364241518
+-,129.1525,1.6868445109758723
+-,137.89825000000002,1.2903577873689116
+-,164.0480425,3.6899272696820544
+-,183.26245525000004,1.395850904745315
+-,208.24119182500004,1.7310446522214877
+-,240.71354937250007,2.566255326449853
+-,282.9276141842501,1.182986474755654
+-,337.8058984395251,2.1791573818057435
+-,409.1476679713826,1.1980063296195718
+-,501.8919683627974,1.3941097176459654
+-,622.4595588716368,1.6659212834753128
+-,779.1974265331277,2.005165063403492
+-,982.956654493066,1.2594340039655347
+-,1247.843650840986,0.942780754485395
+-,1592.1967460932817,0.9276112605140576
+-,2039.855769921266,0.9385344428913938
+-,2621.812500897646,0.9413485715384948
+-,3378.35625116694,0.9406843230898911
+-,4361.8631265170225,0.9580594857909901
+-,5640.42206447213,0.968482464875104
+-,7302.548683813768,0.9955424983517318
-+,105.0,0.9594454300404068
-+,114.75,2.262688395696914
-+,122.425,1.6400019767288307
-+,129.1525,2.191311194552997
-+,137.89825000000002,2.803781062380877
-+,149.267725,1.2699340112117108
-+,164.0480425,1.3805295077610447
-+,183.26245525000004,2.3551649251203335
-+,208.24119182500004,1.4491694927093237
-+,240.71354937250007,1.0299342047690152
-+,282.9276141842501,1.1651252761045918
-+,337.8058984395251,1.2734982917227886
-+,409.1476679713826,1.8933056018907037
-+,501.8919683627974,1.576749939703401
-+,622.4595588716368,2.756466560736924
-+,779.1974265331277,1.603773389551262
-+,982.956654493066,0.9536168697916363
-+,1247.843650840986,0.9316699233673633
-+,1592.1967460932817,0.9332340374249204
-+,2039.855769921266,0.9482654349938486
-+,2621.812500897646,0.9408705476221779
-+,3378.35625116694,0.964435661300801
-+,4361.8631265170225,0.9580507438812653
-+,5640.42206447213,0.9769289998084432
-+,7302.548683813768,0.9992426856031859
++,105.0,2.906465256526959
++,114.75,2.724518996176619
++,122.425,1.923006446004554
++,137.89825000000002,1.347654483040532
++,164.0480425,1.5025818570055334
++,183.26245525000004,3.074694529339438
++,208.24119182500004,1.1693446965603282
++,240.71354937250007,1.1951866859508247
++,282.9276141842501,2.438829451018786
++,337.8058984395251,1.346851998220739
++,409.1476679713826,3.5460603758303795
++,501.8919683627974,1.4620089047712956
++,622.4595588716368,1.555268757524374
++,779.1974265331277,1.171076740419697
++,982.956654493066,0.9983839051125367
++,1247.843650840986,0.9436725523928268
++,1592.1967460932817,0.9246240937681571
++,2039.855769921266,0.9274309207522159
++,2621.812500897646,0.9247644253859431
++,3378.35625116694,0.9416591197464041
++,4361.8631265170225,0.9543842340204411
++,5640.42206447213,0.971371959780442
++,7302.548683813768,0.9964965473496201
--,114.75,1.4367933349527418
--,137.89825000000002,1.4902811904267506
--,149.267725,2.1073124339730045
--,164.0480425,1.9896854081467195
--,183.26245525000004,2.855200546053293
--,208.24119182500004,1.5846067169316198
--,240.71354937250007,1.668975061650742
--,282.9276141842501,1.093937590519247
--,337.8058984395251,1.6386624595355415
--,409.1476679713826,3.252711528458423
--,501.8919683627974,1.1145190017483566
--,622.4595588716368,1.2029421539807275
--,779.1974265331277,1.5004253193044936
--,982.956654493066,1.0893513530536778
--,1247.843650840986,0.9638598319955738
--,1592.1967460932817,0.9488652055701727
--,2039.855769921266,0.9462182404065979
--,2621.812500897646,0.9391462172755547
--,3378.35625116694,0.9622056812828221
--,4361.8631265170225,0.9629096889521949
--,5640.42206447213,0.9705916679501438
--,7302.548683813768,0.9995363660627143
all,105.0,2.1306405489029934
all,114.75,3.021579635160537
all,122.425,1.9759131346563352
all,129.1525,2.4674093897906166
all,137.89825000000002,2.5451706446799167
all,149.267725,2.145966093192719
all,164.0480425,2.8386419272612535
all,183.26245525000004,3.8189111869442156
all,208.24119182500004,1.8302006542884512
all,240.71354937250007,2.374151942425295
all,282.9276141842501,2.151953572029722
all,337.8058984395251,2.0228048047103435
all,409.1476679713826,3.644570997809093
all,501.8919683627974,1.6677596813137345
all,622.4595588716368,2.186250152463704
all,779.1974265331277,1.9000268475491051
all,982.956654493066,1.1267589788001469
all,1247.843650840986,0.9030592657441455
all,1592.1967460932817,0.8716683969803151
all,2039.855769921266,0.8813892382509234
all,2621.812500897646,0.8778964992494934
all,3378.35625116694,0.8960435623754088
all,4361.8631265170225,0.9010083036724965
all,5640.42206447213,0.9247937293292636
all,7302.548683813768,0.9910116122660475
