orientation,chr_distance,peak_score,n
+-,105.0,0.9072721397348158,6
+-,114.75,0.9422803139654189,8
+-,122.425,0.9673846439167191,3
+-,129.1525,0.9566240861066762,8
+-,137.89825000000002,0.9812427426345625,5
+-,164.0480425,0.9585841517285304,8
+-,183.26245525000004,1.0343132795648287,8
+-,208.24119182500004,1.0702844471270099,13
+-,240.71354937250007,1.0103198850068433,12
+-,282.9276141842501,0.9444111146941486,11
+-,337.8058984395251,1.0166842463313823,14
+-,409.1476679713826,1.0144243631640664,19
+-,501.8919683627974,1.0528362231014845,14
+-,622.4595588716368,1.0222792709265929,41
+-,779.1974265331277,1.0249261791178261,39
+-,982.956654493066,1.0349489766464206,60
+-,1247.843650840986,1.1059940880188235,68
+-,1592.1967460932817,1.009302914405884,78
+-,2039.855769921266,0.9802292016487991,89
+-,2621.812500897646,0.9890443677310302,129
+-,3378.35625116694,0.9756690853374668,106
+-,4361.8631265170225,0.9935708795732385,109
+-,5640.42206447213,0.9991954607061644,68
+-,7302.548683813768,0.9998181516140755,1
-+,95.0,0.9277486775076137,11
-+,122.425,1.0048318681525326,3
-+,137.89825000000002,1.0154590991452521,2
-+,164.0480425,1.031669845789183,10
-+,183.26245525000004,1.0326295902099616,9
-+,208.24119182500004,0.988116628592363,15
-+,240.71354937250007,1.0062000669505067,10
-+,282.9276141842501,1.0852783592666784,7
-+,337.8058984395251,1.0862423399954921,11
-+,409.1476679713826,1.0161901354445388,19
-+,501.8919683627974,1.1383977066141922,29
-+,622.4595588716368,0.988083395739756,36
-+,779.1974265331277,1.0359901132843727,44
-+,982.956654493066,0.9760014729936681,44
-+,1247.843650840986,1.0834605405368336,69
-+,1592.1967460932817,1.0288518094970631,80
-+,2039.855769921266,1.01022622059771,94
-+,2621.812500897646,1.010504683346252,117
-+,3378.35625116694,1.0160187167609585,114
-+,4361.8631265170225,0.9952211323035451,106
-+,5640.42206447213,0.9988445212892004,61
++,105.0,0.9629163946908149,2
++,114.75,0.9441932111206224,3
++,122.425,0.9636304946342705,3
++,137.89825000000002,1.0001137816152181,3
++,149.267725,0.998095430673879,5
++,164.0480425,0.9721169067268683,5
++,183.26245525000004,1.0088108599050485,6
++,208.24119182500004,1.0196565712240089,10
++,240.71354937250007,1.0106242644966006,4
++,282.9276141842501,1.0424985243948424,8
++,337.8058984395251,1.0205945270375287,21
++,409.1476679713826,1.0197720000489336,12
++,501.8919683627974,0.9707428677707075,34
++,622.4595588716368,1.0447083541161695,27
++,779.1974265331277,1.0070915545250478,39
++,982.956654493066,1.046915305982127,54
++,1247.843650840986,1.053167471556857,64
++,1592.1967460932817,1.0193309297847166,84
++,2039.855769921266,1.0071988395518359,89
++,2621.812500897646,1.008766365637174,111
++,3378.35625116694,0.9950613766245237,111
++,4361.8631265170225,1.00124903343641,98
++,5640.42206447213,0.999477379799031,55
++,7302.548683813768,1.0000101154039467,2
--,95.0,0.9387193689213609,3
--,114.75,0.9312115971784123,8
--,122.425,0.987825461631967,3
--,137.89825000000002,1.0173962193126214,8
--,208.24119182500004,0.9838841393954676,3
--,240.71354937250007,0.9922263887841491,5
--,282.9276141842501,1.069425375719361,14
--,337.8058984395251,1.071378176614865,26
--,409.1476679713826,1.0556695712397721,29
--,501.8919683627974,1.1326890261641693,23
--,622.4595588716368,1.0698384765383175,33
--,779.1974265331277,1.108176842716416,42
--,982.956654493066,1.0228514354709546,44
--,1247.843650840986,1.0173639336605877,60
--,1592.1967460932817,1.050649908362814,72
--,2039.855769921266,1.0144487124915043,98
--,2621.812500897646,1.017059912727818,154
--,3378.35625116694,1.004250058329968,103
--,4361.8631265170225,0.9934936583615277,96
--,5640.42206447213,0.9967626812663001,89
all,95.0,0.925429577606706,14
all,105.0,0.9179338208738864,8
all,114.75,0.9264114758129024,19
all,122.425,0.9802967818686517,12
all,129.1525,0.9566240861066762,8
all,137.89825000000002,1.0209486464035613,18
all,149.267725,0.998095430673879,5
all,164.0480425,0.9884009699536376,23
all,183.26245525000004,1.0502089532315964,23
all,208.24119182500004,1.0355116682987504,41
all,240.71354937250007,1.010762500539262,31
all,282.9276141842501,1.0654502701462554,40
all,337.8058984395251,1.0762002592009967,72
all,409.1476679713826,1.045150805312641,79
all,501.8919683627974,1.1036638354380923,100
all,622.4595588716368,1.0392653231589561,137
all,779.1974265331277,1.064103469130606,164
all,982.956654493066,1.0293283984455288,202
all,1247.843650840986,1.0932996464993803,261
all,1592.1967460932817,1.036775872564782,314
all,2039.855769921266,1.0045198303655813,370
all,2621.812500897646,1.009534313727337,511
all,3378.35625116694,0.9965454665598373,434
all,4361.8631265170225,0.9918915669158272,409
all,5640.42206447213,0.99626409704839,273
all,7302.548683813768,0.9998289374827927,3
