orientation,chr_distance,peak_score
+-,42.5,1.180760123964512
+-,66.25,1.337274275989284
+-,80.0,1.244764537422905
+-,96.25,1.475471238898128
+-,117.5,1.466599584597949
+-,146.25,1.475461519693632
+-,182.5,1.5615533801872323
+-,230.0,1.584034903482008
+-,292.5,1.713918238121681
+-,372.5,1.829228762311203
+-,476.25,1.6151642191558573
+-,612.5,1.5071186888438275
+-,790.0,1.4949932043783098
+-,1018.75,1.363566282883971
+-,1316.25,1.2538560480244059
+-,1705.0,1.0676225075770103
+-,2210.0,1.004610271974879
+-,2865.0,0.981467775708673
+-,3717.5,0.9938971486209072
+-,4826.25,0.9998638720522616
-+,48.75,0.9830102279782639
-+,56.25,0.898004617246625
-+,66.25,0.9398834317829908
-+,80.0,1.0002760239859547
-+,96.25,1.090488515211946
-+,117.5,1.0382556225438386
-+,146.25,1.055839379339626
-+,182.5,1.188596567985394
-+,230.0,1.1526565289212383
-+,292.5,1.1914636096790479
-+,372.5,1.1177217515052704
-+,476.25,1.1435365415409522
-+,612.5,1.0603704892601977
-+,790.0,1.128022049201995
-+,1018.75,1.1048578458020442
-+,1316.25,1.0506191120027573
-+,1705.0,1.0080199382897739
-+,2210.0,0.972387631722737
-+,2865.0,0.9890078959804459
-+,3717.5,0.9986130017604247
-+,4826.25,0.9998839119564965
++,38.75,1.0440280286598693
++,48.75,1.079975304026032
++,56.25,1.019666266301954
++,66.25,1.0559024771669276
++,117.5,1.1254922936610339
++,146.25,1.2890281764086589
++,182.5,1.379376809737857
++,230.0,1.2126379115104804
++,292.5,1.3361623471071924
++,372.5,1.2599101541141535
++,476.25,1.3057672337103714
++,612.5,1.283011382135187
++,790.0,1.2136912484518816
++,1018.75,1.1448757082709848
++,1316.25,1.099658260621218
++,1705.0,1.034881469617826
++,2210.0,0.9921324591335081
++,2865.0,0.9853570945417311
++,3717.5,0.9986293330163034
++,4826.25,1.0000148349321683
--,66.25,1.004397541771598
--,96.25,1.2264075924645836
--,117.5,1.3533473689161397
--,146.25,1.0556646734365271
--,182.5,1.233977304645883
--,230.0,1.3337170154581837
--,292.5,1.3268926716200422
--,372.5,1.3915625015439068
--,476.25,1.4149559324039405
--,612.5,1.3662514765133718
--,790.0,1.224395541102076
--,1018.75,1.229540710949637
--,1316.25,1.1506941513229116
--,1705.0,1.0315026575497466
--,2210.0,0.9999078532363163
--,2865.0,0.9841932119450305
--,3717.5,0.9958426488960946
--,4826.25,0.9998210180418526
all,38.75,1.0440280286598693
all,42.5,1.180760123964512
all,48.75,1.04786889737267
all,56.25,1.0037350193139036
all,66.25,1.1741417829176992
all,80.0,1.1475432676601058
all,96.25,1.3762238321778035
all,117.5,1.4266643514093507
all,146.25,1.3885157142531588
all,182.5,1.5371501042642843
all,230.0,1.453416134951614
all,292.5,1.5211481471652524
all,372.5,1.558419850732782
all,476.25,1.4948385469295271
all,612.5,1.3777278029939923
all,790.0,1.3171288056880759
all,1018.75,1.265576895160125
all,1316.25,1.1855641805563724
all,1705.0,1.0642808183090304
all,2210.0,0.9823870166997357
all,2865.0,0.9515487310867845
all,3717.5,0.9740774017527875
all,4826.25,0.9983682794041604
