orientation,chr_distance,peak_score
+-,105.0,2.162794403610628
+-,114.75,2.962898920850827
+-,122.425,1.7989744593864763
+-,129.1525,2.2818065745434097
+-,137.89825000000002,1.479452817156809
+-,164.0480425,0.834228847414351
+-,183.26245525000004,1.1465592803636029
+-,208.24119182500004,1.6018187359105156
+-,240.71354937250007,1.7154140054998235
+-,282.9276141842501,1.027596067568289
+-,337.8058984395251,0.9304622962145501
+-,409.1476679713826,2.490086790026606
+-,501.8919683627974,1.0371102789921598
+-,622.4595588716368,1.274646260604114
+-,779.1974265331277,1.1589676820915604
+-,982.956654493066,0.9736214423633949
+-,1247.843650840986,0.948233996794744
+-,1592.1967460932817,0.9663213964663745
+-,2039.855769921266,0.9684486734678743
+-,2621.812500897646,0.9595820975567804
+-,3378.35625116694,0.9592262090304605
+-,4361.8631265170225,0.9692438604480549
+-,5640.42206447213,0.9776589961211927
+-,7302.548683813768,0.999777084932074
-+,122.425,1.4744119932827866
-+,137.89825000000002,1.2594085220127345
-+,164.0480425,3.8644648985497896
-+,183.26245525000004,4.198762118854855
-+,208.24119182500004,1.6576926869486261
-+,240.71354937250007,1.4220325247352665
-+,282.9276141842501,1.8746372731449323
-+,337.8058984395251,1.5206161685329302
-+,409.1476679713826,1.0733500490877053
-+,501.8919683627974,1.6728536998300336
-+,622.4595588716368,1.7000016972788439
-+,779.1974265331277,1.1118158118066033
-+,982.956654493066,0.9972438136287044
-+,1247.843650840986,0.9651105881817234
-+,1592.1967460932817,0.9561267961899034
-+,2039.855769921266,0.9555179036817724
-+,2621.812500897646,0.9597096030552248
-+,3378.35625116694,0.9631945012135176
-+,4361.8631265170225,0.9641035440167991
-+,5640.42206447213,0.9792872221726325
++,105.0,1.1040823563311433
++,114.75,1.386859548546969
++,122.425,1.3639391225934614
++,137.89825000000002,2.8576152139574518
++,149.267725,2.1569407481187044
++,164.0480425,2.0551328981883716
++,183.26245525000004,1.3191406628082059
++,208.24119182500004,1.292324221862297
++,240.71354937250007,1.6347935407224385
++,282.9276141842501,1.0647444344354258
++,337.8058984395251,1.7097071882387933
++,409.1476679713826,3.0905004713248827
++,501.8919683627974,1.1967107922369948
++,622.4595588716368,2.059020355399756
++,779.1974265331277,1.8956888377160936
++,982.956654493066,1.0274625908291335
++,1247.843650840986,0.9404885462194228
++,1592.1967460932817,0.9423032179177885
++,2039.855769921266,0.9547992501387631
++,2621.812500897646,0.9484318031608411
++,3378.35625116694,0.9539088825815504
++,4361.8631265170225,0.954642117992088
++,5640.42206447213,0.9708328067688341
++,7302.548683813768,0.9996481100663699
--,114.75,1.9687069878102934
--,122.425,0.9868854268658576
--,137.89825000000002,1.3605811600761917
--,208.24119182500004,1.0841072195716392
--,240.71354937250007,1.6095492144134722
--,282.9276141842501,1.793544464815934
--,337.8058984395251,1.4544866634693006
--,409.1476679713826,1.7273135180671928
--,501.8919683627974,1.0994613981731767
--,622.4595588716368,1.0614767223562822
--,779.1974265331277,1.1511452079287194
--,982.956654493066,0.9831680834696978
--,1247.843650840986,0.9714143112547761
--,1592.1967460932817,0.9724484051644857
--,2039.855769921266,0.9678543132830313
--,2621.812500897646,0.9841962779845922
--,3378.35625116694,0.9752269350929699
--,4361.8631265170225,0.9780405658165165
--,5640.42206447213,0.9921933000249241
all,105.0,2.1145542779666693
all,114.75,2.9400152500599037
all,122.425,1.9399159652106548
all,129.1525,2.2818065745434097
all,137.89825000000002,2.392121819409018
all,149.267725,2.1569407481187044
all,164.0480425,2.7768248661681945
all,183.26245525000004,3.306121608894351
all,208.24119182500004,1.7953491808457729
all,240.71354937250007,2.2154803276650283
all,282.9276141842501,1.8622721761874699
all,337.8058984395251,1.7086323240561665
all,409.1476679713826,2.9468135140214393
all,501.8919683627974,1.4889085139264047
all,622.4595588716368,1.8911970819401636
all,779.1974265331277,1.5800909324436512
all,982.956654493066,0.9918304496428378
all,1247.843650840986,0.9120031222951124
all,1592.1967460932817,0.9120878951888947
all,2039.855769921266,0.9149035437091109
all,2621.812500897646,0.9257595242315749
all,3378.35625116694,0.9148197683685395
all,4361.8631265170225,0.9220668597059776
all,5640.42206447213,0.9462038890371909
all,7302.548683813768,0.9994265094629342
