orientation,chr_distance,peak_score
+-,114.75,0.9750245439467233
+-,122.425,0.9885574879385356
+-,129.1525,1.0153886486560038
+-,137.89825000000002,1.00395914868729
+-,164.0480425,1.0280172138207124
+-,183.26245525000004,1.011911610811622
+-,208.24119182500004,1.0252198516058073
+-,240.71354937250007,1.048290284830744
+-,282.9276141842501,1.0117783729156347
+-,337.8058984395251,1.0626981314414259
+-,409.1476679713826,1.0860755488316247
+-,501.8919683627974,1.0714961899969446
+-,622.4595588716368,1.0862531126097323
+-,779.1974265331277,1.0651473082720266
+-,982.956654493066,1.059047768514058
+-,1247.843650840986,1.0548974849456754
+-,1592.1967460932817,1.036646071017587
+-,2039.855769921266,1.017388938029735
+-,2621.812500897646,1.0029412800383066
+-,3378.35625116694,0.9969105734091028
+-,4361.8631265170225,0.9887632173340695
+-,5640.42206447213,0.9920544090199862
+-,7302.548683813768,0.9980346146001079
-+,105.0,0.9230048700368372
-+,114.75,0.9452607188221176
-+,122.425,0.989056406396099
-+,129.1525,1.0162072185582387
-+,137.89825000000002,1.0148531960772416
-+,149.267725,0.9985311516218082
-+,164.0480425,0.9881162148201592
-+,183.26245525000004,1.0118064913572185
-+,208.24119182500004,1.0583086116726055
-+,240.71354937250007,1.0409710852315812
-+,282.9276141842501,1.0499463503433004
-+,337.8058984395251,1.0712343849781045
-+,409.1476679713826,1.0417414988418978
-+,501.8919683627974,1.0670380993512394
-+,622.4595588716368,1.0824548560101073
-+,779.1974265331277,1.0775074959935225
-+,982.956654493066,1.0653242994298564
-+,1247.843650840986,1.0749000594345033
-+,1592.1967460932817,1.0353890345492256
-+,2039.855769921266,1.0307371634942746
-+,2621.812500897646,1.0144358528356685
-+,3378.35625116694,0.9895516310251449
-+,4361.8631265170225,0.9866168014711914
-+,5640.42206447213,0.99782745919553
-+,7302.548683813768,0.9995789391531187
++,105.0,0.9380333722635713
++,114.75,0.9638576331800996
++,122.425,1.0072587514159959
++,137.89825000000002,0.96675808128957
++,164.0480425,1.021796742605428
++,183.26245525000004,1.0194391428363265
++,208.24119182500004,1.0127689557451474
++,240.71354937250007,1.0214267070665206
++,282.9276141842501,1.072167448359124
++,337.8058984395251,1.0634218166643068
++,409.1476679713826,1.091876690146069
++,501.8919683627974,1.0783454438998998
++,622.4595588716368,1.0757951273585407
++,779.1974265331277,1.0597340519562373
++,982.956654493066,1.085279229762271
++,1247.843650840986,1.050273362836078
++,1592.1967460932817,1.0528385127691848
++,2039.855769921266,1.0276331435486137
++,2621.812500897646,1.0108508340467783
++,3378.35625116694,1.000471474347924
++,4361.8631265170225,0.9883533648152072
++,5640.42206447213,0.9918452102324353
++,7302.548683813768,0.9992914665024655
--,114.75,0.9781925271146343
--,137.89825000000002,1.0145095277014682
--,149.267725,0.9984760533254043
--,164.0480425,1.0172026804691467
--,183.26245525000004,1.0416953358408305
--,208.24119182500004,1.0237621989346555
--,240.71354937250007,1.0452730734735727
--,282.9276141842501,1.0146153069190906
--,337.8058984395251,1.0613245490706256
--,409.1476679713826,1.0559533679139892
--,501.8919683627974,1.042171220410745
--,622.4595588716368,1.0832225085160325
--,779.1974265331277,1.0593419295359048
--,982.956654493066,1.0583078748416517
--,1247.843650840986,1.0495367689797561
--,1592.1967460932817,1.0395306145616003
--,2039.855769921266,1.0167478967331398
--,2621.812500897646,1.0095998821472325
--,3378.35625116694,0.9964476414323169
--,4361.8631265170225,0.9939318197360361
--,5640.42206447213,0.9894185998965502
--,7302.548683813768,1.0001706356781326
all,105.0,0.9247633704703662
all,114.75,0.9735676264361812
all,122.425,1.0085909100533825
all,129.1525,1.0304908559099404
all,137.89825000000002,1.0063320377292737
all,149.267725,0.9991326591789005
all,164.0480425,1.028159326924554
all,183.26245525000004,1.0470858980796325
all,208.24119182500004,1.053155243044126
all,240.71354937250007,1.071386635646593
all,282.9276141842501,1.0716840309397415
all,337.8058984395251,1.0934636557416346
all,409.1476679713826,1.0983763304827878
all,501.8919683627974,1.0913758053105642
all,622.4595588716368,1.108029067900253
all,779.1974265331277,1.08611574540592
all,982.956654493066,1.087801974697741
all,1247.843650840986,1.0741964609702395
all,1592.1967460932817,1.0541429265444853
all,2039.855769921266,1.0310998709185215
all,2621.812500897646,1.012865567829834
all,3378.35625116694,0.9936157712531986
all,4361.8631265170225,0.9800646478772346
all,5640.42206447213,0.9822028481823097
all,7302.548683813768,0.9971509008251703
