lifetime, velocity, clife, cof, face, fripscore
166.0,0.33,30.0,150.0,0,0.00949902
166.0,1,30.0,150.0,0,0.00925564
166.0,3,30.0,150.0,0,0.00864896
500.0,0.33,30.0,150.0,0,0.00925913
500.0,1,30.0,150.0,0,0.00821701
500.0,3,30.0,150.0,0,0.00786059
1500.0,0.33,30.0,3.0,0,0.00973198
1500.0,1,30.0,3.0,0,0.01081173
1500.0,3,30.0,3.0,0,0.01146106
166.0,0.33,30.0,3.0,0,0.00948604
166.0,1,30.0,3.0,0,0.0094744
166.0,3,30.0,3.0,0,0.01131962
500.0,0.33,30.0,3.0,0,0.00907487
500.0,1,30.0,3.0,0,0.00962094
500.0,3,30.0,3.0,0,0.00815878
1500.0,0.33,10.0,1.0,1.0,0.43518823
1500.0,1,10.0,1.0,1.0,0.67525671
1500.0,3,10.0,1.0,1.0,0.81450094
166.0,0.33,10.0,1.0,1.0,0.09043169
166.0,1,10.0,1.0,1.0,0.22113832
166.0,3,10.0,1.0,1.0,0.44499567
500.0,0.33,10.0,1.0,1.0,0.22112181
500.0,1,10.0,1.0,1.0,0.45179067
500.0,3,10.0,1.0,1.0,0.66398735
1500.0,0.33,10.0,150.0,1.0,0.44055748
1500.0,1,10.0,150.0,1.0,0.6596202
1500.0,3,10.0,150.0,1.0,0.81115159
166.0,0.33,10.0,150.0,1.0,0.09040243
166.0,1,10.0,150.0,1.0,0.2219597
166.0,3,10.0,150.0,1.0,0.44829123
500.0,0.33,10.0,150.0,1.0,0.2262901
500.0,1,10.0,150.0,1.0,0.46250969
500.0,3,10.0,150.0,1.0,0.66084385
1500.0,0.33,10.0,3.0,1.0,0.44047622
1500.0,1,10.0,3.0,1.0,0.65613918
1500.0,3,10.0,3.0,1.0,0.80436326
166.0,0.33,10.0,3.0,1.0,0.09099898
166.0,1,10.0,3.0,1.0,0.22178695
166.0,3,10.0,3.0,1.0,0.44448881
500.0,0.33,10.0,3.0,1.0,0.22022306
500.0,1,10.0,3.0,1.0,0.44764371
500.0,3,10.0,3.0,1.0,0.6671021
1500.0,0.33,1500.0,1.0,1.0,0.43750814
1500.0,1,1500.0,1.0,1.0,0.68128754
1500.0,3,1500.0,1.0,1.0,0.80539538
166.0,0.33,1500.0,1.0,1.0,0.0921292
166.0,1,1500.0,1.0,1.0,0.22410236
166.0,3,1500.0,1.0,1.0,0.45175746
500.0,0.33,1500.0,1.0,1.0,0.22027039
500.0,1,1500.0,1.0,1.0,0.44700067
500.0,3,1500.0,1.0,1.0,0.67391576
1500.0,0.33,1500.0,150.0,1.0,0.43942275
1500.0,1,1500.0,150.0,1.0,0.65999725
1500.0,3,1500.0,150.0,1.0,0.79723506
166.0,0.33,1500.0,150.0,1.0,0.09217106
166.0,1,1500.0,150.0,1.0,0.22478407
166.0,3,1500.0,150.0,1.0,0.45119967
500.0,0.33,1500.0,150.0,1.0,0.22425796
500.0,1,1500.0,150.0,1.0,0.44585608
500.0,3,1500.0,150.0,1.0,0.67564021
1500.0,0.33,1500.0,3.0,1.0,0.44876245
1500.0,1,1500.0,3.0,1.0,0.65989728
1500.0,3,1500.0,3.0,1.0,0.81228005
166.0,0.33,1500.0,3.0,1.0,0.0890321
166.0,1,1500.0,3.0,1.0,0.22357636
166.0,3,1500.0,3.0,1.0,0.44418111
500.0,0.33,1500.0,3.0,1.0,0.22379525
500.0,1,1500.0,3.0,1.0,0.43857699
500.0,3,1500.0,3.0,1.0,0.67069567
1500.0,0.33,30.0,1.0,1.0,0.43835212
1500.0,1,30.0,1.0,1.0,0.65903168
1500.0,3,30.0,1.0,1.0,0.81374829
166.0,0.33,30.0,1.0,1.0,0.09011069
166.0,1,30.0,1.0,1.0,0.22492025
166.0,3,30.0,1.0,1.0,0.43922868
500.0,0.33,30.0,1.0,1.0,0.22141531
500.0,1,30.0,1.0,1.0,0.44349733
500.0,3,30.0,1.0,1.0,0.66633159
1500.0,0.33,30.0,150.0,1.0,0.43955174
1500.0,1,30.0,150.0,1.0,0.67006011
1500.0,3,30.0,150.0,1.0,0.82309143
166.0,0.33,30.0,150.0,1.0,0.09053109
166.0,1,30.0,150.0,1.0,0.22561667
166.0,3,30.0,150.0,1.0,0.44798358
500.0,0.33,30.0,150.0,1.0,0.21738299
500.0,1,30.0,150.0,1.0,0.4440831
500.0,3,30.0,150.0,1.0,0.67519677
1500.0,0.33,30.0,3.0,1.0,0.44931518
1500.0,1,30.0,3.0,1.0,0.66066734
1500.0,3,30.0,3.0,1.0,0.79969381
166.0,0.33,30.0,3.0,1.0,0.09197868
166.0,1,30.0,3.0,1.0,0.2205467
166.0,3,30.0,3.0,1.0,0.44889647
500.0,0.33,30.0,3.0,1.0,0.22002508
500.0,1,30.0,3.0,1.0,0.4492519
500.0,3,30.0,3.0,1.0,0.66203967
