lifetime, velocity, separation, clife, cof, fripscore
1500.0,1,100,1500.0,1.0,0.58288137
1500.0,3,100,1500.0,1.0,0.75712283
500.0,1,1000,1500.0,1.0,0.4538122
500.0,1,100,1500.0,1.0,0.40994638
500.0,3,100,1500.0,1.0,0.61958828
500.0,1,300,1500.0,1.0,0.42479533333333336
500.0,1,500,1500.0,1.0,0.43101775
500.0,1,700,1500.0,1.0,0.4386227857142857
1500.0,1,100,1500.0,1.5,0.56860075
1500.0,3,100,1500.0,1.5,0.7295732
500.0,1,1000,1500.0,1.5,0.4051866
500.0,1,100,1500.0,1.5,0.39208323
500.0,3,100,1500.0,1.5,0.62299277
500.0,1,300,1500.0,1.5,0.42160024242424243
500.0,1,500,1500.0,1.5,0.4280115
500.0,1,700,1500.0,1.5,0.4232350714285714
500.0,1,1000,1500.0,100000.0,0.0190027
500.0,1,100,1500.0,100000.0,0.01850225
500.0,1,300,1500.0,100000.0,0.016959969696969696
500.0,1,500,1500.0,100000.0,0.01996945
500.0,1,700,1500.0,100000.0,0.017524642857142857
1500.0,1,100,1500.0,15.0,0.51709599
1500.0,3,100,1500.0,15.0,0.71278135
500.0,1,1000,1500.0,15.0,0.3917918
500.0,1,100,1500.0,15.0,0.37674773
500.0,3,100,1500.0,15.0,0.60044543
500.0,1,300,1500.0,15.0,0.3988179696969697
500.0,1,500,1500.0,15.0,0.4144664
500.0,1,700,1500.0,15.0,0.39972357142857146
1500.0,1,100,1500.0,150.0,0.48567975
1500.0,3,100,1500.0,150.0,0.68849453
500.0,1,1000,1500.0,150.0,0.3823262
500.0,1,100,1500.0,150.0,0.34588708
500.0,3,100,1500.0,150.0,0.58131936
500.0,1,300,1500.0,150.0,0.38083442424242425
500.0,1,500,1500.0,150.0,0.3899211
500.0,1,700,1500.0,150.0,0.38052821428571426
1500.0,1,100,1500.0,1500.0,0.32965595
1500.0,3,100,1500.0,1500.0,0.49743513
500.0,1,1000,1500.0,1500.0,0.2539168
500.0,1,100,1500.0,1500.0,0.21534652
500.0,3,100,1500.0,1500.0,0.40828586
500.0,1,300,1500.0,1500.0,0.22963136363636363
500.0,1,500,1500.0,1500.0,0.23603225
500.0,1,700,1500.0,1500.0,0.23943857142857142
1500.0,1,100,1500.0,15000.0,0.07158475
1500.0,3,100,1500.0,15000.0,0.13120778
500.0,1,1000,1500.0,15000.0,0.0545293
500.0,1,100,1500.0,15000.0,0.05433263
500.0,3,100,1500.0,15000.0,0.11775302
500.0,1,300,1500.0,15000.0,0.05884721212121212
500.0,1,500,1500.0,15000.0,0.0543178
500.0,1,700,1500.0,15000.0,0.05673157142857143
1500.0,1,100,1500.0,150000.0,0.01579472
1500.0,3,100,1500.0,150000.0,0.03132532
500.0,1,1000,1500.0,150000.0,0.016995
500.0,1,100,1500.0,150000.0,0.016518
500.0,3,100,1500.0,150000.0,0.02216225
500.0,1,300,1500.0,150000.0,0.014070272727272728
500.0,1,500,1500.0,150000.0,0.0113718
500.0,1,700,1500.0,150000.0,0.013964142857142857
1500.0,1,100,1500.0,3.0,0.54653115
1500.0,3,100,1500.0,3.0,0.73801179
500.0,1,1000,1500.0,3.0,0.4313178
500.0,1,100,1500.0,3.0,0.38733293
500.0,3,100,1500.0,3.0,0.60374847
500.0,1,300,1500.0,3.0,0.4165163333333333
500.0,1,500,1500.0,3.0,0.4053509
500.0,1,700,1500.0,3.0,0.42210414285714287
1500.0,1,100,1500.0,5.0,0.54422406
1500.0,3,100,1500.0,5.0,0.72166782
500.0,1,1000,1500.0,5.0,0.3870364
500.0,1,100,1500.0,5.0,0.38867541
500.0,3,100,1500.0,5.0,0.60281466
500.0,1,300,1500.0,5.0,0.4040695151515151
500.0,1,500,1500.0,5.0,0.41466675
500.0,1,700,1500.0,5.0,0.4050127142857143
1500.0,1,100,1500.0,50.0,0.5039824
1500.0,3,100,1500.0,50.0,0.67983927
500.0,1,1000,1500.0,50.0,0.4004052
500.0,1,100,1500.0,50.0,0.37267596
500.0,3,100,1500.0,50.0,0.59524858
500.0,1,300,1500.0,50.0,0.3819584545454546
500.0,1,500,1500.0,50.0,0.4040585
500.0,1,700,1500.0,50.0,0.39682542857142855
1500.0,1,100,1500.0,500.0,0.42806747
1500.0,3,100,1500.0,500.0,0.6219211
500.0,1,1000,1500.0,500.0,0.334211
500.0,1,100,1500.0,500.0,0.30442659
500.0,3,100,1500.0,500.0,0.50767112
500.0,1,300,1500.0,500.0,0.3302017272727273
500.0,1,500,1500.0,500.0,0.33574105
500.0,1,700,1500.0,500.0,0.332821
1500.0,1,100,1500.0,5000.0,0.17209739
1500.0,3,100,1500.0,5000.0,0.32062553
500.0,1,1000,1500.0,5000.0,0.1430765
500.0,1,100,1500.0,5000.0,0.11433547
500.0,3,100,1500.0,5000.0,0.21453974
500.0,1,300,1500.0,5000.0,0.12568066666666666
500.0,1,500,1500.0,5000.0,0.14146015
500.0,1,700,1500.0,5000.0,0.13216771428571428
1500.0,1,100,1500.0,50000.0,0.02982299
1500.0,3,100,1500.0,50000.0,0.05628427
500.0,1,1000,1500.0,50000.0,0.0321529
500.0,1,100,1500.0,50000.0,0.0267494
500.0,3,100,1500.0,50000.0,0.04539713
500.0,1,300,1500.0,50000.0,0.023111575757575758
500.0,1,500,1500.0,50000.0,0.0249932
500.0,1,700,1500.0,50000.0,0.026353071428571427
1500.0,1,100,1500.0,500000.0,0.010953
1500.0,3,100,1500.0,500000.0,0.01136599
500.0,1,1000,1500.0,500000.0,0.010741
500.0,1,100,1500.0,500000.0,0.01127517
500.0,3,100,1500.0,500000.0,0.01189972
500.0,1,300,1500.0,500000.0,0.01169669696969697
500.0,1,500,1500.0,500000.0,0.0113107
500.0,1,700,1500.0,500000.0,0.012135714285714286
1500.0,1,100,15000.0,1.0,0.66415172
1500.0,3,100,15000.0,1.0,0.79702491
500.0,1,1000,15000.0,1.0,0.4802521
500.0,1,100,15000.0,1.0,0.44669735
500.0,3,100,15000.0,1.0,0.6425832
500.0,1,300,15000.0,1.0,0.46143581818181817
500.0,1,500,15000.0,1.0,0.47777195
500.0,1,700,15000.0,1.0,0.4945724285714286
1500.0,1,100,15000.0,1.5,0.65989002
1500.0,3,100,15000.0,1.5,0.78105473
500.0,1,1000,15000.0,1.5,0.464017
500.0,1,100,15000.0,1.5,0.44137248
500.0,3,100,15000.0,1.5,0.6663859
500.0,1,300,15000.0,1.5,0.45234763636363634
500.0,1,500,15000.0,1.5,0.4577263
500.0,1,700,15000.0,1.5,0.48453085714285715
500.0,1,1000,15000.0,100000.0,0.0832582
500.0,1,100,15000.0,100000.0,0.0771267
500.0,1,300,15000.0,100000.0,0.10455939393939394
500.0,1,500,15000.0,100000.0,0.1147765
500.0,1,700,15000.0,100000.0,0.09192707142857143
1500.0,1,100,15000.0,15.0,0.63769416
1500.0,3,100,15000.0,15.0,0.81311998
500.0,1,1000,15000.0,15.0,0.4797253
500.0,1,100,15000.0,15.0,0.43774218
500.0,3,100,15000.0,15.0,0.66036367
500.0,1,300,15000.0,15.0,0.4619327575757576
500.0,1,500,15000.0,15.0,0.450701
500.0,1,700,15000.0,15.0,0.4617422857142857
1500.0,1,100,15000.0,150.0,0.64178756
1500.0,3,100,15000.0,150.0,0.79740415
500.0,1,1000,15000.0,150.0,0.4868695
500.0,1,100,15000.0,150.0,0.43396312
500.0,3,100,15000.0,150.0,0.66448423
500.0,1,300,15000.0,150.0,0.4560119090909091
500.0,1,500,15000.0,150.0,0.4741874
500.0,1,700,15000.0,150.0,0.4715659285714286
1500.0,1,100,15000.0,1500.0,0.62463328
1500.0,3,100,15000.0,1500.0,0.75788598
500.0,1,1000,15000.0,1500.0,0.4666626
500.0,1,100,15000.0,1500.0,0.40850477
500.0,3,100,15000.0,1500.0,0.6328921
500.0,1,300,15000.0,1500.0,0.4388047272727273
500.0,1,500,15000.0,1500.0,0.44025435
500.0,1,700,15000.0,1500.0,0.45507114285714284
1500.0,1,100,15000.0,15000.0,0.45457569
1500.0,3,100,15000.0,15000.0,0.59456274
500.0,1,1000,15000.0,15000.0,0.2878586
500.0,1,100,15000.0,15000.0,0.25576943
500.0,3,100,15000.0,15000.0,0.45911039
500.0,1,300,15000.0,15000.0,0.28219330303030304
500.0,1,500,15000.0,15000.0,0.28657485
500.0,1,700,15000.0,15000.0,0.2917142857142857
1500.0,1,100,15000.0,150000.0,0.12896183
1500.0,3,100,15000.0,150000.0,0.18297717
500.0,1,1000,15000.0,150000.0,0.0763593
500.0,1,100,15000.0,150000.0,0.06994586
500.0,3,100,15000.0,150000.0,0.15984797
500.0,1,300,15000.0,150000.0,0.06142854545454546
500.0,1,500,15000.0,150000.0,0.07621875
500.0,1,700,15000.0,150000.0,0.06575235714285714
1500.0,1,100,15000.0,3.0,0.63989042
1500.0,3,100,15000.0,3.0,0.80706402
500.0,1,1000,15000.0,3.0,0.4818006
500.0,1,100,15000.0,3.0,0.44003715
500.0,3,100,15000.0,3.0,0.64542512
500.0,1,300,15000.0,3.0,0.4613313636363636
500.0,1,500,15000.0,3.0,0.4690285
500.0,1,700,15000.0,3.0,0.4754249285714286
1500.0,1,100,15000.0,5.0,0.64792022
1500.0,3,100,15000.0,5.0,0.80048625
500.0,1,1000,15000.0,5.0,0.4523054
500.0,1,100,15000.0,5.0,0.43721119
500.0,3,100,15000.0,5.0,0.66496862
500.0,1,300,15000.0,5.0,0.4627980909090909
500.0,1,500,15000.0,5.0,0.4698781
500.0,1,700,15000.0,5.0,0.47364964285714284
1500.0,1,100,15000.0,50.0,0.64462153
1500.0,3,100,15000.0,50.0,0.78947433
500.0,1,1000,15000.0,50.0,0.4514297
500.0,1,100,15000.0,50.0,0.43848776
500.0,3,100,15000.0,50.0,0.66436061
500.0,1,300,15000.0,50.0,0.4622211212121212
500.0,1,500,15000.0,50.0,0.4825011
500.0,1,700,15000.0,50.0,0.4754637857142857
1500.0,1,100,15000.0,500.0,0.64294901
1500.0,3,100,15000.0,500.0,0.78522661
500.0,1,1000,15000.0,500.0,0.4600534
500.0,1,100,15000.0,500.0,0.4291473
500.0,3,100,15000.0,500.0,0.64100231
500.0,1,300,15000.0,500.0,0.4610274848484848
500.0,1,500,15000.0,500.0,0.4470686
500.0,1,700,15000.0,500.0,0.4684249285714286
1500.0,1,100,15000.0,5000.0,0.56640335
1500.0,3,100,15000.0,5000.0,0.70168261
500.0,1,1000,15000.0,5000.0,0.3806406
500.0,1,100,15000.0,5000.0,0.34558476
500.0,3,100,15000.0,5000.0,0.56704227
500.0,1,300,15000.0,5000.0,0.3860096060606061
500.0,1,500,15000.0,5000.0,0.38218575
500.0,1,700,15000.0,5000.0,0.3789192142857143
1500.0,1,100,15000.0,50000.0,0.24541213
1500.0,3,100,15000.0,50000.0,0.3561355
500.0,1,1000,15000.0,50000.0,0.1785709
500.0,1,100,15000.0,50000.0,0.12629198
500.0,3,100,15000.0,50000.0,0.26530558
500.0,1,300,15000.0,50000.0,0.13407948484848484
500.0,1,500,15000.0,50000.0,0.1584096
500.0,1,700,15000.0,50000.0,0.16346742857142857
1500.0,1,100,15000.0,500000.0,0.04030938
1500.0,3,100,15000.0,500000.0,0.09250213
500.0,1,1000,15000.0,500000.0,0.0312337
500.0,1,100,15000.0,500000.0,0.02897625
500.0,3,100,15000.0,500000.0,0.04214042
500.0,1,300,15000.0,500000.0,0.027066787878787878
500.0,1,500,15000.0,500000.0,0.0288369
500.0,1,700,15000.0,500000.0,0.03448892857142857
1500.0,1,100,150000.0,1.0,0.65949307
1500.0,3,100,150000.0,1.0,0.81485042
500.0,1,1000,150000.0,1.0,0.4747386
500.0,1,100,150000.0,1.0,0.44047694
500.0,3,100,150000.0,1.0,0.66592074
500.0,1,300,150000.0,1.0,0.4692799393939394
500.0,1,500,150000.0,1.0,0.47541145
500.0,1,700,150000.0,1.0,0.4832579285714286
1500.0,1,100,150000.0,1.5,0.65394978
1500.0,3,100,150000.0,1.5,0.80286747
500.0,1,1000,150000.0,1.5,0.4710356
500.0,1,100,150000.0,1.5,0.44065166
500.0,3,100,150000.0,1.5,0.66717198
500.0,1,300,150000.0,1.5,0.46981630303030303
500.0,1,500,150000.0,1.5,0.48075305
500.0,1,700,150000.0,1.5,0.4738140714285714
500.0,1,1000,150000.0,100000.0,0.3433334
500.0,1,100,150000.0,100000.0,0.32196665
500.0,1,300,150000.0,100000.0,0.3223290909090909
500.0,1,500,150000.0,100000.0,0.343007
500.0,1,700,150000.0,100000.0,0.32021757142857143
1500.0,1,100,150000.0,15.0,0.67073963
1500.0,3,100,150000.0,15.0,0.81146197
500.0,1,1000,150000.0,15.0,0.4983496
500.0,1,100,150000.0,15.0,0.44772615
500.0,3,100,150000.0,15.0,0.67751794
500.0,1,300,150000.0,15.0,0.46527321212121214
500.0,1,500,150000.0,15.0,0.47900265
500.0,1,700,150000.0,15.0,0.47331578571428573
1500.0,1,100,150000.0,150.0,0.65851061
1500.0,3,100,150000.0,150.0,0.78919995
500.0,1,1000,150000.0,150.0,0.4975
500.0,1,100,150000.0,150.0,0.44016394
500.0,3,100,150000.0,150.0,0.66111539
500.0,1,300,150000.0,150.0,0.4731657878787879
500.0,1,500,150000.0,150.0,0.46473205
500.0,1,700,150000.0,150.0,0.4706177857142857
1500.0,1,100,150000.0,1500.0,0.66563801
1500.0,3,100,150000.0,1500.0,0.80503776
500.0,1,1000,150000.0,1500.0,0.4758253
500.0,1,100,150000.0,1500.0,0.43574774
500.0,3,100,150000.0,1500.0,0.67498394
500.0,1,300,150000.0,1500.0,0.46724278787878787
500.0,1,500,150000.0,1500.0,0.4669535
500.0,1,700,150000.0,1500.0,0.4695081428571429
1500.0,1,100,150000.0,15000.0,0.64646635
1500.0,3,100,150000.0,15000.0,0.77150011
500.0,1,1000,150000.0,15000.0,0.4721547
500.0,1,100,150000.0,15000.0,0.4206619
500.0,3,100,150000.0,15000.0,0.64729366
500.0,1,300,150000.0,15000.0,0.4463400303030303
500.0,1,500,150000.0,15000.0,0.43921795
500.0,1,700,150000.0,15000.0,0.4559830714285714
1500.0,1,100,150000.0,150000.0,0.44738213
1500.0,3,100,150000.0,150000.0,0.56916835
500.0,1,1000,150000.0,150000.0,0.2882314
500.0,1,100,150000.0,150000.0,0.28781083
500.0,3,100,150000.0,150000.0,0.46797228
500.0,1,300,150000.0,150000.0,0.31188051515151516
500.0,1,500,150000.0,150000.0,0.29944015
500.0,1,700,150000.0,150000.0,0.34408207142857145
1500.0,1,100,150000.0,3.0,0.66845121
1500.0,3,100,150000.0,3.0,0.80516958
500.0,1,1000,150000.0,3.0,0.4733168
500.0,1,100,150000.0,3.0,0.44658625
500.0,3,100,150000.0,3.0,0.67104462
500.0,1,300,150000.0,3.0,0.46970633333333334
500.0,1,500,150000.0,3.0,0.47887145
500.0,1,700,150000.0,3.0,0.4780102857142857
1500.0,1,100,150000.0,5.0,0.66664644
1500.0,3,100,150000.0,5.0,0.80968615
500.0,1,1000,150000.0,5.0,0.4886316
500.0,1,100,150000.0,5.0,0.43962
500.0,3,100,150000.0,5.0,0.67712426
500.0,1,300,150000.0,5.0,0.4751436363636364
500.0,1,500,150000.0,5.0,0.4728714
500.0,1,700,150000.0,5.0,0.4594257857142857
1500.0,1,100,150000.0,50.0,0.65807581
1500.0,3,100,150000.0,50.0,0.82269377
500.0,1,1000,150000.0,50.0,0.4621545
500.0,1,100,150000.0,50.0,0.44514823
500.0,3,100,150000.0,50.0,0.67063729
500.0,1,300,150000.0,50.0,0.4715848484848485
500.0,1,500,150000.0,50.0,0.4684542
500.0,1,700,150000.0,50.0,0.48534464285714285
1500.0,1,100,150000.0,500.0,0.65848985
1500.0,3,100,150000.0,500.0,0.80331863
500.0,1,1000,150000.0,500.0,0.4672461
500.0,1,100,150000.0,500.0,0.44615706
500.0,3,100,150000.0,500.0,0.67977923
500.0,1,300,150000.0,500.0,0.4604188787878788
500.0,1,500,150000.0,500.0,0.457437
500.0,1,700,150000.0,500.0,0.49165642857142855
1500.0,1,100,150000.0,5000.0,0.66818809
1500.0,3,100,150000.0,5000.0,0.78861713
500.0,1,1000,150000.0,5000.0,0.4779145
500.0,1,100,150000.0,5000.0,0.42494243
500.0,3,100,150000.0,5000.0,0.65179902
500.0,1,300,150000.0,5000.0,0.4582761515151515
500.0,1,500,150000.0,5000.0,0.4705943
500.0,1,700,150000.0,5000.0,0.4586990714285714
1500.0,1,100,150000.0,50000.0,0.56606628
1500.0,3,100,150000.0,50000.0,0.74863683
500.0,1,1000,150000.0,50000.0,0.4302565
500.0,1,100,150000.0,50000.0,0.36445205
500.0,3,100,150000.0,50000.0,0.56590732
500.0,1,300,150000.0,50000.0,0.380096
500.0,1,500,150000.0,50000.0,0.38270835
500.0,1,700,150000.0,50000.0,0.39074364285714286
1500.0,1,100,150000.0,500000.0,0.2718657
1500.0,3,100,150000.0,500000.0,0.47573996
500.0,1,1000,150000.0,500000.0,0.1905324
500.0,1,100,150000.0,500000.0,0.14216455
500.0,3,100,150000.0,500000.0,0.23034051
500.0,1,300,150000.0,500000.0,0.15197906060606062
500.0,1,500,150000.0,500000.0,0.1312407
500.0,1,700,150000.0,500000.0,0.13958907142857144
1500.0,1,100,3.0,1.0,0.0161903
1500.0,3,100,3.0,1.0,0.02450126
500.0,1,1000,3.0,1.0,0.0165493
500.0,1,100,3.0,1.0,0.01801241
500.0,3,100,3.0,1.0,0.02550615
500.0,1,300,3.0,1.0,0.017193090909090908
500.0,1,500,3.0,1.0,0.01715405
500.0,1,700,3.0,1.0,0.017097928571428573
1500.0,1,100,3.0,1.5,0.01175073
1500.0,3,100,3.0,1.5,0.03336997
500.0,1,1000,3.0,1.5,0.0170516
500.0,1,100,3.0,1.5,0.01375637
500.0,3,100,3.0,1.5,0.0241028
500.0,1,300,3.0,1.5,0.015254333333333333
500.0,1,500,3.0,1.5,0.0157875
500.0,1,700,3.0,1.5,0.016115428571428572
500.0,1,1000,3.0,100000.0,0.0092493
500.0,1,100,3.0,100000.0,0.00968523
500.0,1,300,3.0,100000.0,0.010733727272727273
500.0,1,500,3.0,100000.0,0.00945725
500.0,1,700,3.0,100000.0,0.009597071428571429
1500.0,1,100,3.0,15.0,0.01039397
1500.0,3,100,3.0,15.0,0.00975316
500.0,1,1000,3.0,15.0,0.0102528
500.0,1,100,3.0,15.0,0.01008104
500.0,3,100,3.0,15.0,0.0108591
500.0,1,300,3.0,15.0,0.010439787878787878
500.0,1,500,3.0,15.0,0.0105793
500.0,1,700,3.0,15.0,0.010524928571428572
1500.0,1,100,3.0,150.0,0.01150776
1500.0,3,100,3.0,150.0,0.00741691
500.0,1,1000,3.0,150.0,0.0096672
500.0,1,100,3.0,150.0,0.00995838
500.0,3,100,3.0,150.0,0.00899415
500.0,1,300,3.0,150.0,0.009966515151515152
500.0,1,500,3.0,150.0,0.01086115
500.0,1,700,3.0,150.0,0.008919857142857143
1500.0,1,100,3.0,1500.0,0.00768029
1500.0,3,100,3.0,1500.0,0.00900292
500.0,1,1000,3.0,1500.0,0.0105278
500.0,1,100,3.0,1500.0,0.00914224
500.0,3,100,3.0,1500.0,0.00758295
500.0,1,300,3.0,1500.0,0.009172212121212121
500.0,1,500,3.0,1500.0,0.00956005
500.0,1,700,3.0,1500.0,0.010501
1500.0,1,100,3.0,15000.0,0.00919852
1500.0,3,100,3.0,15000.0,0.00649091
500.0,1,1000,3.0,15000.0,0.0091798
500.0,1,100,3.0,15000.0,0.01016506
500.0,3,100,3.0,15000.0,0.01095331
500.0,1,300,3.0,15000.0,0.009450424242424243
500.0,1,500,3.0,15000.0,0.0089556
500.0,1,700,3.0,15000.0,0.010393785714285715
1500.0,1,100,3.0,150000.0,0.00756868
1500.0,3,100,3.0,150000.0,0.01102915
500.0,1,1000,3.0,150000.0,0.0094553
500.0,1,100,3.0,150000.0,0.00872825
500.0,3,100,3.0,150000.0,0.00991085
500.0,1,300,3.0,150000.0,0.009115242424242425
500.0,1,500,3.0,150000.0,0.00973235
500.0,1,700,3.0,150000.0,0.009595357142857143
1500.0,1,100,3.0,3.0,0.01255733
1500.0,3,100,3.0,3.0,0.01348118
500.0,1,1000,3.0,3.0,0.0127641
500.0,1,100,3.0,3.0,0.01408718
500.0,3,100,3.0,3.0,0.01516747
500.0,1,300,3.0,3.0,0.012872818181818181
500.0,1,500,3.0,3.0,0.01402175
500.0,1,700,3.0,3.0,0.012744285714285715
1500.0,1,100,3.0,5.0,0.01240472
1500.0,3,100,3.0,5.0,0.00953851
500.0,1,1000,3.0,5.0,0.0116896
500.0,1,100,3.0,5.0,0.01195642
500.0,3,100,3.0,5.0,0.01306797
500.0,1,300,3.0,5.0,0.011919272727272728
500.0,1,500,3.0,5.0,0.0121569
500.0,1,700,3.0,5.0,0.012739642857142857
1500.0,1,100,3.0,50.0,0.00825876
1500.0,3,100,3.0,50.0,0.00931233
500.0,1,1000,3.0,50.0,0.0093563
500.0,1,100,3.0,50.0,0.0099619
500.0,3,100,3.0,50.0,0.01068839
500.0,1,300,3.0,50.0,0.010282030303030303
500.0,1,500,3.0,50.0,0.01027315
500.0,1,700,3.0,50.0,0.010569714285714286
1500.0,1,100,3.0,500.0,0.01132709
1500.0,3,100,3.0,500.0,0.00403573
500.0,1,1000,3.0,500.0,0.0090711
500.0,1,100,3.0,500.0,0.00919382
500.0,3,100,3.0,500.0,0.00945453
500.0,1,300,3.0,500.0,0.00945630303030303
500.0,1,500,3.0,500.0,0.00940495
500.0,1,700,3.0,500.0,0.010635642857142857
1500.0,1,100,3.0,5000.0,0.00892405
1500.0,3,100,3.0,5000.0,0.01217798
500.0,1,1000,3.0,5000.0,0.0095588
500.0,1,100,3.0,5000.0,0.00967767
500.0,3,100,3.0,5000.0,0.00699507
500.0,1,300,3.0,5000.0,0.010375818181818182
500.0,1,500,3.0,5000.0,0.00945635
500.0,1,700,3.0,5000.0,0.009200857142857143
1500.0,1,100,3.0,50000.0,0.00960198
1500.0,3,100,3.0,50000.0,0.00734535
500.0,1,1000,3.0,50000.0,0.0093649
500.0,1,100,3.0,50000.0,0.00958104
500.0,3,100,3.0,50000.0,0.00884802
500.0,1,300,3.0,50000.0,0.008757545454545455
500.0,1,500,3.0,50000.0,0.00974445
500.0,1,700,3.0,50000.0,0.009331571428571429
1500.0,1,100,3.0,500000.0,0.00773529
1500.0,3,100,3.0,500000.0,0.01218059
500.0,1,1000,3.0,500000.0,0.0099458
500.0,1,100,3.0,500000.0,0.00986778
500.0,3,100,3.0,500000.0,0.0083933
500.0,1,300,3.0,500000.0,0.00917909090909091
500.0,1,500,3.0,500000.0,0.0099563
500.0,1,700,3.0,500000.0,0.009070928571428572
1500.0,1,100,5.0,1.0,0.02204635
1500.0,3,100,5.0,1.0,0.02846259
500.0,1,1000,5.0,1.0,0.0222841
500.0,1,100,5.0,1.0,0.02280167
500.0,3,100,5.0,1.0,0.03560263
500.0,1,300,5.0,1.0,0.02438648484848485
500.0,1,500,5.0,1.0,0.02216365
500.0,1,700,5.0,1.0,0.022217214285714285
1500.0,1,100,5.0,1.5,0.01993523
1500.0,3,100,5.0,1.5,0.02955725
500.0,1,1000,5.0,1.5,0.0208461
500.0,1,100,5.0,1.5,0.02074239
500.0,3,100,5.0,1.5,0.03061709
500.0,1,300,5.0,1.5,0.020367939393939393
500.0,1,500,5.0,1.5,0.0196511
500.0,1,700,5.0,1.5,0.0202175
500.0,1,1000,5.0,100000.0,0.0094786
500.0,1,100,5.0,100000.0,0.00942202
500.0,1,300,5.0,100000.0,0.008918757575757576
500.0,1,500,5.0,100000.0,0.00945405
500.0,1,700,5.0,100000.0,0.010338142857142857
1500.0,1,100,5.0,15.0,0.01109054
1500.0,3,100,5.0,15.0,0.01627312
500.0,1,1000,5.0,15.0,0.0116023
500.0,1,100,5.0,15.0,0.01222838
500.0,3,100,5.0,15.0,0.01831698
500.0,1,300,5.0,15.0,0.010845090909090908
500.0,1,500,5.0,15.0,0.01192965
500.0,1,700,5.0,15.0,0.011902571428571429
1500.0,1,100,5.0,150.0,0.00745724
1500.0,3,100,5.0,150.0,0.00998863
500.0,1,1000,5.0,150.0,0.0098503
500.0,1,100,5.0,150.0,0.00996675
500.0,3,100,5.0,150.0,0.00948437
500.0,1,300,5.0,150.0,0.009530151515151516
500.0,1,500,5.0,150.0,0.00934815
500.0,1,700,5.0,150.0,0.009296142857142857
1500.0,1,100,5.0,1500.0,0.01087267
1500.0,3,100,5.0,1500.0,0.00589871
500.0,1,1000,5.0,1500.0,0.0090833
500.0,1,100,5.0,1500.0,0.00996052
500.0,3,100,5.0,1500.0,0.0109879
500.0,1,300,5.0,1500.0,0.009934242424242424
500.0,1,500,5.0,1500.0,0.0090946
500.0,1,700,5.0,1500.0,0.00975142857142857
1500.0,1,100,5.0,15000.0,0.01046149
1500.0,3,100,5.0,15000.0,0.00795812
500.0,1,1000,5.0,15000.0,0.0098035
500.0,1,100,5.0,15000.0,0.00931947
500.0,3,100,5.0,15000.0,0.00686443
500.0,1,300,5.0,15000.0,0.008975151515151516
500.0,1,500,5.0,15000.0,0.0089407
500.0,1,700,5.0,15000.0,0.009094714285714286
1500.0,1,100,5.0,150000.0,0.00857452
1500.0,3,100,5.0,150000.0,0.00780585
500.0,1,1000,5.0,150000.0,0.0102597
500.0,1,100,5.0,150000.0,0.00949188
500.0,3,100,5.0,150000.0,0.01337826
500.0,1,300,5.0,150000.0,0.010574272727272727
500.0,1,500,5.0,150000.0,0.009207
500.0,1,700,5.0,150000.0,0.010122928571428571
1500.0,1,100,5.0,3.0,0.01637382
1500.0,3,100,5.0,3.0,0.01779771
500.0,1,1000,5.0,3.0,0.0163396
500.0,1,100,5.0,3.0,0.01742258
500.0,3,100,5.0,3.0,0.0251957
500.0,1,300,5.0,3.0,0.016312151515151516
500.0,1,500,5.0,3.0,0.01595175
500.0,1,700,5.0,3.0,0.0163175
1500.0,1,100,5.0,5.0,0.01091452
1500.0,3,100,5.0,5.0,0.02234532
500.0,1,1000,5.0,5.0,0.0142343
500.0,1,100,5.0,5.0,0.01390934
500.0,3,100,5.0,5.0,0.01899504
500.0,1,300,5.0,5.0,0.014798787878787878
500.0,1,500,5.0,5.0,0.01603535
500.0,1,700,5.0,5.0,0.013779285714285714
1500.0,1,100,5.0,50.0,0.00918491
1500.0,3,100,5.0,50.0,0.00612091
500.0,1,1000,5.0,50.0,0.0102426
500.0,1,100,5.0,50.0,0.01035644
500.0,3,100,5.0,50.0,0.01114335
500.0,1,300,5.0,50.0,0.010624484848484848
500.0,1,500,5.0,50.0,0.0098246
500.0,1,700,5.0,50.0,0.0103075
1500.0,1,100,5.0,500.0,0.00934233
1500.0,3,100,5.0,500.0,0.00710088
500.0,1,1000,5.0,500.0,0.0093502
500.0,1,100,5.0,500.0,0.01029427
500.0,3,100,5.0,500.0,0.0087728
500.0,1,300,5.0,500.0,0.009142878787878788
500.0,1,500,5.0,500.0,0.0102815
500.0,1,700,5.0,500.0,0.0092815
1500.0,1,100,5.0,5000.0,0.01127618
1500.0,3,100,5.0,5000.0,0.01454296
500.0,1,1000,5.0,5000.0,0.0095429
500.0,1,100,5.0,5000.0,0.00930224
500.0,3,100,5.0,5000.0,0.01407815
500.0,1,300,5.0,5000.0,0.00966621212121212
500.0,1,500,5.0,5000.0,0.00905075
500.0,1,700,5.0,5000.0,0.0093205
1500.0,1,100,5.0,50000.0,0.00804486
1500.0,3,100,5.0,50000.0,0.00735381
500.0,1,1000,5.0,50000.0,0.010096
500.0,1,100,5.0,50000.0,0.0090225
500.0,3,100,5.0,50000.0,0.00952208
500.0,1,300,5.0,50000.0,0.009547212121212121
500.0,1,500,5.0,50000.0,0.0089642
500.0,1,700,5.0,50000.0,0.009566357142857142
1500.0,1,100,5.0,500000.0,0.00470736
1500.0,3,100,5.0,500000.0,0.00645339
