orientation,dist,n,peak_score
++,208240.5,1131,1.6799831339882225
++,240713.0,1829,1.6989482823890882
++,282927.0,2918,1.6373394063168218
++,337805.5,3524,1.6140665318885665
++,409147.5,4801,1.5444482536165816
++,501891.5,5515,1.4729074412433778
++,622459.0,5617,1.4122016675112277
++,779197.0,5095,1.355102043957618
++,982956.0,3065,1.3133711839997206
++,1247843.0,2376,1.3033649106541176
++,1592196.5,1092,1.315221689125105
++,2039855.5,346,1.3579805151272104
++,2621812.0,50,1.2087926697980929
++,3378355.5,35,1.123514529875284
+-,208240.5,1239,1.7712712369889123
+-,240713.0,2212,1.759863581647239
+-,282927.0,3452,1.6720366785005458
+-,337805.5,3773,1.6091451279175562
+-,409147.5,5256,1.549601342984132
+-,501891.5,6460,1.5153352921827121
+-,622459.0,6315,1.435136662466324
+-,779197.0,5886,1.3814012132023474
+-,982956.0,4141,1.3473663645930485
+-,1247843.0,2759,1.3283704584364144
+-,1592196.5,1244,1.3263167873919803
+-,2039855.5,494,1.3508475251110794
+-,2621812.0,53,1.0949250942132989
+-,3378355.5,37,1.191833934445164
-+,208240.5,915,1.6147156338235193
-+,240713.0,1725,1.6816519118808495
-+,282927.0,2563,1.5639256135304413
-+,337805.5,3015,1.5532656988378029
-+,409147.5,4088,1.5351058852782922
-+,501891.5,4812,1.4637172123100757
-+,622459.0,4554,1.3604182544136234
-+,779197.0,4156,1.3405325512348885
-+,982956.0,2628,1.3015153340401417
-+,1247843.0,1916,1.2925193321725383
-+,1592196.5,797,1.286231774032578
-+,2039855.5,250,1.306447617480064
-+,2621812.0,39,1.264101697855298
-+,3378355.5,27,1.1069258092870844
--,208240.5,996,1.6812935302153866
--,240713.0,1908,1.7005612940846258
--,282927.0,3101,1.604310508862371
--,337805.5,3366,1.5574401222369538
--,409147.5,4546,1.5272962696534023
--,501891.5,5556,1.501705172930138
--,622459.0,5230,1.4072827273008954
--,779197.0,4854,1.3641979240520172
--,982956.0,3350,1.3184512383147333
--,1247843.0,2245,1.3273668896086952
--,1592196.5,962,1.3297520050971117
--,2039855.5,340,1.2644597741771246
--,2621812.0,64,1.1387958552410653
--,3378355.5,34,1.2039953183599734
