orientation,dist,n,peak_score
++,208240.5,924,2.0653544670243846
++,240713.0,1209,1.979798585368869
++,282927.0,1642,2.0053935013831494
++,337805.5,1888,1.922557634104781
++,409147.5,2044,1.9983110587536546
++,501891.5,1511,1.926406484717474
++,622459.0,1062,1.8714793465060402
++,779197.0,702,1.8405187987036598
++,982956.0,361,1.8568305107073562
++,1247843.0,103,1.781634348495914
++,1592196.5,26,1.8836786170643354
++,3378355.5,3,1.9616622017518002
+-,208240.5,1196,2.1372982544945676
+-,240713.0,1636,2.039990964114869
+-,282927.0,2126,2.0277595848879106
+-,337805.5,2415,1.9565482462685322
+-,409147.5,2388,1.9577131528646143
+-,501891.5,1858,1.942803417069437
+-,622459.0,1368,1.9267775497008481
+-,779197.0,876,1.924835981546909
+-,982956.0,398,1.9543591010412757
+-,1247843.0,176,1.9519648318278353
+-,1592196.5,45,1.8791815269980308
+-,2039855.5,2,1.4768996966038488
-+,208240.5,737,2.0311958647866644
-+,240713.0,1046,1.9409183370625591
-+,282927.0,1559,1.7989989600026075
-+,337805.5,1326,1.9270166895724352
-+,409147.5,1573,1.957072870092116
-+,501891.5,1179,1.9052059520498459
-+,622459.0,714,1.8725946326714844
-+,779197.0,540,1.7567329368739293
-+,982956.0,284,1.7863319125884238
-+,1247843.0,62,1.8942010164504346
-+,1592196.5,15,1.9289893850661262
-+,3378355.5,1,1.9616622017518002
--,208240.5,968,2.1188242211464803
--,240713.0,1342,1.9629641949413588
--,282927.0,1755,1.9131526243771337
--,337805.5,1739,1.9516511946124742
--,409147.5,1804,1.9019641463246066
--,501891.5,1442,1.9204417078024005
--,622459.0,1018,1.9283540016323477
--,779197.0,703,1.8143385079314802
--,982956.0,314,1.9172082235301076
--,1247843.0,101,1.8980679666521887
--,1592196.5,23,1.7731933760957357
