orientation,dist,n,peak_score
++,208240.5,670,2.1535301960838185
++,240713.0,875,2.05239928978284
++,282927.0,1267,2.0523400687037885
++,337805.5,1296,1.9812553253003906
++,409147.5,1460,2.0717285055777674
++,501891.5,1156,1.9941736269038197
++,622459.0,766,1.9209515538753454
++,779197.0,468,1.9524407870694063
++,982956.0,270,1.8914564465492667
++,1247843.0,70,1.7140433272921138
++,1592196.5,24,1.9234986890804562
++,3378355.5,3,1.9616622017518002
+-,208240.5,928,2.243558316479861
+-,240713.0,1170,2.122461955925322
+-,282927.0,1642,2.0723449908266405
+-,337805.5,1630,2.017596140229757
+-,409147.5,1686,2.029029045332268
+-,501891.5,1344,2.0327778672366317
+-,622459.0,943,2.009791857346999
+-,779197.0,624,2.0402120374847508
+-,982956.0,302,2.0288662040874903
+-,1247843.0,120,1.9619164326578336
+-,1592196.5,37,2.0313151889471426
-+,208240.5,522,2.1465687986786133
-+,240713.0,805,2.008131095596151
-+,282927.0,1187,1.7946298332452677
-+,337805.5,833,2.030363433282235
-+,409147.5,1069,2.0084287402317145
-+,501891.5,888,1.967865190898364
-+,622459.0,483,1.933627365405687
-+,779197.0,365,1.8189763530376135
-+,982956.0,230,1.8014218067183405
-+,1247843.0,44,2.0498701390532843
-+,1592196.5,14,1.968833171314282
-+,3378355.5,1,1.9616622017518002
--,208240.5,680,2.283736864199386
--,240713.0,1011,2.0376986076958663
--,282927.0,1291,1.941542042763526
--,337805.5,1109,2.05064454512087
--,409147.5,1210,1.9436197879091144
--,501891.5,1055,2.0080313511436803
--,622459.0,679,2.035379089204763
--,779197.0,542,1.8516876132230438
--,982956.0,251,1.9707531565303342
--,1247843.0,70,2.034170754147479
--,1592196.5,17,2.0184705937364127
