orientation,dist,n,peak_score
++,105000.0,806,1.071396664728791
++,114750.0,731,1.0834302558451168
++,122425.0,460,1.1057094868244477
++,129152.5,622,1.0858400923163298
++,137898.0,724,1.0709738455923927
++,149267.0,1022,1.0895789874271413
++,164047.5,1268,1.077285252654288
++,183262.0,1694,1.0992058174173938
++,208240.5,2224,1.09106557688373
++,240713.0,2905,1.0744041352915845
++,282927.0,3674,1.0799144776529126
++,337805.5,4610,1.0610827538815644
++,409147.5,5977,1.0577813219609455
++,501891.5,7649,1.0462564004878714
++,622459.0,9668,1.029647269951062
++,779197.0,12403,1.0224719954268615
++,982956.0,15660,1.0173981916673653
++,1247843.0,19966,1.0059575042637718
++,1592196.5,25416,1.0031067923883514
++,2039855.5,32062,0.9993054925680555
++,2621812.0,39749,0.9977284811996547
++,3378355.5,50605,0.9981120518648186
++,4361862.5,61540,0.9979548367094996
++,5640421.5,78868,0.997448086877904
++,7302548.0,99420,0.9974329479016887
++,9463313.0,88949,0.9980831652864046
+-,105000.0,780,1.1828757271017396
+-,114750.0,731,1.1656828540017805
+-,122425.0,473,1.216255542853329
+-,129152.5,607,1.2163143652446318
+-,137898.0,781,1.1910080580724105
+-,149267.0,1023,1.239287393221749
+-,164047.5,1309,1.1968578405257297
+-,183262.0,1668,1.214285556008439
+-,208240.5,2192,1.2014453119679942
+-,240713.0,2792,1.203668586654869
+-,282927.0,3596,1.185260699507264
+-,337805.5,4622,1.1727707926365476
+-,409147.5,6015,1.1508570532388394
+-,501891.5,7555,1.1322196852788897
+-,622459.0,9598,1.1095387875180154
+-,779197.0,12139,1.0782491689499731
+-,982956.0,15733,1.0619709454231656
+-,1247843.0,20009,1.041515622873279
+-,1592196.5,25603,1.019720678246983
+-,2039855.5,32573,1.0090187534061974
+-,2621812.0,40450,1.0023855629590686
+-,3378355.5,50803,0.9999883186209106
+-,4361862.5,62432,0.9990410284354012
+-,5640421.5,79047,0.9975669372784429
+-,7302548.0,98904,0.9981591647672798
+-,9463313.0,90778,0.9977942736728037
-+,105000.0,810,0.9826576958004263
-+,114750.0,771,0.9839292199638299
-+,122425.0,498,0.9915172226493749
-+,129152.5,631,1.0133117972340342
-+,137898.0,841,0.9931110169953223
-+,149267.0,1085,0.9950068315786812
-+,164047.5,1357,1.0070820274437802
-+,183262.0,1795,0.9969602162690652
-+,208240.5,2252,1.0050006687829816
-+,240713.0,2947,1.0001913221040717
-+,282927.0,3866,0.9957195583377265
-+,337805.5,4827,0.995920031829915
-+,409147.5,6062,0.9938097590445495
-+,501891.5,7787,0.9924695781060552
-+,622459.0,9831,0.9845902807156928
-+,779197.0,12490,0.9906831174963442
-+,982956.0,15851,0.9870532968838144
-+,1247843.0,19884,0.9868257730981195
-+,1592196.5,25230,0.9914014555787383
-+,2039855.5,31942,0.9911756391097777
-+,2621812.0,40405,0.9949194372486493
-+,3378355.5,51025,0.9952132398778447
-+,4361862.5,62581,0.9966433813449856
-+,5640421.5,78518,0.9970686072529872
-+,7302548.0,98547,0.9976931226285662
-+,9463313.0,88866,0.9982627398844601
--,105000.0,839,1.081849897308478
--,114750.0,764,1.0866930964267134
--,122425.0,452,1.0851095920111604
--,129152.5,621,1.0769569172094025
--,137898.0,778,1.0939643818628362
--,149267.0,1010,1.0963500405555309
--,164047.5,1362,1.107989962387699
--,183262.0,1687,1.1007108085805157
--,208240.5,2252,1.093587539814894
--,240713.0,2894,1.0854921138190534
--,282927.0,3727,1.077445949937705
--,337805.5,4821,1.0732373484095952
--,409147.5,6081,1.0668240738471892
--,501891.5,7783,1.048095029152823
--,622459.0,9933,1.0362999967337347
--,779197.0,12464,1.0240396501135083
--,982956.0,15686,1.0148691618951042
--,1247843.0,20001,1.0074577078429137
--,1592196.5,25342,0.99857283510366
--,2039855.5,31882,0.9982481707464782
--,2621812.0,40930,0.9972258171095837
--,3378355.5,50897,0.9978350722654802
--,4361862.5,62258,0.9971365251093884
--,5640421.5,78359,0.9969976171105916
--,7302548.0,98383,0.9977987966813465
--,9463313.0,91214,0.9977658078388199
