orientation,dist,n,peak_score
++,105000.0,1351,1.0218333847497618
++,114750.0,1248,1.0435386803235471
++,122425.0,818,1.033494260087584
++,129152.5,1025,1.0422682934453023
++,137898.0,1250,1.0637590129077512
++,149267.0,1661,1.0698167493602087
++,164047.5,2206,1.0779876303779672
++,183262.0,2797,1.0832082798987326
++,208240.5,3664,1.11182396317709
++,240713.0,4736,1.0997434174714273
++,282927.0,6164,1.1065525264544713
++,337805.5,7903,1.1334314078270715
++,409147.5,10180,1.1351984639850206
++,501891.5,12936,1.1335215788196331
++,622459.0,16542,1.1345154218733235
++,779197.0,21006,1.1367563959395461
++,982956.0,26709,1.1270258999314755
++,1247843.0,33824,1.124284517270856
++,1592196.5,42618,1.1117182738781561
++,2039855.5,53845,1.094166458266506
++,2621812.0,67536,1.062205211199862
++,3378355.5,85944,1.0317896828309459
++,4361862.5,106390,0.9922238244829678
++,5640421.5,135807,0.9598638130019144
++,7302548.0,173590,0.946408356105179
++,9463313.0,158405,0.9418536091042337
+-,105000.0,1313,1.0497645214042246
+-,114750.0,1242,1.0594325350454588
+-,122425.0,797,1.0823522240294468
+-,129152.5,979,1.0994808884642675
+-,137898.0,1331,1.1148701114158241
+-,149267.0,1738,1.1302363000967914
+-,164047.5,2241,1.1403947829094307
+-,183262.0,2824,1.1604364496088828
+-,208240.5,3687,1.1772768650233187
+-,240713.0,4814,1.1778424748770766
+-,282927.0,6196,1.2010953892798004
+-,337805.5,7865,1.2218742966480824
+-,409147.5,10259,1.2349252928913894
+-,501891.5,13109,1.2308414026738337
+-,622459.0,16466,1.2439988252592937
+-,779197.0,21048,1.251168540885899
+-,982956.0,27133,1.2532257238829176
+-,1247843.0,34497,1.2551342740681517
+-,1592196.5,43655,1.2508834164636253
+-,2039855.5,55298,1.238524953041014
+-,2621812.0,69686,1.2064564297865579
+-,3378355.5,87999,1.1540578673960504
+-,4361862.5,109387,1.0931516833209847
+-,5640421.5,138255,1.0213587981406154
+-,7302548.0,176240,0.9691177557456037
+-,9463313.0,162752,0.9531986595838421
-+,105000.0,1456,0.9874148686224107
-+,114750.0,1344,0.9918673736055077
-+,122425.0,859,1.018847199729788
-+,129152.5,1095,1.0328625234257995
-+,137898.0,1432,1.01172484460447
-+,149267.0,1931,1.0394419100448586
-+,164047.5,2405,1.0426071707754214
-+,183262.0,3069,1.035210011248856
-+,208240.5,3958,1.0432968718591624
-+,240713.0,5161,1.057108192623616
-+,282927.0,6636,1.0491663528439361
-+,337805.5,8323,1.0510810519712748
-+,409147.5,10478,1.0467455109805361
-+,501891.5,13470,1.0454262010010034
-+,622459.0,17043,1.0446644732907946
-+,779197.0,21665,1.031588740437899
-+,982956.0,27540,1.0203226050530871
-+,1247843.0,34544,1.010391842169209
-+,1592196.5,43628,0.9903466796273966
-+,2039855.5,55437,0.9734935713540128
-+,2621812.0,69980,0.954227069338809
-+,3378355.5,88205,0.938425727213669
-+,4361862.5,109280,0.9218015518245557
-+,5640421.5,140002,0.9200977761842384
-+,7302548.0,176930,0.9237312578703811
-+,9463313.0,162473,0.9387194177135691
--,105000.0,1469,1.0309143013736926
--,114750.0,1288,1.0443787427795213
--,122425.0,794,1.047884506471594
--,129152.5,1090,1.0644683958020202
--,137898.0,1383,1.073381678290499
--,149267.0,1778,1.0962526824497274
--,164047.5,2369,1.0877449932492713
--,183262.0,3057,1.1101665314188887
--,208240.5,3891,1.123121766204922
--,240713.0,4990,1.1195169631453579
--,282927.0,6401,1.1345992109728746
--,337805.5,8308,1.1325262099882993
--,409147.5,10506,1.146174990794667
--,501891.5,13440,1.1498486247765771
--,622459.0,17220,1.1435101599036006
--,779197.0,21663,1.1367992637553268
--,982956.0,27490,1.1400253846801174
--,1247843.0,35066,1.1333909370605197
--,1592196.5,44358,1.111063545470816
--,2039855.5,56725,1.0976383149417879
--,2621812.0,71782,1.0635803086462694
--,3378355.5,90327,1.034801794272611
--,4361862.5,112001,0.9875130928548557
--,5640421.5,142233,0.9610560935304993
--,7302548.0,180811,0.9356098436069403
--,9463313.0,167300,0.9363054850756327
